Horror Wiki Index,char index,actor,character,stripped character
412,5,Kenneth Tigar,Father Meyers,father meyers
412,6,Rubin Kushner,Grandpa Alex Murphy,grandpa alex murphy
412,7,Ruth C. Engel,Grandma Murphy,grandma murphy
412,8,Stacey Travis,Jeri Reynolds,jeri reynolds
412,9,A. Michael Baldwin,Young Mike,young mike
412,10,J. Patrick McNamara,Psychologist,psychologist
412,11,Mark Anthony Major,Mortician,mortician
510,0,Angus Scrimm,The Tall Man,tall man
510,1,A. Michael Baldwin,Mike Pearson,mike pearson
510,2,Reggie Bannister,Reggie,reggie
510,3,Bill Thornbury,Jody Pearson,jody pearson
510,4,Kevin Connors,Tim,tim
510,5,Gloria Lynne Henry,Rocky,rocky
510,6,Cindy Ambuehl,Edna,edna
510,7,Brooks Gardner,Rufus,rufus
510,8,John Davis Chandler,Henry,henry
510,9,Claire Benedek,Tim's mother,tims mother
510,10,Sarah Scott Davis,Tanesha,tanesha
581,0,Angus Scrimm,The Tall Man/ Dr. Jebediah Morningside,tall man dr jebediah morningside
581,1,A. Michael Baldwin,Mike Pearson,mike pearson
581,2,Reggie Bannister,Reggie,reggie
581,3,Bill Thornbury,Jody Pearson,jody pearson
581,4,Beverly Bonner,Casey,casey
581,5,Tara Strong,Ben,ben
581,6,Heidi Marnhout,Jennifer,jennifer
581,7,Bob Ivy,Demon Trooper,demon trooper
1114,0,Angus Scrimm,The Tall Man,tall man
1114,1,A. Michael Baldwin,Mike Pearson,mike pearson
1114,2,Reggie Bannister,Reggie,reggie
1114,3,Dawn Cody,Dawn / Jane,dawn jane
1114,4,Stephen Jutras,Chunk,chunk
1114,5,Bill Thornbury,Jody Pearson,jody pearson
1114,6,Kathy Lester,Lady in Lavender,lady in lavender
1114,7,Gloria Lynne Henry,Rocky,rocky
1114,8,Daniel Roebuck,Demeter,demeter
1114,9,Solly Duran,Raina,raina
1114,10,Daniel Schweiger,Thief,thief
1114,11,Tara Strong,Ben Tennyson,ben tennyson
1114,12,Paul Kratka,Rick Tennyson,rick tennyson
1124,0,Luke Pensabene,Nikolai,nikolai
1124,1,Raye Richards,Anna,anna
1124,2,Connor Sullivan,Jeff,jeff
1124,3,Morgan K. Reynolds,Denise,denise
1124,4,Dakota Ringer,Bernardo,bernardo
1124,5,Brian Patrick Butler,Bryce,bryce
413,0,Robert Englund,Erik Destler,erik destler
413,1,Jill Schoelen,Christine Day,christine day
413,2,Alex Hyde-White,Richard Dutton,richard dutton
413,3,Bill Nighy,Martin Barton,martin barton
413,4,Stephanie Lawrence,La Carlotta,la carlotta
413,5,Molly Shannon,Meg,meg
413,6,Emma Rawson,Meg,meg
413,7,Terence Harvey,Inspector Hawkins,inspector hawkins
413,8,Nathan Lewis,Davies,davies
413,9,Peter Clapham,Harrison,harrison
413,10,Yehuda Efroni,The Rat Catcher,rat catcher
413,11,Terence Beesley,Joseph Buquet,joseph buquet
413,12,Mark Ryan,Mott,mott
582,0,Peter O'Toole,Dr. Timothy Flyte,dr timothy flyte
582,1,Rose McGowan,Lisa Pailey,lisa pailey
582,2,Joanna Going,Jennifer Pailey,jennifer pailey
582,3,Liev Schreiber,Deputy Stuart 'Stu' Wargle,deputy stuart stu wargle
582,4,Ben Affleck,Sheriff Bryce Hammond,sheriff bryce hammond
582,5,Nicky Katt,Deputy Steve Shanning,deputy steve shanning
582,6,Clifton Powell,Gen. Leland Copperfield,gen leland copperfield
582,7,Rick Otto,Scientist Lockland,scientist lockland
582,8,Valerie Chow,Scientist Yamaguchi,scientist yamaguchi
582,9,Adam Nelson,Scientist Burke,scientist burke
582,10,John Hammil,Scientist Talbot,scientist talbot
582,11,John Scott Clough,Scientist Shane,scientist shane
232,0,Christopher George,Lt. Bracken,lt bracken
232,1,Linda Day,Mary Riggs,mary riggs
232,2,Frank Braña,Sgt. Holden,sgt holden
232,3,Paul L. Smith,Willard,willard
232,4,Edmund Purdom,Dean Foley,dean foley
232,5,Ian Sera,Kendall James,kendall james
232,6,Jack Taylor,Professor Arthur Brown,professor arthur brown
232,7,Isabelle Luque,Sylvia Costa,sylvia costa
232,8,Gérard Tichy,Doctor Jennings,doctor jennings
232,9,Hilda Fuchs,Grace,grace
232,10,May Heatherly,Mrs. Reston,mrs reston
232,11,Alejandro Hernández,Timmy Reston,timmy reston
232,12,Roxana Nieto,Virginia Palmer,virginia palmer
232,13,Cristina Cottrelli,Jenny,jenny
232,14,Leticia Marfil,Suzie,suzie
232,15,Silvia Gambino,Mary,mary
232,16,Carmen Aguado,Carla,carla
232,17,Paco Alvez,Alister Schwartz,alister schwartz
539,0,Lewis Van Bergen,Vincent Gotto,vincent gotto
539,1,Larry Cedar,District Attorney,district attorney
539,3,Rosalind Allen,Jennifer Garrick,jennifer garrick
539,4,Brittany Alyse Smith,Zoe Garrick,zoe garrick
539,5,Ron Canada,Barry,barry
539,6,Aaron Lustig,Dr. Edwards,dr edwards
539,7,Todd Allen,David Kaminsky,david kaminsky
539,8,Sal Viscuso and Ed Bernard,Jail Guards,jail guards
539,9,Verne Troyer,Pinocchio Double,pinocchio double
539,10,Dick Beals,the Voice of Pinocchio,voice of pinocchio
126,0,Bradford Dillman,Paul Grogan,paul grogan
126,1,Heather Menzies,Maggie McKeown,maggie mckeown
126,2,Kevin McCarthy,Dr. Robert Hoak,dr robert hoak
126,3,Keenan Wynn,Jack,jack
126,4,Dick Miller,Buck Gardner,buck gardner
126,5,Barbara Steele,Dr. Mengers,dr mengers
126,6,Belinda Balaski,Betsy,betsy
126,7,Melody Thomas Scott,Laura Dickinson,laura dickinson
126,8,Bruce Gordon,Colonel Waxman,colonel waxman
126,9,Paul Bartel,Mr. Dumont,mr dumont
126,10,Shannon Collins,Suzie Grogan,suzie grogan
126,11,Barry Brown,,nan
126,12,Shawn Nelson,Whitney,whitney
126,13,Richar Deakon,Earl Lyon,earl lyon
126,14,Janie Squire,Barbara Randolph,barbara randolph
126,15,Roger Richman,David,david
126,16,Billie Smilie,Jailer,jailer
126,17,Guich Kook,TV Pitchman,tv pitchman
126,18,Jack Pauleson,Boy in Canoe,boy in canoe
524,0,Alexandra Paul,Maggie McNamara,maggie mcnamara
524,1,William Katt,Paul Grogan,paul grogan
524,2,Darlene Carr,Dr. Leticia Baines,dr leticia baines
524,3,Soleil Moon Frye,Laura Dickinson,laura dickinson
524,4,James Karen,Governor,governor
524,5,Mila Kunis,Susie Grogan,susie grogan
524,6,Kehli O'Byrne,Gina Green,gina green
524,7,Richard Israel,Dave,dave
524,8,Kaz Garas,Sheriff,sheriff
524,9,Leland Orser,Terry Wechsler,terry wechsler
524,10,Ben Slack,Earl Lyon,earl lyon
524,11,James E. Brodhead,Jack,jack
524,12,Monte Markham,J.R. Randolph,jr randolph
524,13,Lorissa McComas,Barbara Randolph,barbara randolph
923,0,Elisabeth Shue,Julie Forester,julie forester
923,1,Adam Scott,Novak Radzinsky,novak radzinsky
923,2,Juan Santos,Berry Fallon,berry fallon
923,3,Jerry O'Connell,Derrick Jones,derrick jones
923,4,Ving Rhames,Deputy Fallon,deputy fallon
923,5,Jessica Szohr,Kelly Driscoll,kelly driscoll
923,6,Steven R. McQueen,Jake Forester,jake forester
923,7,Dina Meyer,Paula,paula
923,8,Christopher Lloyd,Carl Goodman,carl goodman
923,9,Richard Dreyfuss,Matt Boyd,matt boyd
923,10,Ricardo Chavira,Sam,sam
923,11,Kelly Brook,Danni Arslow,danni arslow
923,12,Paul Scheer,Andrew,andrew
923,13,Cody Longo,Todd Dupree,todd dupree
923,14,Sage Ryan,Zane Forester,zane forester
923,15,Brooklynn Proulx,Laura Forester,laura forester
923,16,Riley Steele,Crystal,crystal
923,17,Devra Korwin,Mrs. Goodman,mrs goodman
923,18,Eli Roth,,nan
923,19,Jason Spisak,Deputy Taylor,deputy taylor
990,0,Danielle Panabaker,Maddy,maddy
990,1,Matt Bush,Barry,barry
990,2,Juan Santos,Berry Fallon,berry fallon
990,3,David Koechner,Chet,chet
990,4,Chris Zylka,Kyle,kyle
990,5,Katrina Bowden,Shelby,shelby
990,6,Gary Busey,Clayton,clayton
990,7,Christopher Lloyd,Carl Goodman,carl goodman
