Horror Wiki Index,char index,actor,character,stripped character,killed
107,5,Luke Halpin,Keith,keith,N/A
107,6,D.J. Sidney,Beverly,beverly,N/A
107,7,Don Stout,Dobbs,dobbs,N/A
678,0,Scott Weinger,Cole Davidson,cole davidson,False
678,1,Lindsey McKeon,Kimberly Van Arx,kimberly van arx,True
678,2,Juleah Weikel,Pike,pike,False
678,3,Billy O'Sullivan,Skyler,skyler,True
678,4,Holly Towne,Robyn,robyn,True
678,5,Brad Hawkins,"Christopher ""Christophe"" Ramos",christopher christophe ramos,False
678,6,Peter Riggs,Kirk Armstrong,kirk armstrong,True
678,7,Candace Moon,Shelly Williams,shelly williams,True
678,8,Ron Varela,"Buddy ""Bud"" Williams",buddy bud williams,True
678,9,Seth Reston,Sheriff Toney,sheriff toney,True
678,10,Elliot Olson,Chad Charlie,chad charlie,False
678,11,Kjersti Cubberley,Little Girl,little girl,False
678,12,Drake William Smith,Snow Blower Driver,snow blower driver,True
678,13,Jessica Veal,Snowboarding Chick,snowboarding chick,False
933,0,Aaron Ashmore,Marcus,marcus,N/A
933,1,Cindy Sampson,Carmen,carmen,N/A
933,2,Meghan Heffern,Sara,sara,N/A
933,3,Trevor Matthews,Henryk,henryk,N/A
933,4,Vieslav Krystyan,Arkadiusz,arkadiusz,N/A
933,5,Laura DeCarteret,Laura Taylor,laura taylor,N/A
933,6,Ben Lewis,Eric Taylor,eric taylor,N/A
933,7,Julia Debowska,Lidia,lidia,N/A
933,8,Monica Bugajski,Emilia,emilia,N/A
933,9,Stefen Hayes,Aleks,aleks,N/A
933,10,Connor Stanhope,Dariusz,dariusz,N/A
933,11,Philip Craig,Dale,dale,N/A
821,0,Lindsey Haun,Tara,tara,N/A
821,1,Max Kasch,Troy,troy,N/A
821,2,Jack Huston,Jake,jake,N/A
821,3,Robert Hoffman,Bluto,bluto,N/A
821,4,Maya Hazen,Lisa,lisa,N/A
821,5,Alice Greczyn,Holly,holly,N/A
821,6,Don Wycherley,Ernie,ernie,N/A
821,7,Sean McGinley,Bernie,bernie,N/A
821,8,David McGinley,Dale,dale,N/A
472,0,Jodie Foster,"Clarice Starling
Masha Skorobogatov as young Clarice",clarice starling masha skorobogatov as young clarice,N/A
472,1,Masha Skorobogatov,young Clarice,young clarice,N/A
472,2,Anthony Hopkins,Dr. Hannibal Lecter,dr hannibal lecter,N/A
472,3,Scott Glenn,Jack Crawford,jack crawford,N/A
472,4,Ted Levine,"Jame ""Buffalo Bill"" Gumb",jame buffalo bill gumb,N/A
472,5,Anthony Heald,Dr. Frederick Chilton,dr frederick chilton,N/A
472,6,Brooke Smith,Catherine Martin,catherine martin,N/A
472,7,Diane Baker,U.S. Senator Ruth Martin,us senator ruth martin,N/A
472,8,Kasi Lemmons,Ardelia Mapp,ardelia mapp,N/A
472,9,Frankie Faison,Barney Matthews,barney matthews,N/A
472,10,Tracey Walter,Lamar,lamar,N/A
472,11,Charles Napier,Lt. Boyle,lt boyle,N/A
472,12,Danny Darst,Sgt. Tate,sgt tate,N/A
472,13,Alex Coleman,Sgt. Jim Pembry,sgt jim pembry,N/A
472,14,Dan Butler,Roden,roden,N/A
472,15,Paul Lazar,Pilcher,pilcher,N/A
472,16,Ron Vawter,Paul Krendler,paul krendler,N/A
472,17,Roger Corman,FBI Director Hayden Burke,fbi director hayden burke,N/A
472,18,Chris Isaak,SWAT Commander,swat commander,N/A
472,19,Harry Northup,Mr. Bimmel,mr bimmel,N/A
771,0,Radha Mitchell,Rose Da Silva,rose da silva,False
771,1,Sean Bean,Christopher Da Silva,christopher da silva,False
771,2,Jodelle Ferland,Sharon Da Silva,sharon da silva,False
771,3,Laurie Holden,Cybil Bennett,cybil bennett,False
771,4,Deborah Kara Unger,Dahlia Gillespie,dahlia gillespie,False
771,5,Kim Coates,Officer Thomas Gucci,officer thomas gucci,False
771,6,Tanya Allen,Anna,anna,True
771,7,Alice Krige,Christabella,christabella,True
771,8,Roberto Campanella,Pyramid Head.,pyramid head,False
1000,0,Sean Bean,Harry Mason/Christopher Da Silva,harry mason christopher da silva,False
1000,1,Kit Harrington,Vincent Carter,vincent carter,False
1000,2,Carrie-Anne Moss,Claudia Wolf. the priestess of the Order of Valtiel,claudia wolf priestess of order of valtiel,False
1000,3,Malcolm McDowell,Leonard Wolf,leonard wolf,True
1000,4,Radha Mitchell,Rose Da Silva,rose da silva,False
1000,5,Deborah Kara Unger,Dahlia Gillepsie,dahlia gillepsie,False
1000,6,Adelaide Clemens,Heather Mason,heather mason,False
1000,7,Martin Donovan,Douglas Cartland,douglas cartland,True
1000,8,Chris Anton,Monster in the Mist,monster in mist,False
1000,9,Heather Marks,Suki,suki,True
1000,10,James Collins,Evil Caretaker,evil caretaker,False
1000,11,Cassie Owoc,Girl On Bus,girl on bus,False
1000,12,Michel C. Foucault,Businessman,businessman,False
1000,13,Roberto Campanella,Pyramid Head,pyramid head,False
1001,0,Elizabeth Olsen,Sarah,sarah,N/A
1001,1,Adam Trese,John,john,N/A
1001,2,Eric Sheffer Stevens,Peter,peter,N/A
1001,3,Julia Taylor Ross,Sophia,sophia,N/A
1001,4,Adam Barnett,Stalking Man,stalking man,N/A
1001,5,Haley Murphy,Little Girl,little girl,N/A
1002,0,Malcolm McDowell,Sheriff Cooper,sheriff cooper,True
1002,1,Jaime King,Aubrey Bradimore,aubrey bradimore,False
1002,2,Ellen Wong,Brenda,brenda,False
1002,3,Donal Logue,Santa Jim,santa jim,False
1002,4,Brendan Fehr,Deputy Jordan,deputy jordan,True
1002,5,Lisa Marie,Mrs. Morwood,mrs morwood,False
1002,6,Ali Tataryn,Alana Roach,alana roach,True
1002,7,Jessica Cameron,Nurse,nurse,False
1002,8,Aaron Hughes,Frank,frank,True
1002,9,Courtney-Jane White,Tiffany,tiffany,True
1002,10,Erik J. Berg,Dennis,dennis,True
1002,11,Courtney Palm,Maria,maria,True
1002,12,Mike O'Brien,Stein Karsson,stein karsson,True
1002,13,Rick Skene,Ronald Jones,ronald jones,True
1002,14,John B. Lowe,Dad,dad,False
274,0,Lilyan Chauvin,Mother Superior,mother superior,False
274,1,Gilmer McCormick,Sister Margaret,sister margaret,False
274,2,Toni Nero,Pamela,pamela,True
274,3,Robert Brian Wilson,Billy Chapman,billy chapman,True
274,4,Britt Leach,Ira Simms,ira simms,True
274,5,Nancy Borgenicht,Maria Randall,maria randall,True
274,6,H.E.D. Redford,Captain Richards,captain richards,False
274,7,Danny Wagner,Billy Chapman,billy chapman,True
274,8,Linnea Quigley,Denise,denise,True
274,9,Leo Geter,Tommy,tommy,True
274,10,Randy Stumpf,Andy,andy,True
274,11,Will Hare,Grandpa Chapman,grandpa chapman,False
274,12,Tara Buckman,Ellie Chapman,ellie chapman,True
274,13,Geoff Hansen,Jim Chapman,jim chapman,True
274,14,Charles Dierkop,Killer Santa,killer santa,False
274,15,Eric Hart,Mr. Levitt,mr levitt,True
274,16,Jonathan Best,Billy Chapman,billy chapman,True
274,17,A. Madeline Smith,Sister Ellen,sister ellen,False
274,18,Amy Stuyvesant,Cindy,cindy,False
274,19,Max Robinson,Officer Barnes,officer barnes,True
274,20,Alex Burton,Ricky Chapman,ricky chapman,False
274,21,Spencer Ashby,Father 'O' Brian,father o brian,False
417,0,Richard Beymer,Doctor Newbury,doctor newbury,False
417,1,Bill Moseley,"Richard ""Ricky"" Caldwell",richard ricky caldwell,False
417,2,Samantha Scully,Laura Anderson,laura anderson,False
417,3,Eric Da Re,Chris Anderson,chris anderson,False
417,4,Laura Harring,Jerri,jerri,True
417,5,Elizabeth Hoffman,Granny Anderson,granny anderson,True
417,6,Robert Culp,Lieutenant Connely,lieutenant connely,False
417,7,Richard C. Adams,Santa,santa,True
417,8,Melissa Hellman,Doctor Newbury's Assistant,doctor newburys assistant,False
417,9,Isabel Cooley,Hospital Receptionist,hospital receptionist,True
417,10,Leonard Mann,Laura's Psychiatrist,lauras psychiatrist,False
417,11,Carlos Palomino,Truck Driver,truck driver,True
417,12,Marc Dietrich,Craig the Gas Station Attendant,craig gas station attendant,False
417,13,Jim Ladd,Newscaster,newscaster,False
417,14,Richard N. Gladstein,Detective,detective,False
417,15,Tamela Song,Nurse,nurse,False
417,16,Michael Ameen,Coroner,coroner,False
447,0,Clint Howard,Ricky,ricky,True
447,1,Neith Hunter,Kim,kim,False
447,2,Tommy Hinkley,Hank,hank,True
447,3,Hugh Fink,Jeff,jeff,False
447,4,Richard N. Gladstein,Woody,woody,False
447,5,Reggie Bannister,Eli,eli,False
447,6,Allyce Beasley,Janice,janice,False
447,7,Glen Chin,Jo the Butcher,jo butcher,False
447,8,Maud Adams,Fima,fima,True
447,9,Jeanne Bates,Katherine,katherine,False
447,10,Laurel Lockhart,Ann,ann,False
447,11,Ben Slack,Gus,gus,True
447,12,Conan Yuzna,Lonnie,lonnie,False
447,13,Marjean Holden,Jane,jane,False
447,14,Ilsa Setzoil,Li,li,False
447,15,David Wells,Detective Burt,detective burt,False
447,16,Dani Klein,Woman in Bookstore,woman in bookstore,False
470,0,William Thorne,Derek Quinn,derek quinn,False
470,1,Jane Higginson,Sarah Quinn,sarah quinn,False
470,2,Van Quattro,Tom Quinn,tom quinn,True
470,3,Tracy Fraim,Noah Adams,noah adams,False
470,4,Neith Hunter,Kim Levitt,kim levitt,False
470,5,Conan Yuzna,Lonnie,lonnie,False
470,6,Mickey Rooney,Joe Petto,joe petto,True
470,7,Brian Bremer,Pino Petto,pino petto,True
470,8,Gerry Black,Harold,harold,True
470,9,Clint Howard,Ricky,ricky,False
470,10,Thornton Simmons,Other Santa,other santa,False
470,11,Catherine Schreiber,Mother,mother,False
470,12,Zoe Yuzna,Brandy,brandy,False
470,13,Jennifer Pusheck,Elf,elf,False
470,14,Billy Oscar,Dad,dad,False
470,15,Cathy Yuzna,Stroller #1,stroller 1,False
470,16,Gary Schmoeller,Stroller #2,stroller 2,False
470,17,Amy L. Taylor,Merideth,merideth,False
470,18,Eric Welch,Buck,buck,True
470,19,Richard N. Gladstein,Driver Dad,driver dad,False
470,20,Jan Linder,Nurse,nurse,False
350,0,Eric Freeman,Ricky Caldwell,ricky caldwell,N/A
350,1,James Newman,Dr. Henry Bloom,dr henry bloom,N/A
350,2,Elizabeth Kaitan,Jennifer Statson,jennifer statson,N/A
350,3,Jean Miller,Mother Superior,mother superior,N/A
350,4,Darrel Guilbeau,Ricky Chapman,ricky chapman,N/A
350,5,Brian Michael Henley,Ricky Chapman,ricky chapman,N/A
350,6,Corrine Gelfan,Mrs. Rosenberg,mrs rosenberg,N/A
350,7,Michael Combatti,Mr. Rosenberg,mr rosenberg,N/A
350,8,Kenneth Brian James,Chip,chip,N/A
350,9,Ron Moriarty,Detective,detective,N/A
350,10,Frank Novak,Loan Shark,loan shark,N/A
350,11,Randall Boffman,Eddie,eddie,N/A
350,12,Joanne White,Paula,paula,N/A
350,13,Lenny Rose,Loser,loser,N/A
350,14,Nadya Wynd,Sister Mary,sister mary,N/A
350,15,Kenneth McCabe,Rent-a-Cop,rent a cop,N/A
350,16,J. Aubrey Island,Orderly,orderly,N/A
350,17,Randy Post,Loudmouth in Theater,loudmouth in theater,N/A
350,18,Kent Koppase,Cop #1,cop 1,N/A
350,19,Michael Marloe,Cop #2,cop 2,N/A
350,20,Larry Kelman,Cop #3,cop 3,N/A
350,21,Stephanie Babbit,Little Girl on Bicycle,little girl on bicycle,N/A
350,22,Traci Odom,Nun on Street,nun on street,N/A
350,23,Jennie Webb,Nun on Street,nun on street,N/A
293,0,Gary Busey,Uncle Red,uncle red,N/A
293,1,Everett McGill,"Reverend Lowe
separately credited as Werewolf",reverend lowe separately credited as werewolf,N/A
293,2,separately credited,Werewolf,werewolf,N/A
293,3,Corey Haim,Marty Coslaw,marty coslaw,N/A
293,4,Megan Follows,Jane Coslaw,jane coslaw,N/A
293,5,Terry O'Quinn,Sheriff Joe Haller,sheriff joe haller,N/A
293,6,Bill Smitrovich,Andy Fairton,andy fairton,N/A
293,7,Robin Groves,Nan Coslaw,nan coslaw,N/A
293,8,Lawrence Tierney,Owen Knopfler,owen knopfler,N/A
293,9,Kent Broadhurst,Herb Kincaid,herb kincaid,N/A
1003,0,Ethan Hawke,Ellison Oswalt,ellison oswalt,False
1003,1,Juliet Rylance,Tracy Oswalt,tracy oswalt,False
1003,2,Fred Thompson,Sheriff,sheriff,False
1003,3,James Ransone,Deputy,deputy,False
1003,4,Michael Hall D'Addario,Trevor Oswalt,trevor oswalt,True
1003,5,Clare Foley,Ashley Oswalt,ashley oswalt,True
1003,6,Vincent D'Onofrio,Professor Jonas,professor jonas,False
1003,7,Victoria Leigh,Stephanie Stevenson / Family Hanging Out Girl,stephanie stevenson family hanging out girl,False
1003,8,Cameron Ocasio,BBQ Boy,bbq boy,True
1003,9,Ethan Haberfield,Pool Party Boy,pool party boy,True
1003,10,Danielle Kotch,Lawn Work Girl,lawn work girl,False
1003,11,Blake Mizrahi,Christopher Miller / Sleepy Time Boy,christopher miller sleepy time boy,False
1003,12,Nick King,Bughuul,bughuul,False
930,0,Huub Stapel,St. Niklas,st niklas,N/A
930,1,Egbert Jan Weeber,Frank,frank,N/A
930,2,Madelief Blanken,Natasha,natasha,N/A
930,3,Caro Lenssen,Lisa,lisa,N/A
930,4,Escha Tanihatu,Sophie,sophie,N/A
930,5,Niels van den Berg,young Goert,young goert,N/A
930,6,Bert Luppes,Goert,goert,N/A
930,7,Cynthia Abma,Lisa's mother,lisas mother,N/A
930,8,Kees Boot,,,N/A
930,9,Joey van der Velden,Hanco,hanco,N/A
930,10,Jim Deddes,Sander,sander,N/A
606,0,Bruce Willis,Malcolm Crowe,malcolm crowe,N/A
606,1,Haley Joel Osment,Cole Sear,cole sear,N/A
606,2,Toni Collette,Lynn Sear,lynn sear,N/A
606,3,Olivia Williams,Anna Crowe,anna crowe,N/A
606,4,Donnie Wahlberg,Vincent Grey,vincent grey,N/A
606,5,Glenn Fitzgerald,Sean,sean,N/A
606,6,Mischa Barton,Kyra Collins,kyra collins,N/A
606,7,Trevor Morgan,Tommy Tammisimo,tommy tammisimo,N/A
606,8,Bruce Norris,Mr. Stanley Cunningham,mr stanley cunningham,N/A
606,9,Angelica Page,Mrs. Collins,mrs collins,N/A
606,10,Greg Wood,Mr. Collins,mr collins,N/A
606,11,M. Night Shyamalan,Dr. Hill,dr hill,N/A
606,12,Peter Tambakis,Darren,darren,N/A
606,13,Jeffrey Zubernis,Bobby,bobby,N/A
1033,0,Taylor Bateman,Rebecca,rebecca,N/A
1033,1,Michael Black,Britton Sloan,britton sloan,N/A
1033,2,Erin Cahill,Lisa,lisa,N/A
1033,3,Carol Call,Lissie Miller,lissie miller,N/A
1033,4,Kyle Davis,Ray Reed,ray reed,N/A
1033,5,Nash Lucas,Cody,cody,N/A
1033,6,Devin McGinn,Cameron Murphy,cameron murphy,N/A
1033,7,Matthew Rocheleau,Matt,matt,N/A
316,0,Simon Scudamore,Marty Rantzen,marty rantzen,N/A
316,1,Caroline Munro,Carol Manning,carol manning,N/A
316,2,Carmine Iannaconne,Skip Pollack,skip pollack,N/A
316,3,Donna Yeager,Stella,stella,N/A
316,4,Gary Martin,Joe,joe,N/A
316,5,Billy Hartman,Frank,frank,N/A
316,6,Michael Saffran,Ted Harrison,ted harrison,N/A
316,7,John Segal,Carl Putney,carl putney,N/A
316,8,Kelly Baker,Nancy,nancy,N/A
316,9,Sally Cross,Susan,susan,N/A
316,10,Josephine Scandi,Shirley,shirley,N/A
316,11,Marc Smith,Coach,coach,N/A
316,12,Dick Randall,Manny,manny,N/A
316,13,Jon Clark,Digby,digby,N/A
1185,0,Asa Butterfield,Willoughby Blake,willoughby blake,N/A
1185,1,Finn Cole,Don Wallace,don wallace,N/A
1185,2,Hermione Corfield,Clemsie Lawrence,clemsie lawrence,N/A
1185,3,Michael Sheen,"""The Bat""",bat,N/A
1185,4,Nick Frost,Woody,woody,N/A
1185,5,Simon Pegg,Mr. Meredith Houseman,mr meredith houseman,N/A
1185,6,Margot Robbie,Audrey,audrey,N/A
1185,7,Isabella Laughland,Kay,kay,N/A
1185,8,Tom Rhys-Harries,Clegg,clegg,N/A
1185,9,Max Raphael,Hargreaves,hargreaves,N/A
1185,10,Kit Connor,Wootton,wootton,N/A
1185,11,Louis Strong,Smudger,smudger,N/A
1185,12,Jo Hartley,Babs Wallace,babs wallace,N/A
1185,13,Jamie Blackley,Caspar De Brunose,caspar de brunose,N/A
1185,14,Jane Stanness,Matron,matron,N/A
1185,15,Jassa Ahluwalia,Yuri,yuri,N/A
1185,16,Alex Macqueen,Lambert,lambert,N/A
1185,17,Charles Fitzherbert,Tompkinson,tompkinson,N/A
1185,18,Nick Kellington,The Beast and Protestor,beast and protestor,N/A
254,0,Felissa Rose,Angela Baker / Peter Baker,angela baker peter baker,False
254,1,Jonathan Tiersten,Ricky Thomas,ricky thomas,False
254,2,Karen Fields,Judy,judy,True
254,3,Christopher Collet,Paul,paul,True
254,4,Mike Kellin,Mel Costic,mel costic,False
254,5,Amy Baio,Brooker Warner,brooker warner,False
254,6,Katherine Kamhi,Meg,meg,True
254,7,Paul DeAngelo,Ronnie Angelo,ronnie angelo,False
254,8,Susan Glaze,Susie,susie,False
254,9,Tom Van Dell,Mike,mike,False
254,10,Loris Sallahain,Billy,billy,True
254,11,John E. Dunn,Kenny,kenny,True
254,12,Ethan Larosa,Jimmy,jimmy,False
254,13,Willy Kuskin,Mozart,mozart,False
254,14,Desiree Golud,Aunt Martha Thomas,aunt martha thomas,False
254,15,Owen Hughes,Artie,artie,True
254,16,Robert Earl Jones,Ben,ben,False
254,17,Frank Trent Saladino,Gene,gene,False
254,18,Rick Edrich,Jeff,jeff,False
254,19,Fred Greene,Eddie,eddie,False
254,20,Allen Breton,Frank Breton,frank breton,False
254,21,Michael C. Mahon,Hal,hal,False
254,22,Dan Tursi,John Baker,john baker,True
254,23,James Paradise,Lenny,lenny,False
388,0,Pamela Springsteen,Angela Johnson/Angela Baker,angela johnson angela baker,False
388,1,Renee Estevez,Molly Nagle,molly nagle,True
388,2,Tony Higgins,Sean Whitmore,sean whitmore,False
388,3,Valerie Hartman,Ally Burgess,ally burgess,False
388,4,Brian Patrick Clarke,T.C.,tc,True
388,5,Walter Gotell,Uncle John,uncle john,False
388,6,Susan Marie Snyder,Mare,mare,True
388,7,Terry Hobbs,Rob Darrinco,rob darrinco,True
388,8,Kendall Bean,Demi,demi,True
388,9,Julie Murphy,Lea,lea,True
388,10,Carol Chambers,Brooke Shote,brooke shote,False
388,11,Amy Fields,Jodi Shote,jodi shote,False
388,12,Benji Wilhoite,Anthony,anthony,True
388,13,Walter Franks III,Judd,judd,True
388,14,Justin Nowell,Charlie,charlie,True
388,15,Heather Binion,Phoebe,phoebe,True
489,0,Brian Krause,Charles Brady,charles brady,N/A
489,1,Alice Krige,Mary Brady,mary brady,N/A
489,2,Mädchen Amick,Tanya Robertson,tanya robertson,N/A
489,3,Lyman Ward,Donald Robertson,donald robertson,N/A
489,4,Cindy Pickett,Helen Robertson,helen robertson,N/A
489,5,Ron Perlman,Captain Soames,captain soames,N/A
489,6,Jim Haynie,Sheriff Ira,sheriff ira,N/A
489,7,Dan Martin,Andy Simpson,andy simpson,N/A
489,8,Lucy Boryer,Jeanette,jeanette,N/A
489,9,Glenn Shadix,Mr. Fallows,mr fallows,N/A
489,10,Sparks,Clovis,clovis,N/A
489,11,Stephen King,Cemetery Caretaker,cemetery caretaker,N/A
489,12,Joe Dante,Lab Assistant,lab assistant,N/A
489,13,Tobe Hooper,Forensic Tech,forensic tech,N/A
489,14,Mark Hamill,Sheriff Jenkins,sheriff jenkins,N/A
601,0,Johnny Depp,Ichabod Crane,ichabod crane,False
601,1,Christina Ricci,Katrina Van Tassel,katrina van tassel,False
601,2,Christopher Walken and Ray Park,The Count Hessian / Headless Horseman,count hessian headless horseman,False
601,3,Marc Pickering,Young Masbath,young masbath,False
601,4,Casper Van Dien,Brom Van Brunt,brom van brunt,True
601,5,Michael Gambon,Baltus Van Tassel,baltus van tassel,True
601,6,Miranda Richardson,Lady Mary Van Tassel / Crone Sister,lady mary van tassel crone sister,False
601,7,Jeffrey Jones,Reverend Steenwyck,reverend steenwyck,True
601,8,Richard Griffiths,Magistrate Samuel Philipse,magistrate samuel philipse,False
601,9,Ian McDiarmid,Dr. Thomas Lancaster,dr thomas lancaster,False
601,10,Michael Gough,Notary James Hardenbrook,notary james hardenbrook,False
601,11,Christopher Lee,the Burgomaster,burgomaster,False
601,12,Steven Waddington,Killian,killian,True
601,13,Claire Skinner,Beth Killian,beth killian,True
601,14,Alun Armstrong,the High Constable,high constable,False
601,15,Martin Landau,Peter Van Garrett,peter van garrett,False
601,16,Peter Guinness,Lord Crane,lord crane,False
601,17,Lisa Marie Smith,Lady Crane,lady crane,True
601,18,Jessica Oyelowo,Sarah,sarah,True
1186,0,Joey King,Wren,wren,N/A
1186,1,Julia Goldani Telles,Hallie Knudsen,hallie knudsen,N/A
1186,2,Jaz Sinclair,Chloe,chloe,N/A
1186,3,Annalise Basso,Katie Jensen,katie jensen,N/A
1186,4,Taylor Richardson,Lizzie Knudsen,lizzie knudsen,N/A
1186,5,Alex Fitzalan,Tom,tom,N/A
1186,6,Kevin Chapman,Mr. Jensen,mr jensen,N/A
1186,7,Javier Botet,the Slender Man,slender man,N/A
1186,8,Michael Reilly Burke,Hallie's Father,hallies father,N/A
1186,9,Jessica Blank,Hallie's Mother,hallies mother,N/A
772,0,Nathan Fillion,"William ""Bill"" Pardy",william bill pardy,N/A
772,1,Elizabeth Banks,Starla Grant,starla grant,N/A
772,2,Gregg Henry,"Mayor Jackson ""Jack"" MacReady",mayor jackson jack macready,N/A
772,3,Michael Rooker,"Grantham ""Grant"" Grant",grantham grant grant,N/A
772,4,Tania Saulnier,Kylie Strutemyer,kylie strutemyer,N/A
772,5,Matreya Fedor,Emily Strutemyer,emily strutemyer,N/A
772,6,Don Thompson,"Walter ""Wally"" Whale",walter wally whale,N/A
772,7,Brenda James,"Brendadetta ""Brenda"" Gutierrez",brendadetta brenda gutierrez,N/A
772,8,Jenna Fischer,Shelby Cunningham,shelby cunningham,N/A
772,9,Jennifer Copping,Margaret Hooper,margaret hooper,N/A
772,10,Haig Sutherland,Trevor Carpenter,trevor carpenter,N/A
772,11,Amber Lee Bartlett,Jenna Strutemyer,jenna strutemyer,N/A
389,0,Michael Garfield,Mike Brady,mike brady,N/A
389,1,Kim Terry,Kim Brady,kim brady,N/A
389,2,Philip MacHale,Don Palmer,don palmer,N/A
389,3,Alicia Moro,Maureen Watson,maureen watson,N/A
389,4,Santiago Álvarez,Foley,foley,N/A
389,5,Concha Cuetos,Maria,maria,N/A
389,6,Frank Braña,Frank Phillips,frank phillips,N/A
389,7,Patty Shepard,Sue Channing,sue channing,N/A
235,0,Michelle Michaels,Trish Devereaux,trish devereaux,False
235,1,Robin Stille,Valerie 'Val' Bates,valerie val bates,False
235,2,Michael Villella,Russ Thorn,russ thorn,True
235,3,Debra Deliso,Kimberly 'Kim' Clarke,kimberly kim clarke,False
235,4,Andree Honore,Jackie,jackie,True
235,5,Gina Smika,Diane,diane,True
235,6,Jennifer Meyers,Courtney Bates,courtney bates,False
235,7,Joseph Alan Johnson,Neil,neil,True
235,8,David Millbern,Jeff,jeff,True
235,9,Jim Boyce,John Minor,john minor,True
235,10,Pamela Roylance,Coach Rachel Jana,coach rachel jana,True
235,11,Brinke Stevens,Linda,linda,True
235,12,Rigg Kennedy,Mr. David Contant,mr david contant,True
235,13,Jean Vargas,Mary/Phone Repairer Woman,mary phone repairer woman,False
235,14,Anna Patton,Mrs. Devereaux,mrs devereaux,False
235,15,Howard Purgason,Mr. Devereaux,mr devereaux,False
895,0,David Hess,Able Whitman,able whitman,N/A
895,1,Sasha Grey,April Carson,april carson,N/A
895,2,Michael Berryman,Philip Farmsworth Jr.,philip farmsworth jr,N/A
895,3,Herschell Gordon Lewis,Fred Sandy,fred sandy,N/A
895,4,Jesse Buck,Isaac Beaumonde,isaac beaumonde,N/A
895,5,Ray Sager,Reverend Ezekial Boone,reverend ezekial boone,N/A
895,6,Jennilee Murray,Georgina Carson / Gigi Spot,georgina carson gigi spot,N/A
895,7,Michael Dubue,Alan Dackman,alan dackman,N/A
895,8,Barry Blake,Armand Parys,armand parys,N/A
1004,0,Caitlin Gerard,Ashley,ashley,N/A
1004,1,Melanie Papalia,Proxy,proxy,N/A
1004,2,Shane Dawson,Binder,binder,N/A
1004,3,Andrew James Allen,Zane,zane,N/A
1004,4,Liza Weil,Dr. Jenkins,dr jenkins,N/A
1004,5,Toby Turner,Mark,mark,N/A
1004,6,Roger Bart,Professor Clayton,professor clayton,N/A
1004,7,Keith David,Diamond,diamond,N/A
1004,8,Patrick O'Sullivan,Cooper,cooper,N/A
1004,9,Nikki Limo,Stacy,stacy,N/A
1004,10,Jason Horton,Flasher,flasher,N/A
1004,11,Bree Essrig,Kim,kim,N/A
1004,12,Darrien Skylar,Mary,mary,N/A
1004,13,Michael Traynor,Smiley,smiley,N/A
1004,14,Shanna Malcolm,extras,extras,N/A
773,0,Samuel L. Jackson,Agent Neville Flynn,agent neville flynn,N/A
773,1,Julianna Margulies,Claire Miller,claire miller,N/A
773,2,Nathan Phillips,Sean Jones,sean jones,N/A
773,3,Bobby Cannavale,"Special Agent Henry ""Hank"" Harris",special agent henry hank harris,N/A
773,4,Flex Alexander,"Clarence ""Three Gs""",clarence three gs,N/A
773,5,Todd Louiso,Dr. Steven Price,dr steven price,N/A
773,6,Sunny Mabrey,Tiffany,tiffany,N/A
773,7,Kenan Thompson,Troy,troy,N/A
773,8,Rachel Blanchard,Mercedes Harbont,mercedes harbont,N/A
773,9,Lin Shaye,Grace,grace,N/A
773,10,David Koechner,"Richard ""Rick""",richard rick,N/A
773,11,Elsa Pataky,Maria,maria,N/A
773,12,Keith Dallas,Big Leroy,big leroy,N/A
773,13,Mark Houghton,Agent John Sanders,agent john sanders,N/A
773,14,Tom Butler,"Captain Samuel ""Sam"" McKeon",captain samuel sam mckeon,N/A
773,15,Byron Lawson,Eddie Kim,eddie kim,N/A
773,16,Taylor Kitsch,Kyle,kyle,N/A
773,17,Samantha McLeod,Kelly,kelly,N/A
773,18,Kevin McNulty,Emmett Bradley,emmett bradley,N/A
108,0,Bo Svenson,Gar Seberg,gar seberg,N/A
108,1,Yvette Mimieux,Ellen Seberg,ellen seberg,N/A
108,2,Robert Logan,Tony Rill,tony rill,N/A
419,0,Billy Warlock,Bill Whitney,bill whitney,N/A
419,1,Devin DeVasquez,Clarissa Carlyn,clarissa carlyn,N/A
419,2,Evan Richards,Milo Smith,milo smith,N/A
419,3,Ben Meyerson,Ted Ferguson,ted ferguson,N/A
419,4,Tim Bartell,David Blanchard,david blanchard,N/A
419,5,Ben Slack,Dr. Cleveland,dr cleveland,N/A
419,6,Patrice Jennings,Jenny Whitney,jenny whitney,N/A
419,7,Charles Lucia,Jim Whitney,jim whitney,N/A
419,8,Connie Danese,Nan Whitney,nan whitney,N/A
419,9,Brian Bremer,Marty Petrie,marty petrie,N/A
419,10,David Wiley,Judge Carter,judge carter,N/A
419,11,Pamela Matheson,Mrs. Carlyn,mrs carlyn,N/A
419,12,Heidi Kozak,Shauna,shauna,N/A
419,13,Maria Claire,Sally,sally,N/A
255,0,Jason Robards,Charles Halloway,charles halloway,N/A
255,1,Jonathan Pryce,Mr. Dark,mr dark,N/A
255,2,Vidal Peterson,Will Halloway,will halloway,N/A
255,3,Shawn Carson,Jim Nightshade,jim nightshade,N/A
255,4,Ellen Geer,Mrs. Halloway,mrs halloway,N/A
255,5,Diane Ladd,Mrs. Nightshade,mrs nightshade,N/A
255,6,Royal Dano,Tom Fury,tom fury,N/A
