Horror Wiki Index,char index,actor,character,stripped character,killed,actor url,race,gender
85,1,Mel Ferrer,Harvey Wood,harvey wood,,http://www.nndb.com/people/485/000043356/,White,Male
85,2,Carolyn Jones,Miss Hattie,miss hattie,,http://www.nndb.com/people/473/000049326/,White,Female
85,3,Marilyn Burns,Faye,faye,,,Unlisted,Unlisted
85,4,William Finley,Roy,roy,,,White,Male
85,5,Stuart Whitman,Sheriff Martin,sheriff martin,,http://www.nndb.com/people/543/000110213/,White,Male
85,6,Roberta Collins,Clara Wood,clara wood,,,Unlisted,Unlisted
85,7,Kyle Richards,Angie,angie,,http://www.nndb.com/people/781/000160301/,White,Female
85,8,Robert Englund,Buck,buck,,http://www.nndb.com/people/996/000024924/,White,Male
85,9,Crystin Sinclaire,Libby Wood,libby wood,,,Unlisted,Unlisted
85,10,Janus Blythe,Lynette,lynette,,,Unlisted,Unlisted
755,0,Jeff Fahey,Dr. Harrison Parker,dr harrison parker,,http://www.nndb.com/people/568/000024496/,White,Male
755,1,Dee Wallace,Rhonda Shapton,rhonda shapton,,http://www.nndb.com/people/293/000068089/,White,Female
755,2,Tony Todd,James Radcliffe,james radcliffe,,http://www.nndb.com/people/115/000130722/,Black,Male
755,3,Alexandra Ford,Rebecca Winters,rebecca winters,,,Unlisted,Unlisted
755,4,Stephen Wastell,Eddie,eddie,,,Unlisted,Unlisted
755,5,Miranda Kwok,Kate Lo,kate lo,,,Unlisted,Unlisted
652,0,David Arquette,Chris McCormick,chris mccormick,,http://www.nndb.com/people/250/000026172/,White,Male
652,1,Kari Wuhrer,Sheriff Samantha Parker,sheriff samantha parker,,http://www.nndb.com/people/395/000131002/,White,Female
652,2,Scott Terra,Mike Parker,mike parker,,,Unlisted,Unlisted
652,3,Scarlett Johansson,Ashley Parker,ashley parker,,http://www.nndb.com/people/904/000025829/,White,Female
652,4,Doug E. Doug,Harlan Griffith,harlan griffith,,http://www.nndb.com/people/730/000131337/,Black,Male
652,5,Rick Overton,Deputy Pete Willis,deputy pete willis,,http://www.nndb.com/people/550/000345512/,White,Male
652,6,Leon Rippy,Wade,wade,,http://www.nndb.com/people/626/000162140/,White,Male
652,7,Matt Czuchry,Bret,bret,,http://www.nndb.com/people/179/000132780/,White,Male
652,8,Jay Arlen Jones,Leon,leon,,,Hispanic,Male
652,9,Eileen Ryan,Gladys,gladys,,http://www.nndb.com/people/040/000130647/,White,Female
652,10,Riley Smith,Randy,randy,,http://www.nndb.com/people/355/000109028/,White,Male
652,11,Matt Holwick,Larry,larry,,,Unlisted,Unlisted
652,12,Jane Edith Wilson,Emma Willis,emma willis,,,White,Female
652,13,Jack Moore,Amos,amos,,,White,Male
652,14,Roy Gaintner,Floyd,floyd,,,Unlisted,Unlisted
652,15,Don Champlin,Leroy,leroy,,,Unlisted,Unlisted
652,16,John Christopher Storey,Mark,mark,,,Unlisted,Unlisted
652,17,David Earl Waterman,Norman,norman,,,Unlisted,Unlisted
652,18,Tom Noonan,Joshua Taft,joshua taft,,http://www.nndb.com/people/071/000130678/,White,Male
1220,0,Charlie Shotwell,Eli,eli,,,Unlisted,Unlisted
1220,1,Lili Taylor,Dr. Isabella Horn,dr isabella horn,,http://www.nndb.com/people/597/000046459/,White,Female
1220,2,Sadie Sink,Haley,haley,,,Unlisted,Unlisted
1220,4,Max Martini,Paul,paul,,http://www.nndb.com/people/779/000274954/,White,Male
591,0,Arnold Schwarzenegger,Jericho Cane,jericho cane,,http://www.nndb.com/people/685/000022619/,White,Male
591,1,Robin Tunney,Christine York,christine york,,http://www.nndb.com/people/096/000103784/,White,Female
591,2,Gabriel Byrne,Satan,satan,,http://www.nndb.com/people/309/000042183/,White,Male
591,3,Kevin Pollak,Bobby Chicago,bobby chicago,,http://www.nndb.com/people/613/000025538/,White,Male
591,4,Rod Steiger,Father Kovak,father kovak,,http://www.nndb.com/people/762/000026684/,White,Male
591,5,CCH Pounder,Det. Marge Francis,det marge francis,,http://www.nndb.com/people/188/000057017/,Black,Female
591,6,Derrick O'Connor,Thomas Aquinas,thomas aquinas,,,Unlisted,Unlisted
591,7,Miriam Margolyes,Mabel,mabel,,http://www.nndb.com/people/205/000136794/,White,Female
591,8,Udo Kier,Dr. Abel,dr abel,,http://www.nndb.com/people/123/000036015/,White,Male
591,9,Victor Varnado,Albino,albino,,,White,Male
591,10,Mark Margolis,The Pope,pope,,http://www.nndb.com/people/690/000161207/,White,Male
1,0,Edward Connell,David Fielding,david fielding,,,Unlisted,Unlisted
1,1,Barbara Hewitt,Susan Turner,susan turner,,,Unlisted,Unlisted
1,2,Frank Bonner,Jim Hudson,jim hudson,,http://www.nndb.com/people/662/000050512/,White,Male
1,3,Robin Christopher,Vicki,vicki,,,Unlisted,Unlisted
1,4,Jack Woods,Asmodeus,asmodeus,,,Unlisted,Unlisted
1,5,Fritz Leiber,Dr. Arthur Waterman,dr arthur waterman,,http://www.nndb.com/people/037/000047893/,White,Male
553,0,Laurence Fishburne,Captain Miller,captain miller,True,http://www.nndb.com/people/836/000025761/,Black,Male
553,1,Sam Neill,Dr. William Weir,dr william weir,True,http://www.nndb.com/people/814/000024742/,White,Male
553,2,Joely Richardson,Lieutenant Starck,lieutenant starck,False,http://www.nndb.com/people/153/000043024/,White,Female
553,3,Jason Isaacs,D.J.,dj,True,http://www.nndb.com/people/235/000051082/,White,Male
553,4,Sean Pertwee,Smith,smith,True,http://www.nndb.com/people/057/000130664/,White,Male
553,5,Richard T. Jones,Cooper,cooper,False,http://www.nndb.com/people/322/000130929/,Black,Male
553,6,Kathleen Quinlan,Peters,peters,True,http://www.nndb.com/people/904/000043775/,White,Female
553,7,Jack Noseworthy,Ensign Justin,ensign justin,False,http://www.nndb.com/people/457/000131064/,White,Male
553,8,Noah Huntley,Edmund Corrick,edmund corrick,True,,White,Male
553,9,Peter Marinker,Captain John Kilpack,captain john kilpack,True,,White,Male
553,10,Holley Chant,Claire Weir,claire weir,True,,White,Other
553,11,Barclay Wright,Denny Peters,denny peters,False,,White,Male
553,12,Robert Jezek,Rescue Technician,rescue technician,False,,White,Male
878,0,Ving Rhames,Private detective Carruthers,private detective carruthers,,http://www.nndb.com/people/632/000025557/,Black,Male
878,1,Ava Gaudet,Carla,carla,,,Unlisted,Unlisted
878,2,Kristopher Shepard,Marcus,marcus,,,Unlisted,Unlisted
878,3,Richard Dutcher,Martineau,martineau,,,Unlisted,Unlisted
756,0,David Weidoff,Alister,alister,False,,Unlisted,Unlisted
756,1,John Patrick Jordan,Larnell,larnell,True,,Unlisted,Unlisted
756,2,Mitch Eakins,Bachman,bachman,True,,Unlisted,Unlisted
756,3,Brian Lloyd,Brett,brett,True,,Unlisted,Unlisted
756,4,Robin Sydney,Luann,luann,True,,Unlisted,Unlisted
756,5,Kristyn Green,Janet,janet,False,,Unlisted,Unlisted
756,6,Tommy Chong,Jimbo Leary,jimbo leary,True,http://www.nndb.com/people/621/000022555/,Multiracial,Male
756,7,Michelle Mais,the Voice of Eebee,voice of eebee,False,,Unlisted,Unlisted
756,8,Jacob Witkin,Cyril,cyril,False,,White,Male
756,9,Phil Fondacaro,Club Patron,club patron,False,,White,Male
756,10,Tim Thomerson,Jack Deth,jack deth,False,http://www.nndb.com/people/165/000130772/,White,Male
756,11,Bill Moseley,Bong World Patron,bong world patron,False,http://www.nndb.com/people/731/000131338/,White,Male
756,12,Brandi Cunningham,Bong World Dancer,bong world dancer,False,,Unlisted,Unlisted
756,13,Dana Danes,Bong World Dancer,bong world dancer,False,,Unlisted,Unlisted
756,14,Gina-Raye Carter,Bong World Dancer,bong world dancer,False,,Unlisted,Unlisted
756,15,Sonny Carl Davis,Delivery Man,delivery man,False,,Unlisted,Unlisted
756,16,"Sylvester ""Bear"" Terkay",Bouncer,bouncer,False,,Unlisted,Unlisted
756,17,Dale Dymkoski,Male Dancer,male dancer,False,,Unlisted,Unlisted
756,18,Mae LaBorde,Rosemary,rosemary,False,,Unlisted,Unlisted
756,19,John Carl Buechler,,,False,,Unlisted,Unlisted
879,0,John Patrick Jordan,Larnell,larnell,,,Unlisted,Unlisted
879,1,Amy Paffrath,Velicity,velicity,,,Unlisted,Unlisted
879,2,Sonny Davis,Rabbit,rabbit,,,Unlisted,Unlisted
879,3,Brett Chukerman,Alister,alister,,,Unlisted,Unlisted
879,4,Mitch Eakins,Bachman,bachman,,,Unlisted,Unlisted
879,5,Brian Lloyd,Brett,brett,,,Unlisted,Unlisted
879,6,Jacob Witkin,Cyril,cyril,,,White,Male
879,7,Robin Sydney,Luann,luann,,,Unlisted,Unlisted
879,8,Michele Mais,V.O. Eebee,vo eebee,,,Unlisted,Unlisted
879,9,Michael A. Shepard,V.O. King Bong,vo king bong,,,Unlisted,Unlisted
879,10,Ariel X,Poontang Tribe,poontang tribe,,,Unlisted,Unlisted
941,0,Circus-Szalewski,The Voice of The Alien Bong,voice of alien bong,,,Unlisted,Unlisted
941,1,Michelle Mais,The Voice of EeBee,voice of eebee,,,Unlisted,Unlisted
941,2,Irwin Keyes,The Killer,killer,,http://www.nndb.com/people/911/000400708/,White,Male
941,3,Christina DeRosa,Nurse Hookah,nurse hookah,,,Unlisted,Unlisted
941,4,Robin Sydney,Luann,luann,,,Unlisted,Unlisted
941,5,Amy Paffrath,Velicity,velicity,,,Unlisted,Unlisted
941,6,Peter Stickles,Alistair,alistair,,,Unlisted,Unlisted
941,7,Eden Modiano,Devil Chick,devil chick,,,Unlisted,Unlisted
941,8,Dena Kollar,Angel Chick,angel chick,,,Unlisted,Unlisted
941,9,Sonny Carl Davis,Rabbit,rabbit,,,Unlisted,Unlisted
941,10,John Patrick Jordan,Larnell,larnell,,,Unlisted,Unlisted
941,11,Mitch Eakins,Bachman,bachman,,,Unlisted,Unlisted
941,12,Jacob Witkin,Gramps,gramps,,,White,Male
941,13,Brian Lloyd,Brett,brett,,,Unlisted,Unlisted
941,14,Nina Estes,Graffiti Chick,graffiti chick,,,Unlisted,Unlisted
941,15,Tara Spadaro,TV Chick,tv chick,,,Unlisted,Unlisted
1023,0,Jane Levy,Mia Allen,mia allen,True,http://www.nndb.com/people/637/000347593/,White,Female
1023,1,Shiloh Fernandez,David Allen,david allen,True,http://www.nndb.com/people/877/000378740/,White,Male
1023,2,Lou Taylor Pucci,Eric,eric,True,,White,Male
1023,3,Jessica Lucas,Olivia,olivia,True,http://www.nndb.com/people/773/000166275/,Multiracial,Female
1023,4,Elizabeth Blackmore,Natalie,natalie,True,,Unlisted,Unlisted
1023,5,Phoenix Connolly,Teenager,teenager,True,,Unlisted,Unlisted
1023,6,Jim McLarty,Harold,harold,False,,White,Male
1023,7,Sian Davis,Old Woman,old woman,False,,Unlisted,Unlisted
1023,8,Stephen Butterworth,Toothless Redneck,toothless redneck,False,,Unlisted,Unlisted
1023,9,Randal Wilson,Demonic/Abomination Mia,demonic abomination mia,False,,Unlisted,Unlisted
1023,10,Rubert Degas,The Demonic/Abomination Mia,demonic abomination mia,False,,Unlisted,Unlisted
334,0,Bruce Campbell,Ash Williams,ash williams,False,http://www.nndb.com/people/598/000025523/,White,Male
371,0,Miyuki Ono,Nami Tsuchiya,nami tsuchiya,,,Unlisted,Unlisted
371,1,Yuji Honma,Daisuke Muraki,daisuke muraki,,,Unlisted,Unlisted
371,2,Hitomi Kobayashi,Rei Sugiura,rei sugiura,,,Unlisted,Unlisted
371,3,Shinsuke Shimada,the TV producer,tv producer,,,Unlisted,Unlisted
371,4,Aya Katsuragi,Masako Abe,masako abe,,,Unlisted,Unlisted
371,5,Masahiko Abe,Akio Kondou,akio kondou,,,Unlisted,Unlisted
371,6,Eriko Nakagawa,Rya Kawamura,rya kawamura,,,Unlisted,Unlisted
371,7,Mari Shimizu,the voice of Hideki,voice of hideki,,,Unlisted,Unlisted
371,9,Terumi Niki,the voice of Haha no Koe,voice of haha no koe,,,Unlisted,Unlisted
45,0,Ellen Burstyn,Chris MacNeil,chris macneil,False,http://www.nndb.com/people/650/000023581/,White,Female
45,1,Linda Blair,Regan MacNeil,regan macneil,False,http://www.nndb.com/people/796/000022730/,White,Female
45,2,Jason Miller,Father/Dr. Damien Karras,father dr damien karras,False,http://www.nndb.com/people/138/000111802/,White,Male
45,3,Max von Sydow,Father Lankester Merrin,father lankester merrin,True,http://www.nndb.com/people/803/000022737/,White,Male
45,4,Lee J. Cobb,Lieutenant William F. Kinderman,lieutenant william f kinderman,False,http://www.nndb.com/people/525/000051372/,White,Male
45,5,Kitty Winn,Sharon Spencer,sharon spencer,False,,Unlisted,Unlisted
45,6,Jack MacGowran,Burke Dennings,burke dennings,False,http://www.nndb.com/people/785/000161302/,White,Male
45,7,Father William O'Malley,Father Joseph Dyer,father joseph dyer,False,,Unlisted,Unlisted
98,0,Linda Blair,Regan MacNeil,regan macneil,,http://www.nndb.com/people/796/000022730/,White,Female
98,1,Richard Burton,Father Philip Lamont,father philip lamont,,http://www.nndb.com/people/260/000032164/,White,Male
98,2,Kitty Winn,Sharon Spencer,sharon spencer,,,Unlisted,Unlisted
98,3,Louise Fletcher,Dr. Gene Tuskin,dr gene tuskin,,http://www.nndb.com/people/798/000063609/,White,Female
98,4,Max von Sydow,Pater Lancaster Merrin,pater lancaster merrin,,http://www.nndb.com/people/803/000022737/,White,Male
98,5,Paul Henreid,Kardinal,kardinal,,http://www.nndb.com/people/644/000066446/,White,Male
98,6,James Earl Jones,Kokumo,kokumo,,http://www.nndb.com/people/762/000022696/,Black,Male
432,0,George C. Scott,Lt. William F. Kinderman,lt william f kinderman,,http://www.nndb.com/people/025/000022956/,White,Male
432,1,Ed Flanders,Father Dyer,father dyer,,http://www.nndb.com/people/524/000092248/,White,Male
432,2,Nicol Williamson,Father Morning,father morning,,http://www.nndb.com/people/047/000023975/,White,Male
432,3,Jason Miller,Patient X/ Damien Karras,patient x damien karras,,http://www.nndb.com/people/138/000111802/,White,Male
432,4,Brad Dourif,"James Venamun/The ""Gemini Killer""",james venamun gemini killer,,http://www.nndb.com/people/591/000056423/,White,Male
432,5,Scott Wilson,Dr. Temple,dr temple,,http://www.nndb.com/people/155/000132756/,White,Male
432,6,Grand L. Bush,Sgt. Atkins,sgt atkins,,,White,Other
432,7,Nancy Fish,Nurse Allerton,nurse allerton,,,White,Female
432,8,Tracy Thorne,Nurse Amy Keating,nurse amy keating,,,Unlisted,Unlisted
432,9,Barbara Baxley,Shirley,shirley,,http://www.nndb.com/people/292/000173770/,White,Female
653,0,Angelica Lee,"Wong Kar Mun
Cusnithorn Chotiphan as young Mun",wong kar mun cusnithorn chotiphan as young mun,,,Unlisted,Unlisted
653,1,Cusnithorn Chotiphan,young Mun,young mun,,,Unlisted,Unlisted
653,2,Lawrence Chou,Dr. Wah,dr wah,,,Unlisted,Unlisted
653,3,Chutcha Rujinanon,"Chiu Wai-ling
Tassanana Nuntasaree as Ling",chiu wai ling tassanana nuntasaree as ling,,,Unlisted,Unlisted
653,4,Tassanana Nuntasaree,Ling,ling,,,Unlisted,Unlisted
653,5,Damronowiseeatpanich,Ling,ling,,,Unlisted,Unlisted
653,6,So Yat-lai,Yingying,yingying,,,Unlisted,Unlisted
653,7,Candy Lo,Yee,yee,,,Unlisted,Unlisted
653,8,Dampcingcingtrakulsawadee,young Yee,young yee,,,Unlisted,Unlisted
653,9,Ko Yin-ping,Mun's grandmother,muns grandmother,,,Unlisted,Unlisted
653,10,Pierre Png,Dr Eak,dr eak,,,Unlisted,Unlisted
653,11,Edmund Chen,Dr Lo,dr lo,,,Unlisted,Unlisted
191,0,Lauren Tewes,Jane,jane,,http://www.nndb.com/people/154/000111818/,White,Female
575,0,Elijah Wood,Casey Connor,casey connor,,http://www.nndb.com/people/765/000022699/,White,Male
575,1,Josh Hartnett,Zeke Tyler,zeke tyler,,http://www.nndb.com/people/064/000022995/,White,Male
575,2,Jordana Brewster,Delilah Profitt,delilah profitt,,http://www.nndb.com/people/454/000044322/,White,Female
575,3,Clea DuVall,Stokely Mitchell,stokely mitchell,,http://www.nndb.com/people/613/000044481/,White,Female
575,4,Laura Harris,Marybeth Louise Hutchinson,marybeth louise hutchinson,,http://www.nndb.com/people/596/000132200/,White,Female
575,5,Shawn Hatosy,Stan Rosado,stan rosado,,http://www.nndb.com/people/251/000130858/,White,Male
575,6,Robert Patrick,Coach Willis,coach willis,,http://www.nndb.com/people/645/000030555/,White,Male
575,7,Famke Janssen,Miss Burke,miss burke,,http://www.nndb.com/people/778/000025703/,White,Female
575,8,Bebe Neuwirth,Principal Drake,principal drake,,http://www.nndb.com/people/621/000025546/,White,Female
575,9,Piper Laurie,Mrs. Olson,mrs olson,,http://www.nndb.com/people/621/000023552/,White,Female
575,10,Daniel von Bargen,Mr. Tate,mr tate,,http://www.nndb.com/people/203/000281357/,White,Male
575,11,Usher Raymond,Gabe Santora,gabe santora,,,White,Other
575,12,Jon Stewart,Professor Furlong,professor furlong,,http://www.nndb.com/people/222/000022156/,White,Male
575,13,Salma Hayek,Nurse Harper,nurse harper,,http://www.nndb.com/people/258/000024186/,Hispanic,Female
575,14,Susan Willis,Mrs. Brummel,mrs brummel,,,White,Female
575,15,Christopher McDonald,Mr. Connor,mr connor,,http://www.nndb.com/people/100/000131704/,White,Male
575,16,Libby Villari,Mrs. Connor,mrs connor,,,Unlisted,Unlisted
575,17,Danny Masterson,Fuck Up #1,fuck up 1,,http://www.nndb.com/people/194/000024122/,White,Male
575,18,Wiley Wiggins,Fuck Up #2,fuck up 2,,,Unlisted,Unlisted
575,19,Jon Abrahams,"""Fuck You"" Boy",fuck you boy,,http://www.nndb.com/people/140/000132741/,White,Male
575,20,Summer Phoenix,"""Fuck You"" Girl",fuck you girl,,http://www.nndb.com/people/105/000043973/,White,Female
575,21,Pete Janssen,Eddie 'Meat' McIvey,eddie meat mcivey,,,Unlisted,Unlisted
575,22,Harry Knowles,Mr. Knowles,mr knowles,,http://www.nndb.com/people/960/000109633/,White,Male
575,23,Louis Black,Mr. Louis,mr louis,,,Unlisted,Unlisted
575,24,Duane Martin,Police Officer #1,police officer 1,,http://www.nndb.com/people/888/000108564/,Black,Male
575,25,Katherine Willis,Police Officer #2,police officer 2,,,Unlisted,Unlisted
161,0,Dennis Christopher,Eric Binford,eric binford,,http://www.nndb.com/people/539/000110209/,White,Male
161,1,Tim Thomerson,Dr. Jerry Moriarty,dr jerry moriarty,,http://www.nndb.com/people/165/000130772/,White,Male
161,2,Gwynne Gilford,Off. Anne Oshenbull,off anne oshenbull,,http://www.nndb.com/people/675/000352616/,White,Female
161,3,Norman Burton,Marty Berger,marty berger,,,White,Male
161,4,Linda Kerridge,Marilyn O'Connor,marilyn oconnor,,,Unlisted,Unlisted
161,5,Morgan Paull,Gary Bially,gary bially,,http://www.nndb.com/people/374/000353312/,White,Male
161,6,James Luisi,Capt. M. L. Gallagher,capt m l gallagher,,,White,Male
335,0,Dennis Chrstopher,Damon,damon,,,Unlisted,Unlisted
335,1,Martin Hewitt,Michael,michael,,http://www.nndb.com/people/136/000160653/,White,Male
335,2,Lynn-Holly Johnson,Samantha,samantha,,http://www.nndb.com/people/786/000353724/,White,Female
335,3,Luis Prendes,Dr. W. Tracer,dr w tracer,,,Unlisted,Unlisted
1187,0,Nora Yessayan,Nora,nora,,,Unlisted,Unlisted
1187,1,Alec Gaylord,Alec,alec,,,Unlisted,Unlisted
1187,2,Ken Volok,Landlord,landlord,,,Unlisted,Unlisted
1187,3,Rob Tisdale,Andrew,andrew,,,Unlisted,Unlisted
1187,4,Kelly Mis,Ashley,ashley,,,Unlisted,Unlisted
804,0,"Wraparound
Nicole Garcia",Le Femme,le femme,,,Unlisted,Unlisted
804,1,Nicole Garcia,Le Femme,le femme,,,Unlisted,Unlisted
804,2,"1st segment
Christian Hincker",L'homme Aux Chiens,lhomme aux chiens,,,Unlisted,Unlisted
804,3,Christian Hincker,L'homme Aux Chiens,lhomme aux chiens,,,Unlisted,Unlisted
804,4,Lino Hincker,L'enfant,lenfant,,,Unlisted,Unlisted
804,5,"2nd segment
Guillaume Depardieu","Eric
Aure Atika as Laura
Brigitte Sy as Mere de Eric",eric aure atika as laura brigitte sy as mere de eric,,,Unlisted,Unlisted
804,6,Guillaume Depardieu,Eric,eric,,,Unlisted,Unlisted
804,7,Aure Atika,Laura,laura,,,Unlisted,Unlisted
804,8,Brigitte Sy,Mere de Eric,mere de eric,,,Unlisted,Unlisted
804,9,Sarah-Laure Estragnat,Fille 1,fille 1,,,Unlisted,Unlisted
804,10,Amélie Lerma,Fille 2,fille 2,,,Unlisted,Unlisted
804,11,Gil Alma,L'acteur Cinema,lacteur cinema,,,Unlisted,Unlisted
804,12,Charlotte Vermeil,L'actrice Cinema,lactrice cinema,,,Unlisted,Unlisted
804,13,"3rd segment
Louisa Pili","Ayakawa Sumako
Amaury Smets as Michio
Melaura Honnay as Rieko
Adriana Piasek-Wanski as Tomoko
Christian Hecq as Le Samourai / Le Docteur",ayakawa sumako amaury smets as michio melaura honnay as rieko adriana piasek wanski as tomoko christian hecq as le samourai le docteur,,,Unlisted,Unlisted
804,14,Louisa Pili,Ayakawa Sumako,ayakawa sumako,,,Unlisted,Unlisted
804,15,Amaury Smets,Michio,michio,,,Unlisted,Unlisted
804,16,Melaura Honnay,Rieko,rieko,,,Unlisted,Unlisted
804,17,Adriana Piasek-Wanski,Tomoko,tomoko,,,Unlisted,Unlisted
804,18,Christian Hecq,Le Samourai / Le Docteur,le samourai le docteur,,,Unlisted,Unlisted
804,19,François Creton,L'instituteur,linstituteur,,,Unlisted,Unlisted
804,20,Florence Maury,Mere de Sumako / 6 Yeux,mere de sumako 6 yeux,,,Unlisted,Unlisted
804,21,"4th segment
Arthur H",La Narrateur,la narrateur,,,Unlisted,Unlisted
804,22,Arthur H,La Narrateur,la narrateur,,http://www.nndb.com/people/496/000082250/,White,Male
