Horror Wiki Index,char index,Stripped Title,Year,character
374,4,halloween 4 return of michael myers,1988,Shelly Matthews
374,5,halloween 4 return of michael myers,1988,Sundae the Dog
374,6,halloween 4 return of michael myers,1988,Bucky
374,7,halloween 4 return of michael myers,1988,Deputy Pierce
374,8,halloween 4 return of michael myers,1988,2 Police Officers
374,9,halloween 4 return of michael myers,1988,Ted Hollister
374,10,halloween 4 return of michael myers,1988,Deputy Logan
374,11,halloween 4 return of michael myers,1988,Kelly Meeker
374,12,halloween 4 return of michael myers,1988,Brady
374,13,halloween 4 return of michael myers,1988,Orrin Gateway
374,14,halloween 4 return of michael myers,1988,Big Al Gateway
374,15,halloween 4 return of michael myers,1988,Unger
374,16,halloween 4 return of michael myers,1988,Earl Ford
404,0,halloween 5 revenge of michael myers,1989,Mountain Man
404,1,halloween 5 revenge of michael myers,1989,Rachel Carruthers
404,2,halloween 5 revenge of michael myers,1989,Mike
404,3,halloween 5 revenge of michael myers,1989,Spitz
404,4,halloween 5 revenge of michael myers,1989,Samantha Thomas
404,5,halloween 5 revenge of michael myers,1989,Deputy Nick Ross
404,6,halloween 5 revenge of michael myers,1989,Deputy Tom Farrah
404,7,halloween 5 revenge of michael myers,1989,Tina Williams
404,8,halloween 5 revenge of michael myers,1989,Deputy Eddy Grey
404,9,halloween 5 revenge of michael myers,1989,Deputy Charlie Bloch
404,10,halloween 5 revenge of michael myers,1989,Dr. Max Hart
404,11,halloween 5 revenge of michael myers,1989,Nurse Patsey West
404,12,halloween 5 revenge of michael myers,1989,Max the Dog
404,13,halloween 5 revenge of michael myers,1989,Sheriff Ben Meeker
404,14,halloween 5 revenge of michael myers,1989,6 Police Officers
404,15,halloween 5 revenge of michael myers,1989,Deputy Tony
522,0,halloween curse of michael myers,1995,Nurse Mary
522,1,halloween curse of michael myers,1995,Motorist
522,2,halloween curse of michael myers,1995,Jamie Lloyd
522,3,halloween curse of michael myers,1995,Debra Strode
522,4,halloween curse of michael myers,1995,John Strode
522,5,halloween curse of michael myers,1995,Barry Simms
522,6,halloween curse of michael myers,1995,Tim Strode
522,7,halloween curse of michael myers,1995,Beth
522,8,halloween curse of michael myers,1995,Sanitarium Patient
522,9,halloween curse of michael myers,1995,Dr. Bonham
522,10,halloween curse of michael myers,1995,Dawn Thompson
522,11,halloween curse of michael myers,1995,Mrs. Blankenship
522,12,halloween curse of michael myers,1995,4 Cult Doctors
522,13,halloween curse of michael myers,1995,The Entire Thorn Cult
522,14,halloween curse of michael myers,1995,Dr. Terence Wynn
522,15,halloween curse of michael myers,1995,Cult Doctor
577,0,halloween h20 20 years later,1998,Dr. Samuel Loomis
577,1,halloween h20 20 years later,1998,Jimmy Howell
577,2,halloween h20 20 years later,1998,Tony Allegre
577,3,halloween h20 20 years later,1998,Marion Whittington
577,4,halloween h20 20 years later,1998,Charles Deveraux
577,5,halloween h20 20 years later,1998,Sarah Wainthrope
577,6,halloween h20 20 years later,1998,Will Brennan
577,7,halloween h20 20 years later,1998,Paramedic
883,0,halloween ii,2009,Kristen Parker
883,1,halloween ii,2009,Coroner Alan Hooks
883,2,halloween ii,2009,Coroner Gary Scott
883,3,halloween ii,2009,Nurse Octavia Daniels
883,4,halloween ii,2009,Nurse
883,5,halloween ii,2009,Multiple Hospital Staff Patients
883,6,halloween ii,2009,Buddy
883,7,halloween ii,2009,Floyd Benny
883,8,halloween ii,2009,Sherman Benny
883,9,halloween ii,2009,Jazlean Benny
883,10,halloween ii,2009,Ivan (Dog)
883,11,halloween ii,2009,Howard Boggs
883,12,halloween ii,2009,Lou Martini
883,13,halloween ii,2009,Misty Dawn
883,14,halloween ii,2009,Wolfie
883,15,halloween ii,2009,Harley David
883,16,halloween ii,2009,Deputy Andy Neale
883,17,halloween ii,2009,Annie Brackett
883,18,halloween ii,2009,Mya Rockwell
883,19,halloween ii,2009,Becks
883,20,halloween ii,2009,Dr.Samuel Loomis
883,21,halloween ii,2009,
883,22,halloween ii,2009,Angel Myers/Laurie Strode
198,0,halloween ii,1981,Alice Martin
198,1,halloween ii,1981,Ben Tramer
198,2,halloween ii,1981,Bernard Garrett
198,3,halloween ii,1981,Budd Scarlotti
198,4,halloween ii,1981,Nurse Karen Bailey
198,5,halloween ii,1981,Dr. Frederick Mixter
198,6,halloween ii,1981,Nurse Janet Marshall
198,7,halloween ii,1981,Nurse Virginia Alves
198,8,halloween ii,1981,Nurse Jill Franco
198,9,halloween ii,1981,Terrence Gummell
227,0,halloween iii season of witch,1982,Silver Shamrock Henchman
227,1,halloween iii season of witch,1982,Harry Grimbridge
227,2,halloween iii season of witch,1982,Silver Shamrock Hecnchman
227,3,halloween iii season of witch,1982,Starker
227,4,halloween iii season of witch,1982,Marge Guttman
227,5,halloween iii season of witch,1982,Silver Shamrock Henchman
227,6,halloween iii season of witch,1982,Buddy Kupfer Jr.
227,7,halloween iii season of witch,1982,Betty Kupfer
227,8,halloween iii season of witch,1982,Buddy Kupfer
227,9,halloween iii season of witch,1982,Coroner Teddy
227,10,halloween iii season of witch,1982,16 Silver Shamrock Henchmens
227,11,halloween iii season of witch,1982,Conal Cochran
227,12,halloween iii season of witch,1982,Ellie Grimbridge
227,13,halloween iii season of witch,1982,Ellie Grimbridge Android
656,0,halloween resurrection,2002,Franklin Munroe
656,1,halloween resurrection,2002,Willie Haines
656,2,halloween resurrection,2002,Laurie Strode
656,3,halloween resurrection,2002,Charley Albans
656,4,halloween resurrection,2002,Bill Woodlake
656,5,halloween resurrection,2002,Donna Chang
656,6,halloween resurrection,2002,Jenna Danzig
656,7,halloween resurrection,2002,Jim Morgan
656,8,halloween resurrection,2002,Rudy Grimms
656,9,halloween resurrection,2002,Nora Winston
656,10,halloween resurrection,2002,Nurse
306,0,henry portrait of a serial killer,1986,Women #1
306,1,henry portrait of a serial killer,1986,Store Clerk
306,2,henry portrait of a serial killer,1986,Store Clerk
306,3,henry portrait of a serial killer,1986,Women #2
306,4,henry portrait of a serial killer,1986,Women #3
306,5,henry portrait of a serial killer,1986,Women #4
306,6,henry portrait of a serial killer,1986,Hooker #1
306,7,henry portrait of a serial killer,1986,Hooker #2
306,8,henry portrait of a serial killer,1986,TV salesman
306,9,henry portrait of a serial killer,1986,Murdered Family - Son
306,10,henry portrait of a serial killer,1986,Murdered Family - Wife
306,11,henry portrait of a serial killer,1986,Murdered Family - Husband
306,12,henry portrait of a serial killer,1986,Shooting Victim
306,13,henry portrait of a serial killer,1986,Otis
306,14,henry portrait of a serial killer,1986,Becky
760,0,hills have eyes,2006,Beauty (Dog)
760,1,hills have eyes,2006,Fred
760,2,hills have eyes,2006,Bob Carter
760,3,hills have eyes,2006,Ethel Carter
760,4,hills have eyes,2006,Lynn Carter-Bukowski
760,5,hills have eyes,2006,Goggle
760,6,hills have eyes,2006,Pluto
760,7,hills have eyes,2006,Cyst
760,8,hills have eyes,2006,Big Brain
760,9,hills have eyes,2006,Lizard
760,10,hills have eyes,2006,Ruby
760,11,hills have eyes,2006,Papa Jupiter
825,0,hills have eyes 2,2007,Mutant Baby
825,1,hills have eyes 2,2007,Pregnant Woman
825,2,hills have eyes 2,2007,Doctor Han
825,3,hills have eyes 2,2007,Doctor Paul Foster
825,4,hills have eyes 2,2007,Doctor Wilson
825,5,hills have eyes 2,2007,Private Mickey Elrod
825,6,hills have eyes 2,2007,Sergeant Jeffrey Millstone
825,7,hills have eyes 2,2007,"Corporal ""Spitter"" Cole"
825,8,hills have eyes 2,2007,Colonel Lincoln Redding
825,9,hills have eyes 2,2007,Stabber
825,10,hills have eyes 2,2007,"Private ""Stump"" Locke"
825,11,hills have eyes 2,2007,Chameleon
825,12,hills have eyes 2,2007,Grabber
825,13,hills have eyes 2,2007,Private Delmar Reed
825,14,hills have eyes 2,2007,"Private ""Crank"" Medina"
825,15,hills have eyes 2,2007,Letch
825,16,hills have eyes 2,2007,Papa Hades
307,0,hitcher,1986,Four family members
307,1,hitcher,1986,Man and Woman
307,2,hitcher,1986,Sergeant Starr
307,3,hitcher,1986,Trooper Donner
307,4,hitcher,1986,Trooper Hapscomb
307,5,hitcher,1986,Trooper Prestone
307,6,hitcher,1986,Trooper Conners
307,7,hitcher,1986,3 Cops
307,8,hitcher,1986,Deputy sheriffs
307,9,hitcher,1986,The Pilot and Gunman
307,10,hitcher,1986,3 cops
307,11,hitcher,1986,Nash
307,12,hitcher,1986,State Trooper
307,13,hitcher,1986,Bus driver
307,14,hitcher,1986,John Ryder
808,0,hostel part ii,2007,Paxton
808,1,hostel part ii,2007,Lorna
808,2,hostel part ii,2007,Bubblegum gang member
808,3,hostel part ii,2007,Several escapees of the EHC
808,4,hostel part ii,2007,Todd
808,5,hostel part ii,2007,EHC Victim
808,6,hostel part ii,2007,Miroslav
808,7,hostel part ii,2007,Whitney Swerling
808,8,hostel part ii,2007,Stuart
808,9,hostel part ii,2007,Axelle
730,0,house of wax,2005,Alternate Opening Victim Woman
730,1,house of wax,2005,Wade
730,2,house of wax,2005,Dalton
730,3,house of wax,2005,Blake
730,4,house of wax,2005,Paige
730,5,house of wax,2005,Bo Sinclair
730,6,house of wax,2005,Vincent Sinclair
915,0,i spit on your grave,2010,Earl
915,1,i spit on your grave,2010,Andy
915,2,i spit on your grave,2010,Stanley
915,3,i spit on your grave,2010,Johnny
915,4,i spit on your grave,2010,Sheriff Storch
915,5,i spit on your grave,2010,Matthew
916,0,insidious,2010,Elise Rainier
557,0,jack frost,1997,"Harv, the Guard"
557,1,jack frost,1997,Second Driver
557,2,jack frost,1997,Tanker Driver
557,3,jack frost,1997,Jack Frost
557,4,jack frost,1997,Old Man Harper
557,5,jack frost,1997,Billy Metzner
557,6,jack frost,1997,Jake Metzner
557,7,jack frost,1997,Sally
557,8,jack frost,1997,Deputy Pullman
557,9,jack frost,1997,Tommy
557,10,jack frost,1997,Jill Metzner
557,11,jack frost,1997,Stone
495,0,jason goes to hell final friday,1993,Coroner Phil
495,1,jason goes to hell final friday,1993,Coroner 2
495,2,jason goes to hell final friday,1993,FBI Agent 1
495,3,jason goes to hell final friday,1993,FBI Agent 2
495,4,jason goes to hell final friday,1993,Alexis Peterson
495,5,jason goes to hell final friday,1993,Deborah Caldwell
495,6,jason goes to hell final friday,1993,Luke McCabey
495,7,jason goes to hell final friday,1993,Edna
495,8,jason goes to hell final friday,1993,Deputy Josh
495,9,jason goes to hell final friday,1993,Diana Kimble
495,10,jason goes to hell final friday,1993,Robert Campbell
495,11,jason goes to hell final friday,1993,Officer Ryan
495,12,jason goes to hell final friday,1993,"Officer Mark, Officer Brian"
495,13,jason goes to hell final friday,1993,Ward
495,14,jason goes to hell final friday,1993,Diner Patron (Plaid)
495,15,jason goes to hell final friday,1993,Diner Patron (Blue)
495,16,jason goes to hell final friday,1993,Shelby
495,17,jason goes to hell final friday,1993,Joey B.
495,18,jason goes to hell final friday,1993,Vicki
495,19,jason goes to hell final friday,1993,Officer Randy
495,20,jason goes to hell final friday,1993,Sheriff Landis
495,21,jason goes to hell final friday,1993,Jason Voorhees
632,0,jason x,2001,Private Johnson
632,1,jason x,2001,Guard 1
632,2,jason x,2001,Guard 2
632,3,jason x,2001,Guard 3
632,4,jason x,2001,Guard 4
632,5,jason x,2001,Dr.Whimmer
632,6,jason x,2001,Sgt.Marcus
632,7,jason x,2001,Adrienne
632,8,jason x,2001,Stoney
632,9,jason x,2001,Azrael
632,10,jason x,2001,Dallas
632,11,jason x,2001,Sven
632,12,jason x,2001,Condor
632,13,jason x,2001,Geko
632,14,jason x,2001,Kicker
632,15,jason x,2001,Briggs
632,16,jason x,2001,Fat Lou
632,17,jason x,2001,Professor Lowe
632,18,jason x,2001,Crutch
632,19,jason x,2001,Kinsa
632,20,jason x,2001,Waylander
632,21,jason x,2001,Janessa
632,22,jason x,2001,Sgt.Brodski
632,23,jason x,2001,Jason Voorhees
119,0,jaws 2,1978,Unnamed Scuba Diver
119,1,jaws 2,1978,Unnamed Scuba Diver
119,2,jaws 2,1978,Terry
119,3,jaws 2,1978,Diane
119,4,jaws 2,1978,Orca (Killer Whale)
119,5,jaws 2,1978,"Eddie ""Edward"" Marchand"
119,6,jaws 2,1978,Harbor Patrol Pilot
119,7,jaws 2,1978,Marge
119,8,jaws 2,1978,Brucette (Shark)
250,0,jaws 3 d,1983,Fish
250,1,jaws 3 d,1983,Shelby Overman
250,2,jaws 3 d,1983,Randy
250,3,jaws 3 d,1983,Ed
250,4,jaws 3 d,1983,Danny
250,5,jaws 3 d,1983,"Philip ""Phil"" FitzRoyce"
250,6,jaws 3 d,1983,Fred
250,7,jaws 3 d,1983,Brucetta (Shark)
340,0,jaws revenge,1987,Martin Brody
340,1,jaws revenge,1987,Sean Brody
340,2,jaws revenge,1987,Mrs. Ferguson
340,3,jaws revenge,1987,Jake
340,4,jaws revenge,1987,Vengeance (Shark)
378,0,killer klowns from outer space,1988,Pooh Bear
378,1,killer klowns from outer space,1988,Farmer Gene Green
378,2,killer klowns from outer space,1988,Joe Lombardo
378,3,killer klowns from outer space,1988,Bob McReed
378,4,killer klowns from outer space,1988,Mom #1
378,5,killer klowns from outer space,1988,Mom #2
378,6,killer klowns from outer space,1988,Little Girl
378,7,killer klowns from outer space,1988,Mrs. Franco
378,8,killer klowns from outer space,1988,Slug
378,9,killer klowns from outer space,1988,Mr. Myers
378,10,killer klowns from outer space,1988,Motorist
378,11,killer klowns from outer space,1988,Janitor
378,12,killer klowns from outer space,1988,5 unnamed people
378,13,killer klowns from outer space,1988,Deputy Curtis Mooney
378,14,killer klowns from outer space,1988,Punk #1 and Punk #2
378,15,killer klowns from outer space,1988,Jumbo
378,16,killer klowns from outer space,1988,Many unnamed people
378,17,killer klowns from outer space,1988,Unnamed Person
378,18,killer klowns from outer space,1988,Amusement Park Security Guard
378,19,killer klowns from outer space,1988,8 unnamed people
378,20,killer klowns from outer space,1988,Boco
378,21,killer klowns from outer space,1988,Female Killer Klown
378,22,killer klowns from outer space,1988,Fatso
378,23,killer klowns from outer space,1988,Jojo the Klownzilla
378,24,killer klowns from outer space,1988,"Mojo, Joe, Bibbo, Spikey, Magori, Chubby, Rudy, Shorty, Slam, Frank, Tiny"
1089,0,lazarus effect,2015,Zoe
1089,1,lazarus effect,2015,Niko
1089,2,lazarus effect,2015,Clay
1089,3,lazarus effect,2015,Frank
1089,4,lazarus effect,2015,Eva
1144,0,leatherface film,2017,Blake
1144,1,leatherface film,2017,Betty Hartman
1144,2,leatherface film,2017,Nurse
1144,3,leatherface film,2017,Orderly
1144,4,leatherface film,2017,Orderly
1144,5,leatherface film,2017,Female Patient
1144,6,leatherface film,2017,Dr. Lang
1144,7,leatherface film,2017,Nurse
1144,8,leatherface film,2017,Insane Asylum Patient
1144,9,leatherface film,2017,Orderly
1144,10,leatherface film,2017,Male Diner Customer
1144,11,leatherface film,2017,Male Diner Customer
1144,12,leatherface film,2017,Male Diner Customer
1144,13,leatherface film,2017,Tammy
1144,14,leatherface film,2017,"Isaac ""Ike"""
1144,15,leatherface film,2017,Clarice
1144,16,leatherface film,2017,Bud
1144,17,leatherface film,2017,Deputy
1144,18,leatherface film,2017,Deputy Sorells
1144,19,leatherface film,2017,Texas Ranger Hal Hartman
1144,20,leatherface film,2017,"Nurse Elizabeth ""Lizzy"" White"
438,0,leatherface texas chainsaw massacre iii,1990,W.E. Sawyer
438,1,leatherface texas chainsaw massacre iii,1990,Sally Hardesty Enright
438,2,leatherface texas chainsaw massacre iii,1990,Gina
438,3,leatherface texas chainsaw massacre iii,1990,Sara
438,4,leatherface texas chainsaw massacre iii,1990,Ryan McArther
438,5,leatherface texas chainsaw massacre iii,1990,Mamma Sawyer
438,6,leatherface texas chainsaw massacre iii,1990,"""Tech/Tinker"" Sawyer"
438,7,leatherface texas chainsaw massacre iii,1990,"Eddie ""Tex"" Sawyer"
438,8,leatherface texas chainsaw massacre iii,1990,Benny
438,9,leatherface texas chainsaw massacre iii,1990,Alfredo Sawyer
169,0,maniac,1980,Beach girl
169,1,maniac,1980,Beach boy
169,2,maniac,1980,Hooker
169,3,maniac,1980,Disco boy
169,4,maniac,1980,Disco girl
169,5,maniac,1980,Rita
169,6,maniac,1980,Frank Zito
169,7,maniac,1980,Carmen Zito
660,0,may,2002,Lupe
660,1,may,2002,Blank
660,2,may,2002,Polly
660,3,may,2002,Ambrosia
660,4,may,2002,Hoop
660,5,may,2002,Adam Stubbs
634,0,mermaid chronicles part 1 she creature,2001,Old Woman
634,1,mermaid chronicles part 1 she creature,2001,Mr. Woolrich
634,2,mermaid chronicles part 1 she creature,2001,Bailey
634,3,mermaid chronicles part 1 she creature,2001,Russian Eddie
634,4,mermaid chronicles part 1 she creature,2001,Miles
634,5,mermaid chronicles part 1 she creature,2001,Sailor
634,6,mermaid chronicles part 1 she creature,2001,Unnamed Person
634,7,mermaid chronicles part 1 she creature,2001,Unnamed Person
634,8,mermaid chronicles part 1 she creature,2001,Unnamed Person
634,9,mermaid chronicles part 1 she creature,2001,Unnamed Person
634,10,mermaid chronicles part 1 she creature,2001,Unnamed Person
634,11,mermaid chronicles part 1 she creature,2001,Gifford
634,12,mermaid chronicles part 1 she creature,2001,Angus
15,0,night of dark shadows,1971,Films  •  Characters  •  Cast  •  Images
382,0,night of demons,1988,Suzanne
382,1,night of demons,1988,Stooge
382,2,night of demons,1988,Helen
382,3,night of demons,1988,Jay Jansen
382,4,night of demons,1988,Frannie
382,5,night of demons,1988,Max
382,6,night of demons,1988,Sal Romero
382,7,night of demons,1988,Angela Franklin
382,8,night of demons,1988,Old Man
921,0,paranormal activity 2,2010,Daniel Rey
921,1,paranormal activity 2,2010,Kristi Rey
951,0,paranormal activity 3,2011,Julie
951,1,paranormal activity 3,2011,Dennis
1060,0,paranormal activity marked ones,2014,Anna
1060,1,paranormal activity marked ones,2014,Oscar
1060,2,paranormal activity marked ones,2014,Irma Arista
1060,3,paranormal activity marked ones,2014,Santo
1060,4,paranormal activity marked ones,2014,Arturo Lopez
1060,5,paranormal activity marked ones,2014,Marisol
1060,6,paranormal activity marked ones,2014,Hector Estrella
598,0,rage carrie 2,1999,Lisa Parker
598,1,rage carrie 2,1999,Chuck Potter
598,2,rage carrie 2,1999,Unknown Guy
598,3,rage carrie 2,1999,Various people
598,4,rage carrie 2,1999,Brad Winters
598,5,rage carrie 2,1999,Sue Snell
598,6,rage carrie 2,1999,Debra Meschan
598,7,rage carrie 2,1999,Various People
598,8,rage carrie 2,1999,Monica Jones
598,9,rage carrie 2,1999,Eric Stark
598,10,rage carrie 2,1999,Mark Bing
598,11,rage carrie 2,1999,Tracy Campbell
598,12,rage carrie 2,1999,Rachel Lang
817,0,return to house on haunted hill,2007,Sara Wolfe
817,1,return to house on haunted hill,2007,Warren Jackson
817,2,return to house on haunted hill,2007,Harue
817,3,return to house on haunted hill,2007,Norris Boz
817,4,return to house on haunted hill,2007,Samuel
817,5,return to house on haunted hill,2007,Kyle
817,6,return to house on haunted hill,2007,Michelle
817,7,return to house on haunted hill,2007,Desmond Niles
817,8,return to house on haunted hill,2007,Dr. Richard Hammer
817,9,return to house on haunted hill,2007,Ghost Dr. Richard B. Vannacutt & The Ghosts
662,0,rose red,2002,Kevin Bollinger
662,1,rose red,2002,Pam Asbury
662,2,rose red,2002,"Victor ""Vic"" Kandinsky"
662,3,rose red,2002,Nick Hardaway
662,4,rose red,2002,Dr. Carl Miller
662,5,rose red,2002,Kay Waterman
662,6,rose red,2002,Dr. Joyce Reardon
637,0,route 666,2001,"John La Roca, Miles Hackman, Steve Pikowski, and Frank Slater"
637,1,route 666,2001,Benny
637,2,route 666,2001,Joe
637,3,route 666,2001,Nick
637,4,route 666,2001,Mary
637,5,route 666,2001,Deputy Gil Conaway
637,6,route 666,2001,PT
637,7,route 666,2001,Deputy Tim Conaway
637,8,route 666,2001,Sheriff Bob Conaway
855,0,ruins,2008,Henreich and his colleague
855,1,ruins,2008,Mayan Child
855,2,ruins,2008,Mathias
855,3,ruins,2008,Eric
855,4,ruins,2008,Stacy
855,5,ruins,2008,Jeff
855,6,ruins,2008,Amy (Implied in original cut/confirmed in alternative cut)
623,0,scary movie,2000,David Keegan
623,1,scary movie,2000,Drew Decker
623,2,scary movie,2000,Annoying Guy
623,3,scary movie,2000,Greg Phillipe
623,4,scary movie,2000,Cindy's Grandma
623,5,scary movie,2000,Buffy Gilmore
623,6,scary movie,2000,Teacher
623,7,scary movie,2000,Heather's Boyfriend
623,8,scary movie,2000,Heather
623,9,scary movie,2000,Kenny
623,10,scary movie,2000,Brenda Meeks
623,11,scary movie,2000,Tina
623,12,scary movie,2000,Dookie
623,13,scary movie,2000,5 Stoners
623,14,scary movie,2000,Shorty Meeks
623,15,scary movie,2000,Bobby Prinze
623,16,scary movie,2000,Ray Wilkins
638,0,scary movie 2,2001,Megan Voorhees
638,1,scary movie 2,2001,Male and Female Student
638,2,scary movie 2,2001,Professor Oldman
638,3,scary movie 2,2001,Alex Monday
638,4,scary movie 2,2001,Hugh Kane's Ghost
638,5,scary movie 2,2001,Hanson
677,0,scary movie 3,2003,Tabitha
677,1,scary movie 3,2003,Tabitha's Mother
677,2,scary movie 3,2003,Annie Logan
677,3,scary movie 3,2003,Katie
677,4,scary movie 3,2003,Becca
677,5,scary movie 3,2003,Simon Cowell
677,6,scary movie 3,2003,Brenda Meeks
677,7,scary movie 3,2003,Michael Jackson
677,8,scary movie 3,2003,Gangsters
677,9,scary movie 3,2003,Tabitha (Ghost)
677,10,scary movie 3,2003,Cody Keller
678,0,shredder,2003,Chad Charnley
678,1,shredder,2003,Shelly's Sister
678,2,shredder,2003,Sheriff Toney
678,3,shredder,2003,Kirk Armstrong
678,4,shredder,2003,Robyn Van Arx
678,5,shredder,2003,Shelly's Mother
678,6,shredder,2003,Christophe 'Chris' Ramos
678,7,shredder,2003,Skyler
678,8,shredder,2003,Christophe's Friend
678,9,shredder,2003,Christophe's Friend
678,10,shredder,2003,Christophe's Friend
678,11,shredder,2003,Kimberly Van Arx
678,12,shredder,2003,Buddy 'Bud' Williams
678,13,shredder,2003,Snow Blower Driver
678,14,shredder,2003,Evil Skier / Shelly Williams
771,0,silent hill,2006,Alessa Gillespie
771,1,silent hill,2006,Nurse Garland
771,2,silent hill,2006,Collin the janitor
771,3,silent hill,2006,Armless Man
771,4,silent hill,2006,Older Soldier
771,5,silent hill,2006,Older Soldier
771,6,silent hill,2006,Anna
771,7,silent hill,2006,Dark Nurse
771,8,silent hill,2006,Dark Nurse
771,9,silent hill,2006,Dark Nurse
771,10,silent hill,2006,Cybil Bennet
771,11,silent hill,2006,Cristabella
771,12,silent hill,2006,Adam
771,13,silent hill,2006,Cultist
1000,0,silent hill revelation,2012,Douglas Cartland
1000,1,silent hill revelation,2012,Man
1000,2,silent hill revelation,2012,Mannequin
1000,3,silent hill revelation,2012,Girl
1000,4,silent hill revelation,2012,Suki Marks
1000,5,silent hill revelation,2012,Zombie Monster
1000,6,silent hill revelation,2012,Leonard Wolf
1000,7,silent hill revelation,2012,Asylum Inmate
1000,8,silent hill revelation,2012,Asylum Inmate
1000,9,silent hill revelation,2012,Asylum Inmate
1000,10,silent hill revelation,2012,Asylum Inmate
1000,11,silent hill revelation,2012,Brethren Member
1000,12,silent hill revelation,2012,Brethren Member
1000,13,silent hill revelation,2012,Brethren Member
1000,14,silent hill revelation,2012,Brethren Members
1000,15,silent hill revelation,2012,Alessa Gillespie
1000,16,silent hill revelation,2012,Claudia Wolf
601,0,sleepy hollow,1999,Hessian
601,1,sleepy hollow,1999,Dirk Van Garrett
601,2,sleepy hollow,1999,Van Ripper
601,3,sleepy hollow,1999,Hessian
601,4,sleepy hollow,1999,Hessian
601,5,sleepy hollow,1999,Hessian
601,6,sleepy hollow,1999,Hessian
601,7,sleepy hollow,1999,Hessian
601,8,sleepy hollow,1999,Hessian
601,9,sleepy hollow,1999,Hessian
601,10,sleepy hollow,1999,Hessian
601,11,sleepy hollow,1999,Hessian
601,12,sleepy hollow,1999,Hessian
601,13,sleepy hollow,1999,Hessian
601,14,sleepy hollow,1999,Hessian Horseman
601,15,sleepy hollow,1999,Jonathan Masbath
601,16,sleepy hollow,1999,Lady Crane
601,17,sleepy hollow,1999,Magistrate Philipse
601,18,sleepy hollow,1999,Witch
601,19,sleepy hollow,1999,Killian
601,20,sleepy hollow,1999,Beth Killian
601,21,sleepy hollow,1999,Thomas Killian
601,22,sleepy hollow,1999,Brom Van Brunt
601,23,sleepy hollow,1999,Doctor´s Wife
601,24,sleepy hollow,1999,Doctor Lancaster
601,25,sleepy hollow,1999,Reverend Steenwyck
601,26,sleepy hollow,1999,Baltus Van Tassel
601,27,sleepy hollow,1999,Sarah
601,28,sleepy hollow,1999,Witch
601,29,sleepy hollow,1999,Lady Van Tassel
318,0,sorority house massacre,1986,Beth's Father
318,1,sorority house massacre,1986,Beth's Mother
318,2,sorority house massacre,1986,Hospital Orderly
318,3,sorority house massacre,1986,Hardware shop Owner
318,4,sorority house massacre,1986,Andy
318,5,sorority house massacre,1986,Tracy
318,6,sorority house massacre,1986,John
318,7,sorority house massacre,1986,Craig
318,8,sorority house massacre,1986,Sara
318,9,sorority house massacre,1986,Linda
318,10,sorority house massacre,1986,Bobby
448,0,sorority house massacre 2,1990,Janey
448,1,sorority house massacre 2,1990,Suzanne
448,2,sorority house massacre 2,1990,Kimberly
448,3,sorority house massacre 2,1990,Jessica
448,4,sorority house massacre 2,1990,Linda
448,5,sorority house massacre 2,1990,Orville Ketchum
896,0,sorority row,2009,Megan Blaire
896,1,sorority row,2009,Dr.Rosenberg
896,2,sorority row,2009,"Charlene ""Chugs"" Bradley"
896,3,sorority row,2009,Joanna
896,4,sorority row,2009,Mickey Donaldson
896,5,sorority row,2009,Claire Wen
896,6,sorority row,2009,Mrs. Crenshaw
896,7,sorority row,2009,Kyle Tyson
896,8,sorority row,2009,Jessica Pierson
896,9,sorority row,2009,Andy Richards
450,0,stephen kings it,1990,Laurie Ann
450,1,stephen kings it,1990,Georgie Denbrough
450,2,stephen kings it,1990,"Victor ""Vic"" Criss"
450,3,stephen kings it,1990,"Reginald ""Belch"" Higgins"
450,4,stephen kings it,1990,Stanley Uris
450,5,stephen kings it,1990,Alvin Marsh
450,6,stephen kings it,1990,Koontz
450,7,stephen kings it,1990,Henry Bowers
450,8,stephen kings it,1990,"Edward ""Eddie"" Kaspbrak"
450,9,stephen kings it,1990,Pennywise
179,0,terror train,1980,Ed
179,1,terror train,1980,Jackson
179,2,terror train,1980,Mitchy
179,3,terror train,1980,Mo
179,4,terror train,1980,Doc Manley
179,5,terror train,1980,Magician
179,6,terror train,1980,Guard
179,7,terror train,1980,Kenny Hampson
68,0,texas chain saw massacre,1974,Mr Hardesty Enright
68,1,texas chain saw massacre,1974,Mrs Hardesty Enright
68,2,texas chain saw massacre,1974,"Kirkland ""Kirk"""
68,3,texas chain saw massacre,1974,"Pamela ""Pam"""
68,4,texas chain saw massacre,1974,Police 10
68,5,texas chain saw massacre,1974,Jerry
68,6,texas chain saw massacre,1974,Franklin Hardesty Enright
68,7,texas chain saw massacre,1974,"Nubbins ""Hitchhiker"" Sawyer"
1034,0,texas chainsaw 3d,2013,Female Sawyer Relative
1034,1,texas chainsaw 3d,2013,Male Sawyer Relative
1034,2,texas chainsaw 3d,2013,Male Sawyer Relative
1034,3,texas chainsaw 3d,2013,Boss Sawyer
1034,4,texas chainsaw 3d,2013,Bear Sawyer
1034,5,texas chainsaw 3d,2013,"Drayton ""Cook"" Sawyer"
1034,6,texas chainsaw 3d,2013,Male Sawyer Relative
1034,7,texas chainsaw 3d,2013,"""Grandpa"" Sawyer"
1034,8,texas chainsaw 3d,2013,Loretta Sawyer
1034,9,texas chainsaw 3d,2013,Verna Sawyer-Carson
1034,10,texas chainsaw 3d,2013,Darryl
