Horror Wiki Index,Title,Year,Horror Wiki URL
438,Leatherface: The Texas Chainsaw Massacre III,1990,/wiki/Leatherface:_The_Texas_Chainsaw_Massacre_III
439,Maniac Cop 2,1990,/wiki/Maniac_Cop_2
440,Metamorphosis: The Alien Factor,1990,/wiki/Metamorphosis:_The_Alien_Factor
441,Midnight Ride (1990),1990,/wiki/Midnight_Ride_(1990)
442,Misery,1990,/wiki/Misery
443,Night of The Living Dead (1990),1990,/wiki/Night_of_The_Living_Dead_(1990)
444,Nightbreed,1990,/wiki/Nightbreed
445,Predator 2,1990,/wiki/Predator_2
446,Shakma,1990,/wiki/Shakma
447,"Silent Night, Deadly Night 4: Initiation",1990,"/wiki/Silent_Night,_Deadly_Night_4:_Initiation"
448,Sorority House Massacre 2 (1990),1990,/wiki/Sorority_House_Massacre_2_(1990)
449,Spontaneous Combustion,1990,/wiki/Spontaneous_Combustion
450,Stephen King's It,1990,/wiki/Stephen_King%27s_It
451,Tales from the Darkside: The Movie,1990,/wiki/Tales_from_the_Darkside:_The_Movie
452,The First Power,1990,/wiki/The_First_Power
453,The Gate II: Trespassers,1990,/wiki/The_Gate_II:_Trespassers
454,The Rift,1990,/wiki/The_Rift
455,Troll 2,1990,/wiki/Troll_2
456,Two Evil Eyes,1990,/wiki/Two_Evil_Eyes
457,Alligator II: The Mutation (1991),1991,/wiki/Alligator_II:_The_Mutation_(1991)
458,Basket Case 3: The Progeny (1991),1991,/wiki/Basket_Case_3:_The_Progeny_(1991)
459,Campfire Tales (1991),1991,/wiki/Campfire_Tales_(1991)
460,Child's Play 3 (1991),1991,/wiki/Child%27s_Play_3_(1991)
461,Critters 3 (1991),1991,/wiki/Critters_3_(1991)
462,Dolly Dearest,1991,/wiki/Dolly_Dearest
463,Freddy's Dead: The Final Nightmare,1991,/wiki/Freddy%27s_Dead:_The_Final_Nightmare
464,Ghoulies III: Ghoulies Go To College,1991,/wiki/Ghoulies_III:_Ghoulies_Go_To_College
465,Omen IV: The Awakening,1991,/wiki/Omen_IV:_The_Awakening
466,The People Under the Stairs,1991,/wiki/The_People_Under_the_Stairs
467,Popcorn (1991),1991,/wiki/Popcorn_(1991)
468,Scanners II: The New Order,1991,/wiki/Scanners_II:_The_New_Order
469,Scanners III: The Takeover,1991,/wiki/Scanners_III:_The_Takeover
470,"Silent Night, Deadly Night 5: The Toy Maker",1991,"/wiki/Silent_Night,_Deadly_Night_5:_The_Toy_Maker"
471,Subspecies,1991,/wiki/Subspecies
472,The Silence of the Lambs (1991),1991,/wiki/The_Silence_of_the_Lambs_(1991)
473,The Terror Within II,1991,/wiki/The_Terror_Within_II
474,There's Nothing Out There,1991,/wiki/There%27s_Nothing_Out_There
475,Xtro II: The Second Encounter,1991,/wiki/Xtro_II:_The_Second_Encounter
476,Alien 3 (1992),1992,/wiki/Alien_3_(1992)
477,Amityville: It's About Time (1992),1992,/wiki/Amityville:_It%27s_About_Time_(1992)
478,Army of Darkness (1992),1992,/wiki/Army_of_Darkness_(1992)
479,Braindead (1992),1992,/wiki/Braindead_(1992)
480,Bram Stoker's Dracula (1992),1992,/wiki/Bram_Stoker%27s_Dracula_(1992)
481,Buffy the Vampire Slayer (1992),1992,/wiki/Buffy_the_Vampire_Slayer_(1992)
482,Candyman (1992),1992,/wiki/Candyman_(1992)
483,Children of the Corn II: The Final Sacrifice (1992),1992,/wiki/Children_of_the_Corn_II:_The_Final_Sacrifice_(1992)
484,Critters 4 (1992),1992,/wiki/Critters_4_(1992)
485,Hellraiser III: Hell on Earth,1992,/wiki/Hellraiser_III:_Hell_on_Earth
486,House IV,1992,/wiki/House_IV
487,Innocent Blood,1992,/wiki/Innocent_Blood
488,Pet Sematary II,1992,/wiki/Pet_Sematary_II
489,Sleepwalkers,1992,/wiki/Sleepwalkers
490,Split Second,1992,/wiki/Split_Second
491,Amityville: A New Generation (1993),1993,/wiki/Amityville:_A_New_Generation_(1993)
492,Carnosaur (1993),1993,/wiki/Carnosaur_(1993)
493,Dollman vs. Demonic Toys,1993,/wiki/Dollman_vs._Demonic_Toys
494,Full Eclipse,1993,/wiki/Full_Eclipse
495,Jason Goes to Hell: The Final Friday,1993,/wiki/Jason_Goes_to_Hell:_The_Final_Friday
496,Leprechaun (film),1993,/wiki/Leprechaun_(film)
497,Man's Best Friend,1993,/wiki/Man%27s_Best_Friend
498,Maniac Cop III: Badge of Silence,1993,/wiki/Maniac_Cop_III:_Badge_of_Silence
499,Needful Things,1993,/wiki/Needful_Things
500,Skeeter,1993,/wiki/Skeeter
501,The Good Son,1993,/wiki/The_Good_Son
502,The Nightmare Before Christmas (1993),1993,/wiki/The_Nightmare_Before_Christmas_(1993)
503,Things,1993,/wiki/Things
504,When a Stranger Calls Back,1993,/wiki/When_a_Stranger_Calls_Back
505,Cemetery Man (1994),1994,/wiki/Cemetery_Man_(1994)
506,Creatures from the Abyss (1994),1994,/wiki/Creatures_from_the_Abyss_(1994)
507,Death Machine,1994,/wiki/Death_Machine
508,In the Mouth of Madness,1994,/wiki/In_the_Mouth_of_Madness
509,Leprechaun 2,1994,/wiki/Leprechaun_2
510,Phantasm III: Lord of the Dead,1994,/wiki/Phantasm_III:_Lord_of_the_Dead
511,Pumpkinhead II: Blood Wings,1994,/wiki/Pumpkinhead_II:_Blood_Wings
512,Puppet Master 5,1994,/wiki/Puppet_Master_5
513,Return of the Boogeyman,1994,/wiki/Return_of_the_Boogeyman
514,Scanner Cop,1994,/wiki/Scanner_Cop
515,Texas Chainsaw Massacre: The Next Generation,1994,/wiki/Texas_Chainsaw_Massacre:_The_Next_Generation
516,Watchers 3,1994,/wiki/Watchers_3
517,Wes Craven's New Nightmare,1994,/wiki/Wes_Craven%27s_New_Nightmare
518,Candyman: Farewell to the Flesh (1995),1995,/wiki/Candyman:_Farewell_to_the_Flesh_(1995)
519,Carnosaur 2 (1995),1995,/wiki/Carnosaur_2_(1995)
520,Children of the Corn III: Urban Harvest (1995),1995,/wiki/Children_of_the_Corn_III:_Urban_Harvest_(1995)
521,Dracula: Dead and Loving It,1995,/wiki/Dracula:_Dead_and_Loving_It
522,Halloween: The Curse of Michael Myers,1995,/wiki/Halloween:_The_Curse_of_Michael_Myers
523,Leprechaun 3,1995,/wiki/Leprechaun_3
524,Piranha (1995),1995,/wiki/Piranha_(1995)
525,Rumpelstiltskin,1995,/wiki/Rumpelstiltskin
526,Screamers,1995,/wiki/Screamers
527,Se7en,1995,/wiki/Se7en
528,Species (1995),1995,/wiki/Species_(1995)
529,The Fishmen and Their Queen,1995,/wiki/The_Fishmen_and_Their_Queen
530,The Mangler,1995,/wiki/The_Mangler
531,Village of the Damned (1995),1995,/wiki/Village_of_the_Damned_(1995)
532,Xtro 3: Watch the Skies,1995,/wiki/Xtro_3:_Watch_the_Skies
533,Aatank (1996),1996,/wiki/Aatank_(1996)
534,Bad Moon (1996),1996,/wiki/Bad_Moon_(1996)
535,Carnosaur 3: Primal Species (1996),1996,/wiki/Carnosaur_3:_Primal_Species_(1996)
536,Children of the Corn IV: The Gathering (1996),1996,/wiki/Children_of_the_Corn_IV:_The_Gathering_(1996)
537,From Dusk Till Dawn,1996,/wiki/From_Dusk_Till_Dawn
538,Hellraiser: Bloodline,1996,/wiki/Hellraiser:_Bloodline
539,Pinocchio's Revenge,1996,/wiki/Pinocchio%27s_Revenge
540,Santa Claws (film),1996,/wiki/Santa_Claws_(film)
541,Scream (1996),1996,/wiki/Scream_(1996)
542,Thinner,1996,/wiki/Thinner
543,Tremors 2: Aftershocks,1996,/wiki/Tremors_2:_Aftershocks
544,Trilogy of Terror II,1996,/wiki/Trilogy_of_Terror_II
545,Vampirella,1996,/wiki/Vampirella
546,Aberration (1997),1997,/wiki/Aberration_(1997)
547,Alien Resurrection (1997),1997,/wiki/Alien_Resurrection_(1997)
548,Amityville Dollhouse (1996),1997,/wiki/Amityville_Dollhouse_(1996)
549,An American Werewolf in Paris (1997),1997,/wiki/An_American_Werewolf_in_Paris_(1997)
550,Anaconda (1997),1997,/wiki/Anaconda_(1997)
551,Buried Alive II (1997),1997,/wiki/Buried_Alive_II_(1997)
552,Cube (1997),1997,/wiki/Cube_(1997)
553,Event Horizon,1997,/wiki/Event_Horizon
554,Hideous!,1997,/wiki/Hideous!
555,House of Frankenstein (1997),1997,/wiki/House_of_Frankenstein_(1997)
556,I Know What You Did Last Summer (1997),1997,/wiki/I_Know_What_You_Did_Last_Summer_(1997)
557,Jack Frost (1997),1997,/wiki/Jack_Frost_(1997)
558,Leprechaun 4: In Space,1997,/wiki/Leprechaun_4:_In_Space
559,Mimic,1997,/wiki/Mimic
560,The Night Flier,1997,/wiki/The_Night_Flier
561,Nightwatch (1997),1997,/wiki/Nightwatch_(1997)
562,Quicksilver Highway,1997,/wiki/Quicksilver_Highway
563,The Relic,1997,/wiki/The_Relic
564,Scream 2 (1997),1997,/wiki/Scream_2_(1997)
565,Spawn (film),1997,/wiki/Spawn_(film)
566,Trucks (TV 1997),1997,/wiki/Trucks_(TV_1997)
567,Vampire Journals,1997,/wiki/Vampire_Journals
568,Wishmaster,1997,/wiki/Wishmaster
569,Blade (1998),1998,/wiki/Blade_(1998)
570,Bride of Chucky (1998),1998,/wiki/Bride_of_Chucky_(1998)
571,Carnival of Souls (1998),1998,/wiki/Carnival_of_Souls_(1998)
572,Children of the Corn V: Fields of Terror (1998),1998,/wiki/Children_of_the_Corn_V:_Fields_of_Terror_(1998)
573,Curse of the Puppet Master (1998),1998,/wiki/Curse_of_the_Puppet_Master_(1998)
574,Deep Rising,1998,/wiki/Deep_Rising
575,The Faculty,1998,/wiki/The_Faculty
576,Godzilla (1998),1998,/wiki/Godzilla_(1998)
577,Halloween H20: 20 Years Later (1998),1998,/wiki/Halloween_H20:_20_Years_Later_(1998)
578,I Still Know What You Did Last Summer (1998),1998,/wiki/I_Still_Know_What_You_Did_Last_Summer_(1998)
579,I've Been Waiting for You,1998,/wiki/I%27ve_Been_Waiting_for_You
580,Katasumi,1998,/wiki/Katasumi
581,Phantasm IV: Oblivion,1998,/wiki/Phantasm_IV:_Oblivion
582,Phantoms,1998,/wiki/Phantoms
583,Species II,1998,/wiki/Species_II
584,Subspecies: The Awakening,1998,/wiki/Subspecies:_The_Awakening
585,Urban Legend,1998,/wiki/Urban_Legend
586,The Blair Witch Project (1999),1999,/wiki/The_Blair_Witch_Project_(1999)
587,Blood Dolls (1999),1999,/wiki/Blood_Dolls_(1999)
588,Candyman: Day of the Dead (1999),1999,/wiki/Candyman:_Day_of_the_Dead_(1999)
589,Children of the Corn 666: Isaac's Return (1999),1999,/wiki/Children_of_the_Corn_666:_Isaac%27s_Return_(1999)
590,Deep Blue Sea (1999),1999,/wiki/Deep_Blue_Sea_(1999)
591,End of Days,1999,/wiki/End_of_Days
592,From Dusk Till Dawn 2: Texas Blood Money,1999,/wiki/From_Dusk_Till_Dawn_2:_Texas_Blood_Money
593,From Dusk Till Dawn 3: The Hangman's Daughter,1999,/wiki/From_Dusk_Till_Dawn_3:_The_Hangman%27s_Daughter
594,House on Haunted Hill,1999,/wiki/House_on_Haunted_Hill
595,Idle Hands,1999,/wiki/Idle_Hands
596,King Cobra,1999,/wiki/King_Cobra
597,Lake Placid,1999,/wiki/Lake_Placid
598,The Rage: Carrie 2,1999,/wiki/The_Rage:_Carrie_2
599,Retro Puppet Master,1999,/wiki/Retro_Puppet_Master
600,Shark Attack,1999,/wiki/Shark_Attack
601,Sleepy Hollow,1999,/wiki/Sleepy_Hollow
602,Storm of the Century,1999,/wiki/Storm_of_the_Century
603,The Black Party,1999,/wiki/The_Black_Party
604,The Haunting,1999,/wiki/The_Haunting
605,The Mummy (1999),1999,/wiki/The_Mummy_(1999)
606,The Sixth Sense (1999),1999,/wiki/The_Sixth_Sense_(1999)
607,Virus (1999),1999,/wiki/Virus_(1999)
608,American Psycho (2000),2000,/wiki/American_Psycho_(2000)
609,Bless the Child (2000),2000,/wiki/Bless_the_Child_(2000)
610,Blood Surf (2000),2000,/wiki/Blood_Surf_(2000)
611,Blood: The Last Vampire (2000),2000,/wiki/Blood:_The_Last_Vampire_(2000)
612,Bloody Murder (2000),2000,/wiki/Bloody_Murder_(2000)
613,Book of Shadows: Blair Witch 2 (2000),2000,/wiki/Book_of_Shadows:_Blair_Witch_2_(2000)
614,Cherry Falls (2000),2000,/wiki/Cherry_Falls_(2000)
615,Crocodile (2000),2000,/wiki/Crocodile_(2000)
616,Dracula 2000,2000,/wiki/Dracula_2000
617,Final Destination (2000),2000,/wiki/Final_Destination_(2000)
618,Ginger Snaps,2000,/wiki/Ginger_Snaps
619,Hellraiser: Inferno,2000,/wiki/Hellraiser:_Inferno
620,Hollow Man,2000,/wiki/Hollow_Man
621,Leprechaun in the Hood,2000,/wiki/Leprechaun_in_the_Hood
622,Python,2000,/wiki/Python
623,Scary Movie (2000),2000,/wiki/Scary_Movie_(2000)
624,Scream 3 (2000),2000,/wiki/Scream_3_(2000)
625,Bones (2001),2001,/wiki/Bones_(2001)
626,Boogeymen: The Killer Compilation (2001),2001,/wiki/Boogeymen:_The_Killer_Compilation_(2001)
627,Children of the Corn: Revelation (2001),2001,/wiki/Children_of_the_Corn:_Revelation_(2001)
628,Dagon (2001),2001,/wiki/Dagon_(2001)
629,Down,2001,/wiki/Down
630,Ghosts of Mars,2001,/wiki/Ghosts_of_Mars
631,Hannibal,2001,/wiki/Hannibal
632,Jason X,2001,/wiki/Jason_X
633,Jeepers Creepers,2001,/wiki/Jeepers_Creepers
634,Mermaid Chronicles Part 1: She Creature,2001,/wiki/Mermaid_Chronicles_Part_1:_She_Creature
635,Raptor (2001),2001,/wiki/Raptor_(2001)
636,Ripper,2001,/wiki/Ripper
637,Route 666 (2001),2001,/wiki/Route_666_(2001)
638,Scary Movie 2 (2001),2001,/wiki/Scary_Movie_2_(2001)
639,Session 9,2001,/wiki/Session_9
640,Shark Attack 2,2001,/wiki/Shark_Attack_2
641,Thirteen Ghosts (2001),2001,/wiki/Thirteen_Ghosts_(2001)
642,Tremors 3: Back to Perfection,2001,/wiki/Tremors_3:_Back_to_Perfection
643,Wishmaster 3: Beyond the Gates of Hell,2001,/wiki/Wishmaster_3:_Beyond_the_Gates_of_Hell
644,28 Days Later (2002),2002,/wiki/28_Days_Later_(2002)
645,999 - 9999 (2002),2002,/wiki/999_-_9999_(2002)
646,Blade II (2002),2002,/wiki/Blade_II_(2002)
647,Cabin Fever (2002),2002,/wiki/Cabin_Fever_(2002)
648,Carrie (2002),2002,/wiki/Carrie_(2002)
649,Dahmer (2002),2002,/wiki/Dahmer_(2002)
650,Dog Soldiers,2002,/wiki/Dog_Soldiers
651,Dracula (2002),2002,/wiki/Dracula_(2002)
652,Eight Legged Freaks,2002,/wiki/Eight_Legged_Freaks
653,The Eye (2002),2002,/wiki/The_Eye_(2002)
654,Firestarter 2: Rekindled,2002,/wiki/Firestarter_2:_Rekindled
655,Ghost Ship (2002),2002,/wiki/Ghost_Ship_(2002)
656,Halloween: Resurrection,2002,/wiki/Halloween:_Resurrection
657,Hellraiser: Hellseeker,2002,/wiki/Hellraiser:_Hellseeker
658,Infested (2002),2002,/wiki/Infested_(2002)
659,Ju-on: The Grudge,2002,/wiki/Ju-on:_The_Grudge
660,May,2002,/wiki/May
661,Resident Evil,2002,/wiki/Resident_Evil
662,Rose Red,2002,/wiki/Rose_Red
663,Shark Attack 3: Megalodon,2002,/wiki/Shark_Attack_3:_Megalodon
664,The Mangler 2,2002,/wiki/The_Mangler_2
665,The Ring (2002),2002,/wiki/The_Ring_(2002)
666,Trancers 6,2002,/wiki/Trancers_6
667,A Tale of Two Sisters (2003),2003,/wiki/A_Tale_of_Two_Sisters_(2003)
668,Bloody Murder 2: Closing Camp (2003),2003,/wiki/Bloody_Murder_2:_Closing_Camp_(2003)
669,Darkness Falls (2003),2003,/wiki/Darkness_Falls_(2003)
670,Dreamcatcher,2003,/wiki/Dreamcatcher
671,Final Destination 2 (2003),2003,/wiki/Final_Destination_2_(2003)
672,Freddy vs. Jason (2003),2003,/wiki/Freddy_vs._Jason_(2003)
673,Jeepers Creepers II,2003,/wiki/Jeepers_Creepers_II
674,Leprechaun: Back 2 tha Hood,2003,/wiki/Leprechaun:_Back_2_tha_Hood
675,Monsturd,2003,/wiki/Monsturd
676,Puppet Master: The Legacy,2003,/wiki/Puppet_Master:_The_Legacy
677,Scary Movie 3 (2003),2003,/wiki/Scary_Movie_3_(2003)
678,Shredder,2003,/wiki/Shredder
679,The Haunted Mansion (2003),2003,/wiki/The_Haunted_Mansion_(2003)
680,The Texas Chainsaw Massacre (2003),2003,/wiki/The_Texas_Chainsaw_Massacre_(2003)
681,Underworld,2003,/wiki/Underworld
682,Willard (2003),2003,/wiki/Willard_(2003)
683,Wrong Turn (2003),2003,/wiki/Wrong_Turn_(2003)
684,Alien vs. Predator (2004),2004,/wiki/Alien_vs._Predator_(2004)
685,Anacondas: The Hunt for the Blood Orchid (2004),2004,/wiki/Anacondas:_The_Hunt_for_the_Blood_Orchid_(2004)
686,Blade: Trinity (2004),2004,/wiki/Blade:_Trinity_(2004)
687,Creep (2004),2004,/wiki/Creep_(2004)
688,Dawn of the Dead (2004),2004,/wiki/Dawn_of_the_Dead_(2004)
689,Dead Birds (2004),2004,/wiki/Dead_Birds_(2004)
690,Decoys,2004,/wiki/Decoys
691,Dinocroc,2004,/wiki/Dinocroc
692,Exorcist: The Beginning,2004,/wiki/Exorcist:_The_Beginning
693,Fear of Clowns,2004,/wiki/Fear_of_Clowns
694,Ginger Snaps Back: The Beginning,2004,/wiki/Ginger_Snaps_Back:_The_Beginning
695,Ginger Snaps II: Unleashed,2004,/wiki/Ginger_Snaps_II:_Unleashed
696,Puppet Master vs. Demonic Toys,2004,/wiki/Puppet_Master_vs._Demonic_Toys
697,Resident Evil: Apocalypse,2004,/wiki/Resident_Evil:_Apocalypse
698,Rottweiler,2004,/wiki/Rottweiler
699,Saw,2004,/wiki/Saw
700,Secret Window (2004),2004,/wiki/Secret_Window_(2004)
701,Seed of Chucky (2004),2004,/wiki/Seed_of_Chucky_(2004)
702,Shaun of the Dead,2004,/wiki/Shaun_of_the_Dead
703,Species III,2004,/wiki/Species_III
704,Suspect Zero (2004),2004,/wiki/Suspect_Zero_(2004)
705,The Grudge (2004),2004,/wiki/The_Grudge_(2004)
706,Tremors 4: The Legend Begins,2004,/wiki/Tremors_4:_The_Legend_Begins
707,Van Helsing (2004),2004,/wiki/Van_Helsing_(2004)
708,Alone in the Dark (2005),2005,/wiki/Alone_in_the_Dark_(2005)
709,Boogeyman (2005),2005,/wiki/Boogeyman_(2005)
710,Corpse Bride (2005),2005,/wiki/Corpse_Bride_(2005)
711,Cry Wolf (2005),2005,/wiki/Cry_Wolf_(2005)
712,Cursed (2005),2005,/wiki/Cursed_(2005)
713,Dark Water (2005),2005,/wiki/Dark_Water_(2005)
714,Death Tunnel,2005,/wiki/Death_Tunnel
715,Decadent Evil,2005,/wiki/Decadent_Evil
716,The Descent (2005),2005,/wiki/The_Descent_(2005)
717,The Devil's Rejects,2005,/wiki/The_Devil%27s_Rejects
718,Doll Graveyard,2005,/wiki/Doll_Graveyard
719,Dominion: Prequel to the Exorcist,2005,/wiki/Dominion:_Prequel_to_the_Exorcist
720,Doom,2005,/wiki/Doom
721,Evil,2005,/wiki/Evil
722,Feast,2005,/wiki/Feast
723,The Fog (2005),2005,/wiki/The_Fog_(2005)
724,The Gingerdead Man,2005,/wiki/The_Gingerdead_Man
725,Hammerhead: Shark Frenzy,2005,/wiki/Hammerhead:_Shark_Frenzy
726,Hellraiser: Deader,2005,/wiki/Hellraiser:_Deader
727,Hellraiser: Hellworld,2005,/wiki/Hellraiser:_Hellworld
728,Hide and Seek,2005,/wiki/Hide_and_Seek
729,Hostel,2005,/wiki/Hostel
730,House of Wax (2005),2005,/wiki/House_of_Wax_(2005)
731,King Kong (2005),2005,/wiki/King_Kong_(2005)
732,Land of the Dead,2005,/wiki/Land_of_the_Dead
733,Reeker,2005,/wiki/Reeker
734,Santa's Slay,2005,/wiki/Santa%27s_Slay
735,Saw II,2005,/wiki/Saw_II
736,Shapeshifter (2005),2005,/wiki/Shapeshifter_(2005)
737,Tamara,2005,/wiki/Tamara
738,The Amityville Horror (2005),2005,/wiki/The_Amityville_Horror_(2005)
739,The Dark,2005,/wiki/The_Dark
740,Urban Legends: Bloody Mary,2005,/wiki/Urban_Legends:_Bloody_Mary
741,Vampire Bats,2005,/wiki/Vampire_Bats
742,War of the Worlds,2005,/wiki/War_of_the_Worlds
743,White Noise,2005,/wiki/White_Noise
744,Wolf Creek,2005,/wiki/Wolf_Creek
745,All the Boys Love Mandy Lane (2006),2006,/wiki/All_the_Boys_Love_Mandy_Lane_(2006)
746,Altered (2006),2006,/wiki/Altered_(2006)
747,Behind the Mask: The Rise of Leslie Vernon (2006),2006,/wiki/Behind_the_Mask:_The_Rise_of_Leslie_Vernon_(2006)
748,Bikini Bloodbath (2006),2006,/wiki/Bikini_Bloodbath_(2006)
749,Black Christmas (2006),2006,/wiki/Black_Christmas_(2006)
750,Black Sheep (2007),2006,/wiki/Black_Sheep_(2007)
751,The Breed (2006),2006,/wiki/The_Breed_(2006)
752,Cold Prey (2006),2006,/wiki/Cold_Prey_(2006)
753,Creepshow III (2006),2006,/wiki/Creepshow_III_(2006)
754,Doodeind (2006),2006,/wiki/Doodeind_(2006)
755,The Eden Formula,2006,/wiki/The_Eden_Formula
756,Evil Bong,2006,/wiki/Evil_Bong
757,Family,2006,/wiki/Family
758,Final Destination 3 (2006),2006,/wiki/Final_Destination_3_(2006)
759,Forbidden Siren,2006,/wiki/Forbidden_Siren
760,The Hills Have Eyes (2006),2006,/wiki/The_Hills_Have_Eyes_(2006)
761,The Host,2006,/wiki/The_Host
762,I'll Always Know What You Did Last Summer (2006),2006,/wiki/I%27ll_Always_Know_What_You_Did_Last_Summer_(2006)
763,Imprint,2006,/wiki/Imprint
764,Monster House (2006),2006,/wiki/Monster_House_(2006)
765,Mr. Jingles,2006,/wiki/Mr._Jingles
766,Pro-Life,2006,/wiki/Pro-Life
767,Pumpkinhead: Ashes to Ashes,2006,/wiki/Pumpkinhead:_Ashes_to_Ashes
768,Rest Stop,2006,/wiki/Rest_Stop
769,Saw III,2006,/wiki/Saw_III
770,Scary Movie 4 (2006),2006,/wiki/Scary_Movie_4_(2006)
771,Silent Hill (2006),2006,/wiki/Silent_Hill_(2006)
772,Slither,2006,/wiki/Slither
773,Snakes on a Plane,2006,/wiki/Snakes_on_a_Plane
774,Sounds Like,2006,/wiki/Sounds_Like
775,Stay Alive,2006,/wiki/Stay_Alive
776,The Gravedancers,2006,/wiki/The_Gravedancers
777,The Omen (2006 film),2006,/wiki/The_Omen_(2006_film)
778,The Omen (2006),2006,/wiki/The_Omen_(2006)
779,The Texas Chainsaw Massacre: The Beginning,2006,/wiki/The_Texas_Chainsaw_Massacre:_The_Beginning
780,The Tripper,2006,/wiki/The_Tripper
781,Tiki,2006,/wiki/Tiki
782,Turistas,2006,/wiki/Turistas
783,Underworld: Evolution,2006,/wiki/Underworld:_Evolution
784,The V Word,2006,/wiki/The_V_Word
785,When a Stranger Calls (2006 film),2006,/wiki/When_a_Stranger_Calls_(2006_film)
786,Wilderness,2006,/wiki/Wilderness
787,1408 (2007),2007,/wiki/1408_(2007)
788,28 Weeks Later (2007),2007,/wiki/28_Weeks_Later_(2007)
789,30 Days of Night (2007),2007,/wiki/30_Days_of_Night_(2007)
790,Aliens vs. Predator: Requiem (2007),2007,/wiki/Aliens_vs._Predator:_Requiem_(2007)
791,Bhool Bhulaiyaa (2007),2007,/wiki/Bhool_Bhulaiyaa_(2007)
792,Black Water (2007),2007,/wiki/Black_Water_(2007)
793,Boogeyman 2 (2007),2007,/wiki/Boogeyman_2_(2007)
794,Brain Dead (2007),2007,/wiki/Brain_Dead_(2007)
795,Carved (2007),2007,/wiki/Carved_(2007)
796,Catacombs (2007),2007,/wiki/Catacombs_(2007)
797,Chupacabra (2007),2007,/wiki/Chupacabra_(2007)
798,Dead Silence (2007),2007,/wiki/Dead_Silence_(2007)
799,The Deaths of Ian Stone,2007,/wiki/The_Deaths_of_Ian_Stone
800,Decadent Evil II,2007,/wiki/Decadent_Evil_II
801,Diary of the Dead,2007,/wiki/Diary_of_the_Dead
802,Disturbia,2007,/wiki/Disturbia
803,Fear of Clowns 2,2007,/wiki/Fear_of_Clowns_2
804,Fear(s) Of The Dark,2007,/wiki/Fear(s)_Of_The_Dark
805,Frontier(s),2007,/wiki/Frontier(s)
806,Halloween (2007),2007,/wiki/Halloween_(2007)
807,Hannibal Rising,2007,/wiki/Hannibal_Rising
808,Hostel: Part II,2007,/wiki/Hostel:_Part_II
809,I Am Legend,2007,/wiki/I_Am_Legend
810,Lake Placid 2,2007,/wiki/Lake_Placid_2
811,Maneater,2007,/wiki/Maneater
812,The Mist (2007),2007,/wiki/The_Mist_(2007)
813,P2,2007,/wiki/P2
814,Paranormal Activity (2007),2007,/wiki/Paranormal_Activity_(2007)
815,REC,2007,/wiki/REC
816,Resident Evil: Extinction,2007,/wiki/Resident_Evil:_Extinction
817,Return to House on Haunted Hill,2007,/wiki/Return_to_House_on_Haunted_Hill
818,Rogue,2007,/wiki/Rogue
819,Saw IV,2007,/wiki/Saw_IV
820,Seed,2007,/wiki/Seed
821,Shrooms,2007,/wiki/Shrooms
822,Species: The Awakening,2007,/wiki/Species:_The_Awakening
823,Sweeney Todd: The Demon Barber of Fleet Street,2007,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street
824,The Devil's Chair,2007,/wiki/The_Devil%27s_Chair
825,The Hills Have Eyes 2 (2007),2007,/wiki/The_Hills_Have_Eyes_2_(2007)
826,The Messengers,2007,/wiki/The_Messengers
827,The Mother of Tears,2007,/wiki/The_Mother_of_Tears
828,The Poughkeepsie Tapes,2007,/wiki/The_Poughkeepsie_Tapes
829,The Reaping,2007,/wiki/The_Reaping
830,Timber Falls,2007,/wiki/Timber_Falls
831,Trick 'r Treat,2007,/wiki/Trick_%27r_Treat
832,Wrong Turn 2: Dead End,2007,/wiki/Wrong_Turn_2:_Dead_End
833,Alone in the Dark II,2008,/wiki/Alone_in_the_Dark_II
834,Amusement (2008),2008,/wiki/Amusement_(2008)
835,Anacondas: Offspring (2008),2008,/wiki/Anacondas:_Offspring_(2008)
836,April Fool's Day (2008),2008,/wiki/April_Fool%27s_Day_(2008)
837,Banshee!!! (2008),2008,/wiki/Banshee!!!_(2008)
838,Bikini Bloodbath Car Wash (2008),2008,/wiki/Bikini_Bloodbath_Car_Wash_(2008)
839,Carver (2008),2008,/wiki/Carver_(2008)
840,Cloverfield (2008),2008,/wiki/Cloverfield_(2008)
841,Cold Prey 2: Resurrection (2008),2008,/wiki/Cold_Prey_2:_Resurrection_(2008)
842,Dark Floors (2008),2008,/wiki/Dark_Floors_(2008)
843,Dead Fury,2008,/wiki/Dead_Fury
844,Donkey Punch,2008,/wiki/Donkey_Punch
845,Feast 2: Sloppy Seconds,2008,/wiki/Feast_2:_Sloppy_Seconds
846,Gingerdead Man 2: Passion of the Crust,2008,/wiki/Gingerdead_Man_2:_Passion_of_the_Crust
847,The Midnight Meat Train,2008,/wiki/The_Midnight_Meat_Train
848,Mirrors,2008,/wiki/Mirrors
849,Never Cry Werewolf,2008,/wiki/Never_Cry_Werewolf
850,One Missed Call (2008),2008,/wiki/One_Missed_Call_(2008)
851,Prom Night (2008),2008,/wiki/Prom_Night_(2008)
852,Quarantine,2008,/wiki/Quarantine
853,Repo! The Genetic Opera,2008,/wiki/Repo!_The_Genetic_Opera
854,Rock Monster,2008,/wiki/Rock_Monster
855,The Ruins (2008),2008,/wiki/The_Ruins_(2008)
