Horror Wiki Index,char index,actor,character
1234,5,Brett Harris,Justin Freed/RelliK
1234,6,Sara Cartwright,Regina Hathaway
1234,7,Brenda Sachleben,Kathryn Freed
1234,8,Richard Fessler,Sheriff Chris Long
1234,9,Kanyon Fessler,Jamie Long
1234,10,John Daubert,Cameron
1234,11,Kelly Gradwell,Cassie
1234,12,Carl Miller,Will
1234,13,Angel Gomez,Lainie Daniels
1234,14,David Yost,Kyle
1234,15,Gage Harris,Jogger
1234,16,David Furman,Officer Furman
1234,17,Krystle Kupusnick,Dr. Baker
1234,18,Anthony Blackwell,Radio Newscaster
1234,19,Jacob Sachleben,News Reporter
1234,20,Sam Bredland,Creepy Kid
1234,21,Lily Hale,Scary Girl
1234,22,Payton Buchanan,Genie Kid
1234,23,Madisyn Klemow,Playing Girl
1234,24,Alex Bredland,Princess Trick or Treat Kid
1234,25,Haven Simmons,Cat Trick or Treat Kid
1234,26,Skylar Turner,Zombie Nurse Trick or Treat Kid
1234,27,Kiarra Didyoung,Human Doll Trick or Treat Kid
1234,28,Shayd Didyoung,Evil Butterfly Trick or Treat Kid
1234,29,Mya Daubert,Mummy Trick or Treat Kid
1234,30,Aurelia Birchard,Lion Trick or Treat Kid
1234,31,Salem Gomez,Bear Trick or Treat Kid
1234,32,Abigail Hale Smith,Angel Trick or Treat Kid
1234,33,Caydance Culley,Witch Trick or Treat Kid 1
1234,34,Amaris Means,Witch Trick or Treat Kid 2
1091,0,Brooke Butler,Kaylee
1091,1,Cleo Berry,Gilbert
1091,2,Cynthia Murell,Ronnie
1091,3,Dean Geyer,Jonah
1091,4,Meagan Holder,Chanda
1091,5,Mitchel Musso,Mitch
1091,6,Hector David Jr.,Vance
1091,7,Nikki Leigh,Marsha
1091,8,Etalvia Cashin,Heather
1091,9,Jamie Kennedy,Beach Patrol Alex
1091,10,Michael Huntsman,Name Not Known
210,0,Richard Benjamin,John
210,1,Paula Prentiss,Mary
210,2,Jeffrey Tambor,Waldemar
210,3,Severn Darden,Van Helsing
210,4,Kari Michaelsen,Debbie
210,5,Rosemary DeCamp,Aunt Lucille
210,6,Kevin Brando,Billy
210,7,Nancy Lee Andrews,Yolanda
177,0,Farrah Fawcett,Alex
177,1,Kirk Douglas,Adam
177,2,Harvey Keitel,Captain Benson
177,3,Ed Bishop,Harding
177,4,Douglas Lambert,Captain James
177,5,Christopher Muncke,2nd Crewman
699,0,Tobin Bell,John Kramer/Jigsaw
699,1,Shawnee Smith,Amanda Young
699,2,Leigh Whannell,Adam Faulkner
699,3,Cary Elwes,Dr. Lawrence Gordon
699,4,Danny Glover,Detective David Tapp
699,5,Michael Emerson,Zep Hindle
699,6,Dina Meyer,Detective Allison Kerry
699,7,Mike Butters,Paul Leahy Stallberg
699,8,Paul Gutrecht,Mark Rodriguez Wilson
699,9,Ken Leung,Detective Steven Sing
699,10,Makenzie Vega,Diana Gordon
699,11,Monica Potter,Alison Gordon
699,12,Ned Bellamy,Jeff Ridenhour
699,13,Alexandra Bokyun Chun,Carla
699,14,Oren Koules,Donnie Greco
735,0,Tobin Bell,John Kramer/Jigsaw
735,1,Shawnee Smith,Amanda Young
735,2,Donnie Wahlberg,Detective Eric Matthews
735,3,Erik Knudsen,Daniel Matthews
735,4,Franky G,Xavier Chavez
735,5,Glenn Plummer,Jonas Singer
735,6,Emmanuelle Vaugier,Addison Corday
735,7,Beverley Mitchell,Laura Hunter
735,8,Tim Burd,Obi Tate
735,9,Dina Meyer,Detective Allison Kerry
735,10,Lyriq Bent,SWAT Commander Daniel Rigg
735,11,Kelly Jones,SWAT Pete
735,12,Vincent Rother,SWAT Joe
735,13,Noam Jenkins,Michael Marks
735,14,Tony Nappo,Gus Colyard
769,0,Tobin Bell,John Kramer / Jigsaw
769,1,Shawnee Smith,Amanda Young
769,2,Angus Macfadyen,Jeff Denlon
769,3,Bahar Soomekh,Lynn Denlon
769,4,Costas Mandylor,Lieutenant Mark Hoffman
769,5,Betsy Russell,Jill Tuck
769,6,Lyriq Bent,Lieutenant Daniel Rigg
769,7,Samuel Serrano,
769,8,Mpho Koaho,Timothy Young
769,9,Barry Flatman,Judge Halden
769,10,J. Larose,Troy
769,11,Debra Lynne McCabe,Danica Scott
769,12,Niamh Wilson,Corbett Denlon
769,13,Alan Van Sprang,Chris
769,14,Dina Meyer,Detective Allison Kerry
769,15,Donnie Wahlberg,Detective Eric Matthews
769,16,Kelly Jones,SWAT Pete
769,17,Leigh Whannell,Adam Faulkner
769,18,Timothy Burd,Obi Tate
769,19,Oren Koules,Donnie Greco
769,20,Franky G,Xavier Chavez
819,0,Tobin Bell,John Kramer / Jigsaw
819,1,Costas Mandylor,Lieutenant Mark Hoffman
819,2,Scott Patterson,Agent Peter Strahm
819,3,Betsy Russell,Jill Tuck
819,4,Lyriq Bent,Lieutenant Daniel Rigg
819,5,Athena Karkanis,Agent Lindsey Perez
819,6,Justin Louis,Art Blank
819,7,Donnie Wahlberg,Detective Eric Matthews
819,8,Angus Macfadyen,Jeff Denlon
819,9,Shawnee Smith,Amanda Young
819,10,Bahar Soomekh,Lynn Denlon
819,11,Dina Meyer,Detective Allison Kerry
819,12,Mike Realba,Detective Fisk
819,13,Marty Adams,Ivan Landsness
819,14,Sarain Boylan,Brenda
819,15,Billy Otis,Cecil Adams
819,16,James Van Patten,Dr. Heffner
819,17,Kevin Rushton,Trevor
819,18,Kelly Jones,SWAT Pete
819,19,Ingrid Hart,Tracy Rigg
819,20,Niamh Wilson,Corbett Denlon
819,21,Janet Land,Morgan
819,22,Ron Lea,Rex
819,23,Tony Nappo,Gus Colyard
819,24,Emmanuelle Vaugier,Addison Corday
819,25,Noam Jenkins,Michael Marks
819,26,Mike Butters,Paul Leahy
819,27,J. Larose,Troy
819,28,Oren Koules,Donnie Greco
856,0,Tobin Bell,John Kramer/Jigsaw
856,1,Julie Benz,Brit
856,2,Costas Mandylor,Mark Hoffman
856,3,Scott Patterson,Agent Peter Strahm
856,4,Betsy Russell,Jill Tuck
856,5,Mark Rolston,Dan Erickson
856,6,Carlo Rota,Charles
856,7,Greg Bryk,Mallick
856,8,Laura Gordon,Ashley
856,9,Joris Jarsky,Seth
856,10,Mike Butters,Paul Stallberg
856,11,Samantha Lemole,Pamela Jenkins
856,12,Sheila Shah,Agent Cowan
856,13,Meagan Good,Luba
856,14,Mike Realba,Detective Fisk
856,15,Lyriq Bent,Lieutenant Rigg
856,16,Athena Karkanis,Agent Lindsey Perez
856,17,Justin Louis,Art Blank
856,18,Donnie Wahlberg,Detective Eric Matthews
856,19,Danny Glover,Detective David Tapp
856,20,Shawnee Smith,Amanda Young
856,21,Bahar Soomekh,Lynn Denlon
856,22,Niamh Wilson,Corbett
856,23,Angus Macfadyen,Jeff Reinhart
856,24,Tony Nappo,Gus
856,25,Tim Burd,Obi
894,0,Tobin Bell,John Kramer
894,1,Costas Mandylor,Detective Mark Hoffman
894,2,Mark Rolston,Agent Dan Erickson
894,3,Betsy Russell,Jill Tuck
894,4,Shawnee Smith,Amanda Young
894,5,Peter Outerbridge,William Easton
894,6,Athena Karkanis,Agent Lindsey Perez
894,7,Samantha Lemole,Pamela Jenkins
894,8,Tanedra Howard,Simone
894,9,Marty Moreau,Eddie
514,0,Daniel Quinn,Samuel Staziak
514,1,Darlanne Fluegel,Dr. Joan Alden
514,2,Richard Grove,Peter Harrigan
514,3,Luca Bercovici,Dr. Krench
514,4,Darren Dalton,Officer Longo
514,5,Gary Hudsin,Damon Pratt
514,6,Brion James,Dr. Hampton
211,0,Stephen Lack,Cameron Vale
211,1,Michael Ironside,Darryl Revok
211,2,Patrick McGoohan,Dr. Paul Ruth
211,3,Jennifer O'Neill,Kim Obrist
211,4,Lawrence Dane,Braedon Keller
211,5,Robert A. Silverman,Benjamin Pierce
211,6,Jock Brandis,Scanner in Attic
211,7,Lee Broker,Security One
211,8,Mavor Moore,Trevellyan
211,9,Adam Ludwig,Arno Crostic
211,10,Murray Cruchley,Programmer 1
211,11,Fred Doederlein,Dieter Tautz
211,12,Géza Kovács,Killer in Record Store
211,13,Sony Forbes,Killer in Attic
211,14,Jérôme Tiberghien,Killer in Attic
211,15,Denis Lacroix,Killer in Barn
211,16,Louis Del Grande,ConSec Scanner
211,17,Christopher Britton,Hazmat Worker
211,18,William Hope,Hazmat Worker
468,0,David Hewlett,David Kellum
468,1,Deborah Raffin,Julie Vale
468,2,Yvan Ponton,Commander John Forrester
468,3,Isabelle Mejias,Alice Leonardo
468,4,Raoul Trujillo,Peter Drak
468,5,Tom Butler,Doctor Morse
468,6,Dorothée Berryman,Mayor
468,7,Emily Eby,Reporter
468,8,Vlasta Vrána,Lt. Gelson
469,0,Steve Parrish,Alex Monet
469,1,Liliana Komorowska,Helena Monet
469,2,Valérie Valois,Joyce Stone
469,3,Colin Fox,Dr. Elton Monet
469,4,Daniel Pilon,Michael
469,5,Peter Wright,Mark Dragon
469,6,Sith Sekae,Monk
623,0,Anna Faris,Cindy Campbell
623,1,Dave Sheridan,Doofy Gilmore/Ghostface
623,2,Jon Abrahams,Bobby Prinze
623,3,Marlon Wayans,Shorty Meeks
623,4,Regina Hall,Brenda Meeks
623,5,Shawn Wayans,Ray Wilkins
623,6,Shannon Elizabeth,Buffy Gilmore
623,7,Lochlyn Munro,Greg Cox
623,8,Cheri Oteri,Gail Hailstorm
623,9,Kurt Fuller,Sheriff Burke
623,10,Carmen Electra,Drew Decker
638,0,Anna Faris,Cindy Campbell
638,1,Regina Hall,Brenda Meeks
638,2,Shawn Wayans,Ray Wilkins
638,3,Marlon Wayans,Shorty Meeks
638,4,Chris Masterson,Buddy
638,5,Kathleen Robertson,Theo
638,6,David Cross,Dwight Hartman
638,7,James Woods,Father McFeely
638,8,Tim Curry,Professor Oldman
638,9,Tori Spelling,Alex
638,10,Chris Elliott,Hanson
638,11,Andy Richter,Father Harris
638,12,Richard Moll,Hugh Kane
638,13,Veronica Cartwright,Mrs. Voorhees
638,14,Natasha Lyonne,Megan Voorhees
638,15,James DeBello,Tommy
638,16,Beetlejuice,Shorty's brain
638,17,Matt Friedman,Polly the Parrot
638,18,Vitamin C,Vitamin C
677,0,Anna Faris,Cindy Campbell
677,1,Charlie Sheen,Tom Logan
677,2,Regina Hall,Brenda Meeks
677,3,Simon Rex,George Logan
677,4,Leslie Nielsen,President Harris
677,5,Queen Latifah,Aunt Shaneequa/The Oracle
677,6,Anthony Anderson,Mahalik Phifer
677,7,Kevin Hart,CJ
677,8,Camryn Manheim,Trooper Champlin
677,9,George Carlin,The Architect
677,10,Eddie Griffin,Orpheus
677,11,Pamela Anderson,Becca Kotler
677,12,Jenny McCarthy,Katie Embry
677,13,Drew Mikuska,Cody Campbell
677,14,Denise Richards,Annie Logan
541,0,Neve Campbell,Sidney Prescott
541,1,David Arquette,Dewey Riley
541,2,Courteney Cox,Gale Weathers
541,3,Roger L. Jackson,Ghostface
541,4,Jamie Kennedy,Randy Meeks
541,5,Rose McGowan,Tatum Riley
541,6,Skeet Ulrich,Billy Loomis
541,7,Matthew Lillard,Stu Macher
541,8,Drew Barrymore,Casey Becker
541,9,Kevin Patrick Walls,Steven Orth
541,10,W. Earl Brown,Kenny Jones
541,11,C. W. Morgan,Hank Loomis
541,12,Liev Schreiber,Cotton Weary
564,0,Neve Campbell,Sidney Prescott
564,1,Courteney Cox,Gale Weathers
564,2,David Arquette,Dewey Riley
564,3,Liev Schreiber,Cotton Weary
564,4,Jamie Kennedy,Randy Meeks
564,5,Timothy Oliphant,Mickey Altieri
564,6,Jerry O´Connell,Derek Feldman
564,7,Sarah Michelle Gellar,Cici Cooper
564,8,Jada Pinkett,Maureen Evans
564,9,Omar Epps,Phil Stevens
564,10,Laurie Metcalf,Debbie Loomis
564,11,Elise Neal,Hallie McDaniel
564,12,Roger Jackson,The Voice of Ghostface
564,13,Duane Martin,Joel
564,14,Portia de Rossi,Sorority Sister Murphy
564,15,Rebecca Gayheart,Sorority Sister Lois
624,0,David Arquette,Dewey Riley
624,1,Neve Campbell,Sidney Prescott
624,2,Courteney Cox Arquette,Gale Weathers
624,3,Scott Foley,Roman Bridger
624,4,Liev Schreiber,Cotton Weary
624,5,Kelly Rutherford,Christine Hamilton
624,6,Patrick Dempsey,Detective Mark Kincaid
624,7,Lance Henriksen,John Milton
624,8,Deon Richmond,Tyson Fox
624,9,Matt Keeslar,"Tom ""Thomas"" Prince"
624,10,Jenny McCarthy,Sarah Darling
624,11,Emily Mortimer,Angelina Tyler
624,12,Parker Posey,Jennifer Jolie
624,13,Heather Matarazzo,Martha Meeks
624,14,Jamie Kennedy,Randy Meeks
624,15,Patrick Warburton,Steven ''Steve'' Stone
953,0,Neve Campbell,Sidney Prescott
953,1,David Arquette,Dewey Riley
953,2,Courteney Cox,Gale Weathers Riley
953,3,Emma Roberts,Jill Roberts
953,4,Hayden Panettiere,Kirby Reed
953,5,Anthony Anderson,Anthony Perkins
953,6,Adam Brody,Ross Hoss
953,7,Rory Culkin,Charlie Walker
953,8,Erik Knudsen,Robbie Mercer
953,9,Mary McDonnell,Kate Roberts
953,10,Marley Shelton,Judy Hicks
953,11,Nico Tortorella,Trevor Sheldon
953,12,Alison Briel,Rebecca Walters
953,13,Marielle Jaffe,Olivia Morris
953,14,Gordon Michaels,Deputy Jenkins
953,15,Lucy Hale,Sherrie Marconi
953,16,Shenae Grimes,Trudy Harold
953,17,Anna Paquin,Rachel Milles
953,18,Kristen Bell,Chloe Garret
953,19,Aimee Teegarden,Jenny Randall
953,20,Britt Robertson,Marnie Cooper
272,0,Rachael Kelly,Christie Cromwell
272,1,Marie Masters,Karen Cromwell
272,2,David Allen Brooks,Paul Fox
272,3,Lolita Lorre,Brenda Bohle
272,4,Rocco Sisto,Lacey Bohle
272,5,Corey Parker,Josh Dealey
272,6,Sandra Clark,Janey Ralston
272,7,Tony Sibbald,Bob Dealey
272,8,Stacey Hughes,Seudi
272,9,David Baxt,Mechanic
954,0,Lauren Holly,Professor Isla Whelan
954,1,Marcelle Baer,Shayla Whelan
954,2,Todd Haberkorn,Otto
954,3,Lance Henriksen,Broderick Duncan
954,4,Leanna Cochran,Janie
954,5,Garrett Hines,Kurtis
954,6,Eric F. Adams,Page
526,0,Peter Weller,Commander Joseph A. Hendricksson
526,1,Jennifer Rubin,Jessica Hansen
526,2,Andrew Lauer,Ace Jefferson
526,3,Ron White,Chuck Elbarak
526,4,Charles Powell,Ross
526,5,Roy Dupuis,Becker
526,6,Michael Caloz,David
700,0,Johnny Depp,"Morton ""Mort"" Rainey"
700,1,John Turturro,John Shooter
700,2,Maria Bello,Amy Rainey
700,3,Timothy Hutton,"Ted ""Teddy"" Milner"
700,4,Len Cariou,Sheriff Dave Newsome
700,5,Charles S. Dutton,Private Investigator Ken Karsch
700,6,John Dunn Hill,Tom Greenleaf
700,7,Matt Holland,Detective Bradley
820,0,Will Sanderson,"Maxwell ""Max"" Seed"
820,1,Michael Paré,Detective Matthew Bishop
820,2,Ralf Möller,Warden Arnold Calgrove
820,3,Jodelle Ferland,Emily Bishop
820,4,Thea Gill,Sandra Bishop
820,5,Andrew Jackson,Doctor Parker Wickson
701,0,Jennifer Tilly,Jennifer Tilly
701,1,Brad Dourif,"the voice of Charles Lee ""Chucky"" Ray"
701,2,Billy Boyd,Glen and Glenda Ray
701,3,Redman,Redman
701,4,John Waters,"Peter ""Pete"" Peters"
701,5,Hannah Spearritt,Joan
701,6,Steve Lawton,"Stan ""Stanley"""
701,7,Tony Gardner,Tony Gardner
701,8,Beans El-Balawi,Human Glen
105,0,Chris Sarandon,Michael Lerman
105,1,Cristina Raines,Alison Parker
105,2,Martin Balsam,Prof. Ruzinsky
105,3,John Carradine,Fr. Francis Matthew Halliran
105,4,José Ferrer,Robed Figure
105,5,Ava Gardner,Miss Logan
105,6,Arthur Kennedy,Monsignor Franchino
105,7,Burgess Meredith,Charles Chazen
105,8,Sylvia Miles,Gerde Engstrom
105,9,Deborah Raffin,Jennifer
105,10,Eli Wallach,Det. Gatz
105,11,Christopher Walken,Det. Rizzo
105,12,Jerry Orbach,Film Directed
105,13,Beverly D'Angelo,Sandra
105,14,Hank Garrett,James Brenner
105,15,Nana Visitor,Nana Tucker) - Girl at End
105,16,Tom Berenger,Man at End
105,17,William Hickey,Perry
105,18,Jeff Goldblum,Jack
639,0,Peter Mullan,Gordon Fleming
639,1,David Caruso,Phil
639,2,Stephen Gevedon,Mike
639,3,Josh Lucas,Hank
639,4,Brendan Sexton III,Jeff
639,5,Jurian Hughes,Mary Hobbes
857,0,Amy Smart,Melissa
857,1,Tim Chiou,Yul
857,2,Dennis Chan,Ping
446,0,Christopher Atkins,Sam
446,1,Amanda Wyss,Tracy
446,2,Ari Meyers,Kim
446,3,Roddy McDowall,Sorenson
446,4,Rob Edward Morris,Gary
446,5,Tre Laughlin,Bradley
446,6,Greg Flowers,Richard
446,7,Ann Kymberlie,Laura
446,8,Donna Jarrett,Brenda
736,0,Jennifer Lee Wiggins,Ginny Lydon
736,1,Ocean Marciano,Tyrese
736,2,Chris Facey,Riggs
736,3,Vaz Andreas,Velku
736,4,Marat Glazer,Marcoux
600,0,Casper Van Dien,Steven McKray
600,1,Ernie Hudson,Lawrence Rhodes
600,2,Jenny McShane,Corinne Desantis
600,3,Cordell McQueen,Marc Desantis
600,4,Bentley Mitchum,Dr. Miles Craven
600,5,Chris Olley,Police Chief
640,0,Thorsten Kaye,Dr. Nick Harris
640,1,Edward Burns,Surfer Guy 2
640,2,Daniel Alexander,Roy Bishop
640,3,Nikita Ager,Samantha Peterson
640,4,Caroline Bruins,Amy Peterson
640,5,Danny Keogh,Michael Francisco
640,6,Warrick Grier,Morton
640,7,Morne Visser,Mark Miller
640,8,Alistair Cloete,Tom Miller
640,9,Rory Atkinson,Hootie
640,10,Anton Vorster,Pierson
640,11,Sean Higgs,T.J.
640,12,Ian Jepson,Jeff
640,13,Marc Derman,Kenny
640,14,Stephen Fry,Chuck
663,0,John Barrowman,Ben Carpenter
663,1,Jenny McShane,Cataline Stone
663,2,Ryan Cutrona,Chuck Rampast
663,3,Basher Rahal,Luis Ruiz
663,4,George Stanchev,Esai ´Sy
858,0,Stephen Baldwin,David Franks
858,1,Vanessa Johansson,Laura
858,2,Hilda van der Meulen,Lt. Sofia Totti
858,3,Giacomo Gonnella,Vito Clemenza
858,4,Ivaylo Geraskov,Rossi
90,0,Richard Yniguez,Cabo Mendoza
90,1,Phillip Clark,Rick Dayner
90,2,Jennifer Warren,Carolyn
90,3,Elizabeth Gill,Bonnie
90,4,Victor Campos,Luis
90,5,David Huddleston,Bearde
90,6,Carmen Zapata,Helena Mendoza
955,0,Sara Paxton,Sara Palski
955,1,Dustin Milligan,Nick LaDuca
955,2,Chris Carmack,Dennis Crim
955,3,Katharine McPhee,Beth Mazza
955,4,Chris Zylka,Blake Hammond
955,5,Joel David Moore,Gordon McCracken
955,6,Sinqua Walls,Malik Williams
955,7,Alyssa Diaz,Maya Valdez
955,8,Joshua Leonard,"Robert ""Red"" Allyjah"
955,9,Donal Logue,Sheriff Greg Sabin
1032,0,Ian Ziering,Fin 'Finley' Shepard
1032,1,Tara Reid,April Wexler
1032,2,John Heard,George
1032,3,Cassie Scerbo,Nova Clarke
1032,4,Jason Simmons,Baz Hogan
1032,5,Aubrey Peeples,Claudia
1032,6,Chuck Hittinger,Matt
1032,7,Christopher Wolfe,Collin
1032,8,Robbie Rist,Robbie
1032,9,Alex Arleo,Bobby
1032,10,Connor Weil,Luellyn
1032,11,Julie McCullough,Jonni Waves
1032,12,Adrian Bustamante,Kelso
1032,13,Israel Sáez de Miguel,Captain Carlos Santiago
1032,14,Marcus Choi,Palmer
1064,0,Ian Ziering,Fin Shepard
1064,1,Vivica A. Fox,Skye
1064,2,Mark McGrath,Martin Brody
1064,3,Kari Wuhrer,Ellen
1064,4,Tara Reid,Tara Reid
1064,5,Courtney Baxter,Mora Brody
1064,6,Dante Palminteri,Vaughn Brody
1064,7,Judd Hirsch,Judd Hirsch
1064,8,Stephanie Abrams,Stephanie Abrams
1064,9,Kurt Angle,Fire Chief
1064,10,Benjy Bronk,Homeless Guy
1064,11,Downtown Julie Brown,Nurse Fletcher
1064,12,Juan Castano,Firefighter
1064,13,Don Castro,Transit Cop
1064,14,Lyman Chen,Concierge
1064,15,Billy Ray Cyrus,Doctor Quint
1064,16,"Sandy ""Pepa"" Denton",Polly
1064,17,Andy Dick,Officer Doyle
1064,18,D.C. Douglas,Bud
1064,19,Michael J. Dugan,Lou
1064,20,Nathan Fast,Radio DJ
1064,21,Jared Fogle,Jared from Subway
1064,22,Judah Friedlander,Bryan
1064,23,William Yeagle,Jared's Friend
1064,24,Robert Hays,Captain Bob Wilson
1064,25,Perez Hilton,Impatient Passenger
1064,26,Melanie Hinkle,Paramedic
1064,27,Daymond John,Wall Street Man
1064,28,Richard Kind,"Harland ""The Blaster"" McGuinness"
1064,29,Robert Klein,The Mayor
1064,30,David Lambo,Subway Victim
1064,31,Matt Lauer,Matt Lauer
1064,32,Biz Markie,Vinnie
1064,33,Raphael Miranda,Raphael Miranda
1064,34,Alexis Molnar,Pizza Worker
1064,35,Kelly Osbourne,Flight Attendant
1064,36,Kelly Oxford,Annoyed Woman on Plane
1064,37,Austin Priester,Sky Marshall Ramis
1064,38,Kelly Ripa,Kelly Ripa
1064,39,Al Roker,Al Roker
1064,40,Tiffany Shepis,Chrissie
1064,41,Michael Strahan,Michael Strahan
1064,42,Allee Stone,Nikki
1064,43,Avalon Stone,May
1064,44,Spencer Stone,Jimmy
1064,45,Rachel True,1st Officer Jonni Valentine
1064,46,Thomas P. Vitale,"Father at Mets Game
Antoinette Vitale as Mother at Mets Game
Giovanni T."
1064,47,Antoinette Vitale,Mother at Mets Game
1064,48,Giovanni T.,Ava B.
1064,49,Joan L. and Patrick J. Vitale,Grandparents at Mets Game
1064,50,Cat Wallace,Mom on Plane
1064,51,Kiki Weiss,Sherry
1064,52,Gerald Webb,Technician
1064,53,Raymond T. Williams,Maxx
1064,54,Anthony C. Ferrante,Guy with guitar
1064,55,Petunia,Petunia
1085,0,Ian Ziering,Fin Shepard
1085,1,Tara Reid,April Wexler
1085,2,Cassie Scerbo,Nova Clarke
1085,3,Bo Derek,May Wexler
1085,4,Mark McGrath,Martin Brody
1085,5,Frankie Muniz,Lucas Stevens
1085,6,Ryan Newman,Claudia Shepard
1085,7,Mark Cuban,President Marcus Robbins
1085,8,Jack Griffo,Billy
1085,9,David Hasselhoff,Gilbert Grayson Shepard
1121,0,Ian Ziering,Fin Shepard
1121,1,Tara Reid,April Wexler
1121,2,Tommy Davidson,Aston Reynolds
1121,3,Masiela Lusha,Gemini
1121,4,Ryan Newman,Claudia Shepard
1121,5,Cody Linley,Matt Shepard
1121,6,Imani A. Hakim,Gabrielle
1121,7,Cheryl Tiegs,Raye Shepard
1121,8,Gary Busey,Wilford Wexler
1121,9,David Hasselhoff,Colonel Gilbert Shepard
1153,0,Ian Ziering,Fin Shepard
1153,1,Tara Reid,April Wexler
1153,2,Cassie Scerbo,Nova Clarke
1153,3,Billy Barratt,Gil Shepard
1153,4,Dolph Lundgren,Mature Gil
929,0,Eric Roberts,Dr. Nathan Sands
929,1,Sara Malakul Lane,Nicole Sands
929,2,Kerem Bürsin,Andy Flynn
929,3,Héctor Jiménez,Bones
929,4,Liv Boughn,Stacy Everheart
929,5,Shandi Finnessey,Stephie
702,0,Simon Pegg,Shaun
702,1,Kate Ashfield,Liz
702,2,Nick Frost,Ed
702,3,Lucy Davis,Dianne
702,4,Dylan Moran,David
702,5,Nicola Cunningham,Mary
702,6,Penelope Wilton,Barbara
702,7,Bill Nighy,Phillip
702,8,Jessica Stevenson,Yvonne
702,9,Peter Serafinowicz,Pete
702,10,Rafe Spall,Noel
702,11,Martin Freeman,Declan
178,0,Jack Nicholson,Jack Torrance
178,1,Shelley Duvall,Wendy Torrance
178,2,Danny Lloyd,Danny Torrance
178,3,Scatman Crothers,Dick Hallorann
178,4,Barry Nelson,Stuart Ullman
178,5,Philip Stone,Delbert Grady
178,6,Anne Jackson,Doctor
178,7,Joe Turkel,Lloyd
106,0,Daria Nicolodi,Dora Baldini
106,1,John Steiner,Bruno Baldini
106,2,David Colin Jr.,Marco
106,3,Ivan Rassimov,Dr. Aldo Spidini
106,4,Nicola Salerno,Carlo
107,0,Peter Cushing,SS Commander
107,1,Brooke Adams,Rose
107,2,John Carradine,Captain Ben Morris
107,3,Fred Buch,Chuck
107,4,Jack Davidson,Norman
107,5,Luke Halpin,Keith
107,6,D.J. Sidney,Beverly
107,7,Don Stout,Dobbs
678,0,Scott Weinger,Cole Davidson
678,1,Lindsey McKeon,Kimberly Van Arx
678,2,Juleah Weikel,Pike
678,3,Billy O'Sullivan,Skyler
678,4,Holly Towne,Robyn
678,5,Brad Hawkins,"Christopher ""Christophe"" Ramos"
678,6,Peter Riggs,Kirk Armstrong
678,7,Candace Moon,Shelly Williams
678,8,Ron Varela,"Buddy ""Bud"" Williams"
678,9,Seth Reston,Sheriff Toney
678,10,Elliot Olson,Chad Charlie
678,11,Kjersti Cubberley,Little Girl
678,12,Drake William Smith,Snow Blower Driver
678,13,Jessica Veal,Snowboarding Chick
933,0,Aaron Ashmore,Marcus
933,1,Cindy Sampson,Carmen
933,2,Meghan Heffern,Sara
933,3,Trevor Matthews,Henryk
933,4,Vieslav Krystyan,Arkadiusz
933,5,Laura DeCarteret,Laura Taylor
933,6,Ben Lewis,Eric Taylor
933,7,Julia Debowska,Lidia
933,8,Monica Bugajski,Emilia
933,9,Stefen Hayes,Aleks
933,10,Connor Stanhope,Dariusz
933,11,Philip Craig,Dale
821,0,Lindsey Haun,Tara
821,1,Max Kasch,Troy
821,2,Jack Huston,Jake
821,3,Robert Hoffman,Bluto
821,4,Maya Hazen,Lisa
821,5,Alice Greczyn,Holly
821,6,Don Wycherley,Ernie
821,7,Sean McGinley,Bernie
821,8,David McGinley,Dale
472,0,Jodie Foster,"Clarice Starling
Masha Skorobogatov as young Clarice"
472,1,Masha Skorobogatov,young Clarice
472,2,Anthony Hopkins,Dr. Hannibal Lecter
472,3,Scott Glenn,Jack Crawford
472,4,Ted Levine,"Jame ""Buffalo Bill"" Gumb"
472,5,Anthony Heald,Dr. Frederick Chilton
472,6,Brooke Smith,Catherine Martin
472,7,Diane Baker,U.S. Senator Ruth Martin
472,8,Kasi Lemmons,Ardelia Mapp
472,9,Frankie Faison,Barney Matthews
472,10,Tracey Walter,Lamar
472,11,Charles Napier,Lt. Boyle
472,12,Danny Darst,Sgt. Tate
472,13,Alex Coleman,Sgt. Jim Pembry
472,14,Dan Butler,Roden
472,15,Paul Lazar,Pilcher
472,16,Ron Vawter,Paul Krendler
472,17,Roger Corman,FBI Director Hayden Burke
472,18,Chris Isaak,SWAT Commander
472,19,Harry Northup,Mr. Bimmel
771,0,Radha Mitchell,Rose Da Silva
771,1,Sean Bean,Christopher Da Silva
771,2,Jodelle Ferland,Sharon Da Silva
771,3,Laurie Holden,Cybil Bennett
771,4,Deborah Kara Unger,Dahlia Gillespie
771,5,Kim Coates,Officer Thomas Gucci
771,6,Tanya Allen,Anna
771,7,Alice Krige,Christabella
771,8,Roberto Campanella,Pyramid Head.
1000,0,Sean Bean,Harry Mason/Christopher Da Silva
1000,1,Kit Harrington,Vincent Carter
1000,2,Carrie-Anne Moss,Claudia Wolf. the priestess of the Order of Valtiel
1000,3,Malcolm McDowell,Leonard Wolf
1000,4,Radha Mitchell,Rose Da Silva
1000,5,Deborah Kara Unger,Dahlia Gillepsie
1000,6,Adelaide Clemens,Heather Mason
1000,7,Martin Donovan,Douglas Cartland
1000,8,Chris Anton,Monster in the Mist
1000,9,Heather Marks,Suki
1000,10,James Collins,Evil Caretaker
