Horror Wiki Index,Title,Year,Horror Wiki URL,Stripped Title
248,The Deadly Spawn,1983,/wiki/The_Deadly_Spawn,deadly spawn
301,Deadtime Stories,1986,/wiki/Deadtime_Stories,deadtime stories
1137,Death House,2017,/wiki/Death_House,death house
507,Death Machine,1994,/wiki/Death_Machine,death machine
158,Death Ship,1980,/wiki/Death_Ship,death ship
714,Death Tunnel,2005,/wiki/Death_Tunnel,death tunnel
58,Deathdream,1974,/wiki/Deathdream,deathdream
799,The Deaths of Ian Stone,2007,/wiki/The_Deaths_of_Ian_Stone,deaths of ian stone
1167,Debi (2018),2018,/wiki/Debi_(2018),debi
715,Decadent Evil,2005,/wiki/Decadent_Evil,decadent evil
800,Decadent Evil II,2007,/wiki/Decadent_Evil_II,decadent evil ii
690,Decoys,2004,/wiki/Decoys,decoys
590,Deep Blue Sea (1999),1999,/wiki/Deep_Blue_Sea_(1999),deep blue sea
1168,Deep Blue Sea 2,2018,/wiki/Deep_Blue_Sea_2,deep blue sea 2
1228,Deep Blue Sea 3,2020,/wiki/Deep_Blue_Sea_3,deep blue sea 3
72,Deep Red (1975),1975,/wiki/Deep_Red_(1975),deep red
574,Deep Rising,1998,/wiki/Deep_Rising,deep rising
399,DeepStar Six,1989,/wiki/DeepStar_Six,deepstar six
21,Deliverance,1972,/wiki/Deliverance,deliverance
159,Demented,1980,/wiki/Demented,demented
368,Demon City Shinjuku,1988,/wiki/Demon_City_Shinjuku,demon city shinjuku
97,Demon Seed,1977,/wiki/Demon_Seed,demon seed
281,Demons,1985,/wiki/Demons,demons
302,Demons 2,1986,/wiki/Demons_2,demons 2
400,Demons 6: De Profundis,1989,/wiki/Demons_6:_De_Profundis,demons 6 de profundis
369,Demonwarp,1988,/wiki/Demonwarp,demonwarp
59,Deranged (1974),1974,/wiki/Deranged_(1974),deranged
716,The Descent (2005),2005,/wiki/The_Descent_(2005),descent
875,The Descent: Part 2 (2009),2009,/wiki/The_Descent:_Part_2_(2009),descent part 2
940,Detention,2011,/wiki/Detention,detention
912,Devil,2010,/wiki/Devil,devil
824,The Devil's Chair,2007,/wiki/The_Devil%27s_Chair,devils chair
1048,Devil's Due,2014,/wiki/Devil%27s_Due,devils due
1049,The Devil's Hand (2014),2014,/wiki/The_Devil%27s_Hand_(2014),devils hand
717,The Devil's Rejects,2005,/wiki/The_Devil%27s_Rejects,devils rejects
801,Diary of the Dead,2007,/wiki/Diary_of_the_Dead,diary of dead
1229,Dick Dynamite 1944,2020,/wiki/Dick_Dynamite_1944,dick dynamite
691,Dinocroc,2004,/wiki/Dinocroc,dinocroc
802,Disturbia,2007,/wiki/Disturbia,disturbia
958,The Divide,2011,/wiki/The_Divide,divide
1204,Doctor Sleep,2019,/wiki/Doctor_Sleep,doctor sleep
650,Dog Soldiers,2002,/wiki/Dog_Soldiers,dog soldiers
876,Doghouse,2009,/wiki/Doghouse,doghouse
84,Dogs,1976,/wiki/Dogs,dogs
718,Doll Graveyard,2005,/wiki/Doll_Graveyard,doll graveyard
493,Dollman vs. Demonic Toys,1993,/wiki/Dollman_vs._Demonic_Toys,dollman vs demonic toys
333,Dolls,1987,/wiki/Dolls,dolls
462,Dolly Dearest,1991,/wiki/Dolly_Dearest,dolly dearest
719,Dominion: Prequel to the Exorcist,2005,/wiki/Dominion:_Prequel_to_the_Exorcist,dominion prequel to exorcist
844,Donkey Punch,2008,/wiki/Donkey_Punch,donkey punch
1105,Don't Hang Up,2016,/wiki/Don%27t_Hang_Up,dont hang up
34,Don't Look Now,1973,/wiki/Don%27t_Look_Now,dont look now
370,Don't Panic,1988,/wiki/Don%27t_Panic,dont panic
754,Doodeind (2006),2006,/wiki/Doodeind_(2006),doodeind
720,Doom,2005,/wiki/Doom,doom
629,Down,2001,/wiki/Down,down
616,Dracula 2000,2000,/wiki/Dracula_2000,dracula
651,Dracula (2002),2002,/wiki/Dracula_(2002),dracula
137,Dracula (1979),1979,/wiki/Dracula_(1979),dracula
35,Dracula (1973),1973,/wiki/Dracula_(1973),dracula
521,Dracula: Dead and Loving It,1995,/wiki/Dracula:_Dead_and_Loving_It,dracula dead and loving it
1050,Dracula Untold,2014,/wiki/Dracula_Untold,dracula untold
13,Dracula vs. Frankenstein,1971,/wiki/Dracula_vs._Frankenstein,dracula vs frankenstein
877,Drag Me to Hell,2009,/wiki/Drag_Me_to_Hell,drag me to hell
913,Dream Home,2010,/wiki/Dream_Home,dream home
670,Dreamcatcher,2003,/wiki/Dreamcatcher,dreamcatcher
1230,Dreamkatcher,2020,/wiki/Dreamkatcher,dreamkatcher
160,Dressed to Kill,1980,/wiki/Dressed_to_Kill,dressed to kill
138,The Driller Killer,1979,/wiki/The_Driller_Killer,driller killer
1158,The Dulvey Saga,2017,/wiki/The_Dulvey_Saga,dulvey saga
85,Eaten Alive,1976,/wiki/Eaten_Alive,eaten alive
755,The Eden Formula,2006,/wiki/The_Eden_Formula,eden formula
652,Eight Legged Freaks,2002,/wiki/Eight_Legged_Freaks,eight legged freaks
1220,Eli,2019,/wiki/Eli,eli
1106,Eloise,2016,/wiki/Eloise,eloise
591,End of Days,1999,/wiki/End_of_Days,end of days
1,Equinox,1970,/wiki/Equinox,equinox
1022,Escape from Tomorrow,2013,/wiki/Escape_from_Tomorrow,escape from tomorrow
1221,Escape Room,2019,/wiki/Escape_Room,escape room
553,Event Horizon,1997,/wiki/Event_Horizon,event horizon
721,Evil,2005,/wiki/Evil,evil
878,Evil Angel,2009,/wiki/Evil_Angel,evil angel
756,Evil Bong,2006,/wiki/Evil_Bong,evil bong
879,Evil Bong 2: King Bong,2009,/wiki/Evil_Bong_2:_King_Bong,evil bong 2 king bong
941,Evil Bong 3D: The Wrath of Bong,2011,/wiki/Evil_Bong_3D:_The_Wrath_of_Bong,evil bong 3d wrath of bong
1023,Evil Dead (2013),2013,/wiki/Evil_Dead_(2013),evil dead
190,The Evil Dead (1981),1981,/wiki/The_Evil_Dead_(1981),evil dead
334,Evil Dead II,1987,/wiki/Evil_Dead_II,evil dead ii
371,Evil Dead Trap,1988,/wiki/Evil_Dead_Trap,evil dead trap
45,The Exorcist,1973,/wiki/The_Exorcist,exorcist
692,Exorcist: The Beginning,2004,/wiki/Exorcist:_The_Beginning,exorcist beginning
98,Exorcist II: The Heretic,1977,/wiki/Exorcist_II:_The_Heretic,exorcist ii heretic
432,The Exorcist III (1990),1990,/wiki/The_Exorcist_III_(1990),exorcist iii
653,The Eye (2002),2002,/wiki/The_Eye_(2002),eye
191,Eyes of a Stranger,1981,/wiki/Eyes_of_a_Stranger,eyes of a stranger
1123,The Facility of the Living Dead,2016,/wiki/The_Facility_of_the_Living_Dead,facility of living dead
575,The Faculty,1998,/wiki/The_Faculty,faculty
161,Fade to Black,1980,/wiki/Fade_to_Black,fade to black
335,The Falling,1987,/wiki/The_Falling,falling
757,Family,2006,/wiki/Family,family
1231,Fantasy Island,2020,/wiki/Fantasy_Island,fantasy island
1187,The Farm (2018),2018,/wiki/The_Farm_(2018),farm
693,Fear of Clowns,2004,/wiki/Fear_of_Clowns,fear of clowns
803,Fear of Clowns 2,2007,/wiki/Fear_of_Clowns_2,fear of clowns 2
804,Fear(s) Of The Dark,2007,/wiki/Fear(s)_Of_The_Dark,fear s of dark
722,Feast,2005,/wiki/Feast,feast
845,Feast 2: Sloppy Seconds,2008,/wiki/Feast_2:_Sloppy_Seconds,feast 2 sloppy seconds
880,Feast 3: The Happy Finish,2009,/wiki/Feast_3:_The_Happy_Finish,feast 3 happy finish
942,Fertile Ground,2011,/wiki/Fertile_Ground,fertile ground
1051,Field Freak,2014,/wiki/Field_Freak,field freak
162,Fiend (1980),1980,/wiki/Fiend_(1980),fiend
914,The Final (2010),2010,/wiki/The_Final_(2010),final
617,Final Destination (2000),2000,/wiki/Final_Destination_(2000),final destination
881,The Final Destination (2009),2009,/wiki/The_Final_Destination_(2009),final destination
671,Final Destination 2 (2003),2003,/wiki/Final_Destination_2_(2003),final destination 2
758,Final Destination 3 (2006),2006,/wiki/Final_Destination_3_(2006),final destination 3
943,Final Destination 5 (2011),2011,/wiki/Final_Destination_5_(2011),final destination 5
259,The Final Terror,1983,/wiki/The_Final_Terror,final terror
266,Firestarter (1984),1984,/wiki/Firestarter_(1984),firestarter
654,Firestarter 2: Rekindled,2002,/wiki/Firestarter_2:_Rekindled,firestarter 2 rekindled
452,The First Power,1990,/wiki/The_First_Power,first power
1188,The First Purge,2018,/wiki/The_First_Purge,first purge
529,The Fishmen and Their Queen,1995,/wiki/The_Fishmen_and_Their_Queen,fishmen and their queen
1052,Flight 7500,2014,/wiki/Flight_7500,flight
303,The Fly (1986),1986,/wiki/The_Fly_(1986),fly
401,The Fly II,1989,/wiki/The_Fly_II,fly ii
163,The Fog (1980),1980,/wiki/The_Fog_(1980),fog
723,The Fog (2005),2005,/wiki/The_Fog_(2005),fog
86,The Food of the Gods,1976,/wiki/The_Food_of_the_Gods,food of gods
402,Food of the Gods II,1989,/wiki/Food_of_the_Gods_II,food of gods ii
759,Forbidden Siren,2006,/wiki/Forbidden_Siren,forbidden siren
225,Forbidden World,1982,/wiki/Forbidden_World,forbidden world
60,Frankenstein and the Monster from Hell,1974,/wiki/Frankenstein_and_the_Monster_from_Hell,frankenstein and monster from hell
1024,Frankenstein's Army,2013,/wiki/Frankenstein%27s_Army,frankensteins army
978,Frankenweenie,2012,/wiki/Frankenweenie,frankenweenie
672,Freddy vs. Jason (2003),2003,/wiki/Freddy_vs._Jason_(2003),freddy vs jason
463,Freddy's Dead: The Final Nightmare,1991,/wiki/Freddy%27s_Dead:_The_Final_Nightmare,freddys dead final nightmare
882,Friday the 13th (2009),2009,/wiki/Friday_the_13th_(2009),friday 13th
164,Friday the 13th (1980),1980,/wiki/Friday_the_13th_(1980),friday 13th
282,Friday the 13th: A New Beginning,1985,/wiki/Friday_the_13th:_A_New_Beginning,friday 13th a new beginning
267,Friday the 13th: The Final Chapter,1984,/wiki/Friday_the_13th:_The_Final_Chapter,friday 13th final chapter
192,Friday the 13th Part 2 (1981),1981,/wiki/Friday_the_13th_Part_2_(1981),friday 13th part 2
226,Friday the 13th Part III,1982,/wiki/Friday_the_13th_Part_III,friday 13th part iii
304,Friday the 13th Part VI: Jason Lives,1986,/wiki/Friday_the_13th_Part_VI:_Jason_Lives,friday 13th part vi jason lives
372,Friday the 13th Part VII: The New Blood,1988,/wiki/Friday_the_13th_Part_VII:_The_New_Blood,friday 13th part vii new blood
403,Friday the 13th Part VIII: Jason Takes Manhattan,1989,/wiki/Friday_the_13th_Part_VIII:_Jason_Takes_Manhattan,friday 13th part viii jason takes manhattan
1107,Friend Request (2016),2016,/wiki/Friend_Request_(2016),friend request
283,Fright Night (1985),1985,/wiki/Fright_Night_(1985),fright night
373,Fright Night: Part II,1988,/wiki/Fright_Night:_Part_II,fright night part ii
22,Frogs,1972,/wiki/Frogs,frogs
305,From Beyond,1986,/wiki/From_Beyond,from beyond
61,From Beyond the Grave,1974,/wiki/From_Beyond_the_Grave,from beyond grave
537,From Dusk Till Dawn,1996,/wiki/From_Dusk_Till_Dawn,from dusk till dawn
592,From Dusk Till Dawn 2: Texas Blood Money,1999,/wiki/From_Dusk_Till_Dawn_2:_Texas_Blood_Money,from dusk till dawn 2 texas blood money
593,From Dusk Till Dawn 3: The Hangman's Daughter,1999,/wiki/From_Dusk_Till_Dawn_3:_The_Hangman%27s_Daughter,from dusk till dawn 3 hangmans daughter
805,Frontier(s),2007,/wiki/Frontier(s),frontier s
979,The Frozen (2012),2012,/wiki/The_Frozen_(2012),frozen
494,Full Eclipse,1993,/wiki/Full_Eclipse,full eclipse
193,The Funhouse,1981,/wiki/The_Funhouse,funhouse
1088,The Funhouse Massacre,2015,/wiki/The_Funhouse_Massacre,funhouse massacre
130,The Fury,1978,/wiki/The_Fury,fury
23,Fury of the Wolfman,1972,/wiki/Fury_of_the_Wolfman,fury of wolfman
284,Galaxy Invader,1985,/wiki/Galaxy_Invader,galaxy invader
194,Galaxy of Terror,1981,/wiki/Galaxy_of_Terror,galaxy of terror
1077,The Gallows,2015,/wiki/The_Gallows,gallows
1217,The Gallows: Act II,2019,/wiki/The_Gallows:_Act_II,gallows act ii
356,The Gate,1987,/wiki/The_Gate,gate
453,The Gate II: Trespassers,1990,/wiki/The_Gate_II:_Trespassers,gate ii trespassers
1138,Gerald's Game,2017,/wiki/Gerald%27s_Game,geralds game
1139,Get Out,2017,/wiki/Get_Out,get out
1025,Ghost Shark,2013,/wiki/Ghost_Shark,ghost shark
655,Ghost Ship (2002),2002,/wiki/Ghost_Ship_(2002),ghost ship
195,Ghost Story,1981,/wiki/Ghost_Story,ghost story
196,Ghostkeeper,1981,/wiki/Ghostkeeper,ghostkeeper
630,Ghosts of Mars,2001,/wiki/Ghosts_of_Mars,ghosts of mars
77,The Ghoul,1975,/wiki/The_Ghoul,ghoul
285,Ghoulies,1985,/wiki/Ghoulies,ghoulies
336,Ghoulies II,1987,/wiki/Ghoulies_II,ghoulies ii
464,Ghoulies III: Ghoulies Go To College,1991,/wiki/Ghoulies_III:_Ghoulies_Go_To_College,ghoulies iii ghoulies go to college
618,Ginger Snaps,2000,/wiki/Ginger_Snaps,ginger snaps
694,Ginger Snaps Back: The Beginning,2004,/wiki/Ginger_Snaps_Back:_The_Beginning,ginger snaps back beginning
695,Ginger Snaps II: Unleashed,2004,/wiki/Ginger_Snaps_II:_Unleashed,ginger snaps ii unleashed
724,The Gingerdead Man,2005,/wiki/The_Gingerdead_Man,gingerdead man
846,Gingerdead Man 2: Passion of the Crust,2008,/wiki/Gingerdead_Man_2:_Passion_of_the_Crust,gingerdead man 2 passion of crust
944,Gingerdead Man 3: Saturday Night Cleaver,2011,/wiki/Gingerdead_Man_3:_Saturday_Night_Cleaver,gingerdead man 3 saturday night cleaver
1169,Glitch,2018,/wiki/Glitch,glitch
1053,Godzilla (2014),2014,/wiki/Godzilla_(2014),godzilla
576,Godzilla (1998),1998,/wiki/Godzilla_(1998),godzilla
1205,Godzilla: King of the Monsters (2019),2019,/wiki/Godzilla:_King_of_the_Monsters_(2019),godzilla king of monsters
62,Godzilla vs. Mechagodzilla,1974,/wiki/Godzilla_vs._Mechagodzilla,godzilla vs mechagodzilla
501,The Good Son,1993,/wiki/The_Good_Son,good son
2,Goodbye Gemini,1970,/wiki/Goodbye_Gemini,goodbye gemini
980,Grabbers,2012,/wiki/Grabbers,grabbers
945,Grave Encounters,2011,/wiki/Grave_Encounters,grave encounters
981,Grave Encounters 2,2012,/wiki/Grave_Encounters_2,grave encounters 2
776,The Gravedancers,2006,/wiki/The_Gravedancers,gravedancers
433,Graveyard Shift,1990,/wiki/Graveyard_Shift,graveyard shift
197,Great White,1981,/wiki/Great_White,great white
268,Gremlins,1984,/wiki/Gremlins,gremlins
434,Gremlins 2: The New Batch,1990,/wiki/Gremlins_2:_The_New_Batch,gremlins 2 new batch
1170,Greta,2018,/wiki/Greta,greta
1232,Gretel & Hansel,2020,/wiki/Gretel_%26_Hansel,gretel hansel
959,The Grey,2011,/wiki/The_Grey,grey
87,Grizzly,1976,/wiki/Grizzly,grizzly
705,The Grudge (2004),2004,/wiki/The_Grudge_(2004),grudge
1239,The Grudge (2020),2020,/wiki/The_Grudge_(2020),grudge
1171,Halloween (2018),2018,/wiki/Halloween_(2018),halloween
115,Halloween (1978),1978,/wiki/Halloween_(1978),halloween
806,Halloween (2007),2007,/wiki/Halloween_(2007),halloween
374,Halloween 4: The Return of Michael Myers,1988,/wiki/Halloween_4:_The_Return_of_Michael_Myers,halloween 4 return of michael myers
404,Halloween 5: The Revenge of Michael Myers,1989,/wiki/Halloween_5:_The_Revenge_of_Michael_Myers,halloween 5 revenge of michael myers
522,Halloween: The Curse of Michael Myers,1995,/wiki/Halloween:_The_Curse_of_Michael_Myers,halloween curse of michael myers
577,Halloween H20: 20 Years Later (1998),1998,/wiki/Halloween_H20:_20_Years_Later_(1998),halloween h20 20 years later
883,Halloween II (2009),2009,/wiki/Halloween_II_(2009),halloween ii
198,Halloween II (1981),1981,/wiki/Halloween_II_(1981),halloween ii
227,Halloween III: Season of the Witch,1982,/wiki/Halloween_III:_Season_of_the_Witch,halloween iii season of witch
656,Halloween: Resurrection,2002,/wiki/Halloween:_Resurrection,halloween resurrection
725,Hammerhead: Shark Frenzy,2005,/wiki/Hammerhead:_Shark_Frenzy,hammerhead shark frenzy
216,The Hand,1981,/wiki/The_Hand,hand
36,"Hannah, Queen of the Vampires",1973,"/wiki/Hannah,_Queen_of_the_Vampires",hannah queen of vampires
631,Hannibal,2001,/wiki/Hannibal,hannibal
807,Hannibal Rising,2007,/wiki/Hannibal_Rising,hannibal rising
1026,Hansel & Gretel: Witch Hunters,2013,/wiki/Hansel_%26_Gretel:_Witch_Hunters,hansel gretel witch hunters
199,Happy Birthday to Me,1981,/wiki/Happy_Birthday_to_Me,happy birthday to me
1140,Happy Death Day,2017,/wiki/Happy_Death_Day,happy death day
1206,Happy Death Day 2U,2019,/wiki/Happy_Death_Day_2U,happy death day 2u
435,Hard to Die,1990,/wiki/Hard_to_Die,hard to die
1078,Hatred,2015,/wiki/Hatred,hatred
1207,Haunt (2019),2019,/wiki/Haunt_(2019),haunt
679,The Haunted Mansion (2003),2003,/wiki/The_Haunted_Mansion_(2003),haunted mansion
604,The Haunting,1999,/wiki/The_Haunting,haunting
982,The Haunting of Helena,2012,/wiki/The_Haunting_of_Helena,haunting of helena
99,Hausu,1977,/wiki/Hausu,hausu
165,He Knows You're Alone,1980,/wiki/He_Knows_You%27re_Alone,he knows youre alone
884,Heartless,2009,/wiki/Heartless,heartless
200,Hell Night,1981,/wiki/Hell_Night,hell night
166,Hell of the Living Dead,1980,/wiki/Hell_of_the_Living_Dead,hell of living dead
375,Hellbound: Hellraiser II (1988),1988,/wiki/Hellbound:_Hellraiser_II_(1988),hellbound hellraiser ii
347,Hello Mary Lou: Prom Night II,1987,/wiki/Hello_Mary_Lou:_Prom_Night_II,hello mary lou prom night ii
337,Hellraiser (1987),1987,/wiki/Hellraiser_(1987),hellraiser
538,Hellraiser: Bloodline,1996,/wiki/Hellraiser:_Bloodline,hellraiser bloodline
726,Hellraiser: Deader,2005,/wiki/Hellraiser:_Deader,hellraiser deader
657,Hellraiser: Hellseeker,2002,/wiki/Hellraiser:_Hellseeker,hellraiser hellseeker
727,Hellraiser: Hellworld,2005,/wiki/Hellraiser:_Hellworld,hellraiser hellworld
485,Hellraiser III: Hell on Earth,1992,/wiki/Hellraiser_III:_Hell_on_Earth,hellraiser iii hell on earth
619,Hellraiser: Inferno,2000,/wiki/Hellraiser:_Inferno,hellraiser inferno
1172,Hellraiser: Judgment,2018,/wiki/Hellraiser:_Judgment,hellraiser judgment
946,Hellraiser: Revelations,2011,/wiki/Hellraiser:_Revelations,hellraiser revelations
306,Henry: Portrait Of A Serial Killer (1986),1986,/wiki/Henry:_Portrait_Of_A_Serial_Killer_(1986),henry portrait of a serial killer
1173,Hereditary,2018,/wiki/Hereditary,hereditary
357,The Hidden,1987,/wiki/The_Hidden,hidden
728,Hide and Seek,2005,/wiki/Hide_and_Seek,hide and seek
554,Hideous!,1997,/wiki/Hideous!,hideous
760,The Hills Have Eyes (2006),2006,/wiki/The_Hills_Have_Eyes_(2006),hills have eyes
100,The Hills Have Eyes (1977),1977,/wiki/The_Hills_Have_Eyes_(1977),hills have eyes
825,The Hills Have Eyes 2 (2007),2007,/wiki/The_Hills_Have_Eyes_2_(2007),hills have eyes 2
286,The Hills Have Eyes Part II (1985),1985,/wiki/The_Hills_Have_Eyes_Part_II_(1985),hills have eyes part ii
901,The Hills Run Red,2009,/wiki/The_Hills_Run_Red,hills run red
307,The Hitcher (1986),1986,/wiki/The_Hitcher_(1986),hitcher
862,The Hive 2008,2008,/wiki/The_Hive_2008,hive
620,Hollow Man,2000,/wiki/Hollow_Man,hollow man
1027,Horns,2013,/wiki/Horns,horns
24,Horror Express,1972,/wiki/Horror_Express,horror express
3,The Horror of Frankenstein,1970,/wiki/The_Horror_of_Frankenstein,horror of frankenstein
761,The Host,2006,/wiki/The_Host,host
729,Hostel,2005,/wiki/Hostel,hostel
808,Hostel: Part II,2007,/wiki/Hostel:_Part_II,hostel part ii
947,Hostel: Part III (2011),2011,/wiki/Hostel:_Part_III_(2011),hostel part iii
308,House (1986),1986,/wiki/House_(1986),house
101,House (1977),1977,/wiki/House_(1977),house
983,House at the End of the Street,2012,/wiki/House_at_the_End_of_the_Street,house at end of street
201,The House by the Cemetery,1981,/wiki/The_House_by_the_Cemetery,house by cemetery
338,House II: The Second Story,1987,/wiki/House_II:_The_Second_Story,house ii second story
486,House IV,1992,/wiki/House_IV,house iv
420,The House of Clocks,1989,/wiki/The_House_of_Clocks,house of clocks
4,House of Dark Shadows,1970,/wiki/House_of_Dark_Shadows,house of dark shadows
555,House of Frankenstein (1997),1997,/wiki/House_of_Frankenstein_(1997),house of frankenstein
405,House of Lost Souls,1989,/wiki/House_of_Lost_Souls,house of lost souls
730,House of Wax (2005),2005,/wiki/House_of_Wax_(2005),house of wax
594,House on Haunted Hill,1999,/wiki/House_on_Haunted_Hill,house on haunted hill
249,The House on Sorority Row,1983,/wiki/The_House_on_Sorority_Row,house on sorority row
16,The House That Dripped Blood,1971,/wiki/The_House_That_Dripped_Blood,house that dripped blood
1189,The House with a Clock in Its Walls,2018,/wiki/The_House_with_a_Clock_in_Its_Walls,house with a clock in its walls
202,The Howling (1981),1981,/wiki/The_Howling_(1981),howling
287,Howling II: Your Sister Is a Werewolf,1985,/wiki/Howling_II:_Your_Sister_Is_a_Werewolf,howling ii your sister is a werewolf
339,Howling III: The Marsupials,1987,/wiki/Howling_III:_The_Marsupials,howling iii marsupials
376,Howling IV: The Original Nightmare,1988,/wiki/Howling_IV:_The_Original_Nightmare,howling iv original nightmare
960,The Howling: Reborn,2011,/wiki/The_Howling:_Reborn,howling reborn
406,Howling V: The Rebirth,1989,/wiki/Howling_V:_The_Rebirth,howling v rebirth
167,Humanoids from the Deep (1980),1980,/wiki/Humanoids_from_the_Deep_(1980),humanoids from deep
228,Humongous,1982,/wiki/Humongous,humongous
948,Husk,2011,/wiki/Husk,husk
809,I Am Legend,2007,/wiki/I_Am_Legend,i am legend
556,I Know What You Did Last Summer (1997),1997,/wiki/I_Know_What_You_Did_Last_Summer_(1997),i know what you did last summer
915,I Spit On Your Grave (2010),2010,/wiki/I_Spit_On_Your_Grave_(2010),i spit on your grave
116,I Spit On Your Grave (1978),1978,/wiki/I_Spit_On_Your_Grave_(1978),i spit on your grave
578,I Still Know What You Did Last Summer (1998),1998,/wiki/I_Still_Know_What_You_Did_Last_Summer_(1998),i still know what you did last summer
1108,Ice Sharks,2016,/wiki/Ice_Sharks,ice sharks
377,Iced,1988,/wiki/Iced,iced
595,Idle Hands,1999,/wiki/Idle_Hands,idle hands
762,I'll Always Know What You Did Last Summer (2006),2006,/wiki/I%27ll_Always_Know_What_You_Did_Last_Summer_(2006),ill always know what you did last summer
763,Imprint,2006,/wiki/Imprint,imprint
508,In the Mouth of Madness,1994,/wiki/In_the_Mouth_of_Madness,in mouth of madness
168,Inferno,1980,/wiki/Inferno,inferno
658,Infested (2002),2002,/wiki/Infested_(2002),infested
487,Innocent Blood,1992,/wiki/Innocent_Blood,innocent blood
1028,Inside,2013,/wiki/Inside,inside
916,Insidious (2010),2010,/wiki/Insidious_(2010),insidious
1029,Insidious: Chapter 2 (2013),2013,/wiki/Insidious:_Chapter_2_(2013),insidious chapter 2
1079,Insidious: Chapter 3 (2015),2015,/wiki/Insidious:_Chapter_3_(2015),insidious chapter 3
1174,Insidious: The Last Key (2018),2018,/wiki/Insidious:_The_Last_Key_(2018),insidious last key
1233,Intersect,2020,/wiki/Intersect,intersect
407,Intruder (1989),1989,/wiki/Intruder_(1989),intruder
309,Invaders from Mars (1986),1986,/wiki/Invaders_from_Mars_(1986),invaders from mars
117,Invasion of the Body Snatchers (1978),1978,/wiki/Invasion_of_the_Body_Snatchers_(1978),invasion of body snatchers
1240,The Invisible Man (2020),2020,/wiki/The_Invisible_Man_(2020),invisible man
1208,It: Chapter Two (2019),2019,/wiki/It:_Chapter_Two_(2019),it chapter two
118,It Lives Again,1978,/wiki/It_Lives_Again,it lives again
63,It's Alive!,1974,/wiki/It%27s_Alive!,its alive
579,I've Been Waiting for You,1998,/wiki/I%27ve_Been_Waiting_for_You,ive been waiting for you
557,Jack Frost (1997),1997,/wiki/Jack_Frost_(1997),jack frost
1109,Jack Goes Home,2016,/wiki/Jack_Goes_Home,jack goes home
436,Jacob's Ladder,1990,/wiki/Jacob%27s_Ladder,jacobs ladder
495,Jason Goes to Hell: The Final Friday,1993,/wiki/Jason_Goes_to_Hell:_The_Final_Friday,jason goes to hell final friday
632,Jason X,2001,/wiki/Jason_X,jason x
119,Jaws 2,1978,/wiki/Jaws_2,jaws 2
250,Jaws 3-D,1983,/wiki/Jaws_3-D,jaws 3 d
73,Jaws (film),1975,/wiki/Jaws_(film),jaws film
340,Jaws: The Revenge,1987,/wiki/Jaws:_The_Revenge,jaws revenge
633,Jeepers Creepers,2001,/wiki/Jeepers_Creepers,jeepers creepers
1141,Jeepers Creepers 3,2017,/wiki/Jeepers_Creepers_3,jeepers creepers 3
673,Jeepers Creepers II,2003,/wiki/Jeepers_Creepers_II,jeepers creepers ii
120,Jennifer,1978,/wiki/Jennifer,jennifer
885,Jennifer's Body,2009,/wiki/Jennifer%27s_Body,jennifers body
1142,Jigsaw (2017),2017,/wiki/Jigsaw_(2017),jigsaw
659,Ju-on: The Grudge,2002,/wiki/Ju-on:_The_Grudge,ju on grudge
984,Jurassic Shark,2012,/wiki/Jurassic_Shark,jurassic shark
203,Just Before Dawn,1981,/wiki/Just_Before_Dawn,just before dawn
580,Katasumi,1998,/wiki/Katasumi,katasumi
408,Killer Crocodile,1989,/wiki/Killer_Crocodile,killer crocodile
437,Killer Crocodile 2 (1990),1990,/wiki/Killer_Crocodile_2_(1990),killer crocodile 2
378,Killer Klowns from Outer Space (1988),1988,/wiki/Killer_Klowns_from_Outer_Space_(1988),killer klowns from outer space
379,Killing Birds,1988,/wiki/Killing_Birds,killing birds
917,Killjoy 3: Killjoy's Revenge,2010,/wiki/Killjoy_3:_Killjoy%27s_Revenge,killjoy 3 killjoys revenge
985,Killjoy 4: Killjoy Goes to Hell,2012,/wiki/Killjoy_4:_Killjoy_Goes_to_Hell,killjoy 4 killjoy goes to hell
596,King Cobra,1999,/wiki/King_Cobra,king cobra
731,King Kong (2005),2005,/wiki/King_Kong_(2005),king kong
88,King Kong (1976),1976,/wiki/King_Kong_(1976),king kong
1143,Kong: Skull Island,2017,/wiki/Kong:_Skull_Island,kong skull island
1080,Krampus,2015,/wiki/Krampus,krampus
1110,Krampus: The Devil Returns,2016,/wiki/Krampus:_The_Devil_Returns,krampus devil returns
1054,Kristy,2014,/wiki/Kristy,kristy
886,Laid to Rest,2009,/wiki/Laid_to_Rest,laid to rest
597,Lake Placid,1999,/wiki/Lake_Placid,lake placid
810,Lake Placid 2,2007,/wiki/Lake_Placid_2,lake placid 2
986,Lake Placid: The Final Chapter,2012,/wiki/Lake_Placid:_The_Final_Chapter,lake placid final chapter
1175,Lake Placid: Legacy,2018,/wiki/Lake_Placid:_Legacy,lake placid legacy
1081,Lake Placid vs Anaconda,2015,/wiki/Lake_Placid_vs_Anaconda,lake placid vs anaconda
732,Land of the Dead,2005,/wiki/Land_of_the_Dead,land of dead
121,Laserblast,1978,/wiki/Laserblast,laserblast
25,The Last House on the Left (1972),1972,/wiki/The_Last_House_on_the_Left_(1972),last house on left
1089,The Lazarus Effect (2015),2015,/wiki/The_Lazarus_Effect_(2015),lazarus effect
