Horror Wiki Index,Title,Year,Horror Wiki URL,Stripped Title
1144,Leatherface (film),2017,/wiki/Leatherface_(film),leatherface film
438,Leatherface: The Texas Chainsaw Massacre III,1990,/wiki/Leatherface:_The_Texas_Chainsaw_Massacre_III,leatherface texas chainsaw massacre iii
122,The Legacy,1978,/wiki/The_Legacy,legacy
28,The Legend of Boggy Creek,1972,/wiki/The_Legend_of_Boggy_Creek,legend of boggy creek
37,The Legend of Hell House,1973,/wiki/The_Legend_of_Hell_House,legend of hell house
918,Legion,2010,/wiki/Legion,legion
509,Leprechaun 2,1994,/wiki/Leprechaun_2,leprechaun 2
523,Leprechaun 3,1995,/wiki/Leprechaun_3,leprechaun 3
558,Leprechaun 4: In Space,1997,/wiki/Leprechaun_4:_In_Space,leprechaun 4 in space
674,Leprechaun: Back 2 tha Hood,2003,/wiki/Leprechaun:_Back_2_tha_Hood,leprechaun back 2 tha hood
496,Leprechaun (film),1993,/wiki/Leprechaun_(film),leprechaun film
621,Leprechaun in the Hood,2000,/wiki/Leprechaun_in_the_Hood,leprechaun in hood
1055,Leprechaun: Origins,2014,/wiki/Leprechaun:_Origins,leprechaun origins
1176,Leprechaun Returns,2018,/wiki/Leprechaun_Returns,leprechaun returns
64,Let Sleeping Corpses Lie,1974,/wiki/Let_Sleeping_Corpses_Lie,let sleeping corpses lie
14,Let's Scare Jessica to Death,1971,/wiki/Let%27s_Scare_Jessica_to_Death,lets scare jessica to death
409,Leviathan,1989,/wiki/Leviathan,leviathan
1145,Life,2017,/wiki/Life,life
1056,Life After Beth,2014,/wiki/Life_After_Beth,life after beth
887,Life Evil,2009,/wiki/Life_Evil,life evil
288,Lifeforce,1985,/wiki/Lifeforce,lifeforce
1111,Lights Out,2016,/wiki/Lights_Out,lights out
74,Lips of Blood,1975,/wiki/Lips_of_Blood,lips of blood
65,Lisa and the Devil,1974,/wiki/Lisa_and_the_Devil,lisa and devil
1209,Little Monsters (2019),2019,/wiki/Little_Monsters_(2019),little monsters
1177,The Little Stranger,2018,/wiki/The_Little_Stranger,little stranger
949,Livid,2011,/wiki/Livid,livid
987,The Lords of Salem,2012,/wiki/The_Lords_of_Salem,lords of salem
341,The Lost Boys,1987,/wiki/The_Lost_Boys,lost boys
932,The Lost Tribe,2010,/wiki/The_Lost_Tribe,lost tribe
902,The Loved Ones,2009,/wiki/The_Loved_Ones,loved ones
310,Lucker the Necrophagous,1986,/wiki/Lucker_the_Necrophagous,lucker necrophagous
1210,Ma,2019,/wiki/Ma,ma
66,Madhouse,1974,/wiki/Madhouse,madhouse
950,Madison County,2011,/wiki/Madison_County,madison county
229,Madman (1982),1982,/wiki/Madman_(1982),madman
410,Mae Bia,1989,/wiki/Mae_Bia,mae bia
988,Mae Nak 3D,2012,/wiki/Mae_Nak_3D,mae nak 3d
1082,Maggie,2015,/wiki/Maggie,maggie
123,Magic,1978,/wiki/Magic,magic
1030,Mama,2013,/wiki/Mama,mama
811,Maneater,2007,/wiki/Maneater,maneater
530,The Mangler,1995,/wiki/The_Mangler,mangler
664,The Mangler 2,2002,/wiki/The_Mangler_2,mangler 2
989,Maniac (2012),2012,/wiki/Maniac_(2012),maniac
169,Maniac (1980),1980,/wiki/Maniac_(1980),maniac
380,Maniac Cop,1988,/wiki/Maniac_Cop,maniac cop
439,Maniac Cop 2,1990,/wiki/Maniac_Cop_2,maniac cop 2
498,Maniac Cop III: Badge of Silence,1993,/wiki/Maniac_Cop_III:_Badge_of_Silence,maniac cop iii badge of silence
497,Man's Best Friend,1993,/wiki/Man%27s_Best_Friend,mans best friend
38,Mark of the Devil Part II,1973,/wiki/Mark_of_the_Devil_Part_II,mark of devil part ii
124,Martin,1978,/wiki/Martin,martin
1222,Mary,2019,/wiki/Mary,mary
251,Mausoleum,1983,/wiki/Mausoleum,mausoleum
311,Maximum Overdrive,1986,/wiki/Maximum_Overdrive,maximum overdrive
660,May,2002,/wiki/May,may
1190,The Meg,2018,/wiki/The_Meg,meg
888,Mega Shark vs. Giant Octopus,2009,/wiki/Mega_Shark_vs._Giant_Octopus,mega shark vs giant octopus
634,Mermaid Chronicles Part 1: She Creature,2001,/wiki/Mermaid_Chronicles_Part_1:_She_Creature,mermaid chronicles part 1 she creature
826,The Messengers,2007,/wiki/The_Messengers,messengers
440,Metamorphosis: The Alien Factor,1990,/wiki/Metamorphosis:_The_Alien_Factor,metamorphosis alien factor
847,The Midnight Meat Train,2008,/wiki/The_Midnight_Meat_Train,midnight meat train
441,Midnight Ride (1990),1990,/wiki/Midnight_Ride_(1990),midnight ride
1211,Midsommar,2019,/wiki/Midsommar,midsommar
559,Mimic,1997,/wiki/Mimic,mimic
848,Mirrors,2008,/wiki/Mirrors,mirrors
919,Mirrors 2,2010,/wiki/Mirrors_2,mirrors 2
442,Misery,1990,/wiki/Misery,misery
812,The Mist (2007),2007,/wiki/The_Mist_(2007),mist
1112,Monday at 11:01 A.M.,2016,/wiki/Monday_at_11:01_A.M.,monday at 11 01 a m
381,Monkey Shines,1988,/wiki/Monkey_Shines,monkey shines
269,Monster Dog,1984,/wiki/Monster_Dog,monster dog
764,Monster House (2006),2006,/wiki/Monster_House_(2006),monster house
342,The Monster Squad,1987,/wiki/The_Monster_Squad,monster squad
170,Monstroid,1980,/wiki/Monstroid,monstroid
675,Monsturd,2003,/wiki/Monsturd,monsturd
171,Motel Hell,1980,/wiki/Motel_Hell,motel hell
961,The Moth Diaries,2011,/wiki/The_Moth_Diaries,moth diaries
827,The Mother of Tears,2007,/wiki/The_Mother_of_Tears,mother of tears
765,Mr. Jingles,2006,/wiki/Mr._Jingles,mr jingles
605,The Mummy (1999),1999,/wiki/The_Mummy_(1999),mummy
1146,The Mummy (2017),2017,/wiki/The_Mummy_(2017),mummy
863,The Mummy: Tomb of the Dragon Emperor,2008,/wiki/The_Mummy:_Tomb_of_the_Dragon_Emperor,mummy tomb of dragon emperor
343,Munchies,1987,/wiki/Munchies,munchies
204,My Bloody Valentine (1981),1981,/wiki/My_Bloody_Valentine_(1981),my bloody valentine
889,My Bloody Valentine 3D,2009,/wiki/My_Bloody_Valentine_3D,my bloody valentine 3d
312,My Demon Lover,1986,/wiki/My_Demon_Lover,my demon lover
920,My Soul to Take,2010,/wiki/My_Soul_to_Take,my soul to take
205,Mystics in Bali,1981,/wiki/Mystics_in_Bali,mystics in bali
890,Necromentia,2009,/wiki/Necromentia,necromentia
499,Needful Things,1993,/wiki/Needful_Things,needful things
849,Never Cry Werewolf,2008,/wiki/Never_Cry_Werewolf,never cry werewolf
1241,The New Mutants,2020,/wiki/The_New_Mutants,new mutants
172,New Year's Evil,1980,/wiki/New_Year%27s_Evil,new years evil
1147,Night Closes,2017,/wiki/Night_Closes,night closes
560,The Night Flier,1997,/wiki/The_Night_Flier,night flier
313,Night of the Creeps,1986,/wiki/Night_of_the_Creeps,night of creeps
15,Night of Dark Shadows (1971),1971,/wiki/Night_of_Dark_Shadows_(1971),night of dark shadows
173,Night of the Demon (1980),1980,/wiki/Night_of_the_Demon_(1980),night of demon
382,Night of the Demons,1988,/wiki/Night_of_the_Demons,night of demons
443,Night of The Living Dead (1990),1990,/wiki/Night_of_The_Living_Dead_(1990),night of living dead
206,Night School,1981,/wiki/Night_School,night school
289,Night Train to Terror,1985,/wiki/Night_Train_to_Terror,night train to terror
230,Night Warning,1982,/wiki/Night_Warning,night warning
39,Night Watch,1973,/wiki/Night_Watch,night watch
231,Nightbeast,1982,/wiki/Nightbeast,nightbeast
444,Nightbreed,1990,/wiki/Nightbreed,nightbreed
502,The Nightmare Before Christmas (1993),1993,/wiki/The_Nightmare_Before_Christmas_(1993),nightmare before christmas
174,Nightmare City,1980,/wiki/Nightmare_City,nightmare city
561,Nightwatch (1997),1997,/wiki/Nightwatch_(1997),nightwatch
139,Nightwing,1979,/wiki/Nightwing,nightwing
40,No Way Out,1973,/wiki/No_Way_Out,no way out
140,Nosferatu the Vampyre,1979,/wiki/Nosferatu_the_Vampyre,nosferatu vampyre
1178,The Nun (2018),2018,/wiki/The_Nun_(2018),nun
1057,Oculus,2014,/wiki/Oculus,oculus
421,The Ogre,1989,/wiki/The_Ogre,ogre
778,The Omen (2006),2006,/wiki/The_Omen_(2006),omen
89,The Omen (1976),1976,/wiki/The_Omen_(1976),omen
777,The Omen (2006 film),2006,/wiki/The_Omen_(2006_film),omen 2006 film
207,Omen III: The Final Conflict,1981,/wiki/Omen_III:_The_Final_Conflict,omen iii final conflict
465,Omen IV: The Awakening,1991,/wiki/Omen_IV:_The_Awakening,omen iv awakening
252,One Dark Night,1983,/wiki/One_Dark_Night,one dark night
850,One Missed Call (2008),2008,/wiki/One_Missed_Call_(2008),one missed call
344,Opera,1987,/wiki/Opera,opera
102,Orca (film),1977,/wiki/Orca_(film),orca film
891,Orphan,2009,/wiki/Orphan,orphan
1242,The Other Lamb,2020,/wiki/The_Other_Lamb,other lamb
1058,Ouija,2014,/wiki/Ouija,ouija
1113,Ouija: Origin of Evil,2016,/wiki/Ouija:_Origin_of_Evil,ouija origin of evil
1179,Overlord,2018,/wiki/Overlord,overlord
813,P2,2007,/wiki/P2,p2
103,The Pack,1977,/wiki/The_Pack,pack
1090,The Pack (2015),2015,/wiki/The_Pack_(2015),pack
892,Pandorum (2009),2009,/wiki/Pandorum_(2009),pandorum
814,Paranormal Activity (2007),2007,/wiki/Paranormal_Activity_(2007),paranormal activity
921,Paranormal Activity 2 (2010),2010,/wiki/Paranormal_Activity_2_(2010),paranormal activity 2
922,Paranormal Activity 2: Tokyo Night,2010,/wiki/Paranormal_Activity_2:_Tokyo_Night,paranormal activity 2 tokyo night
951,Paranormal Activity 3 (2011),2011,/wiki/Paranormal_Activity_3_(2011),paranormal activity 3
1059,Paranormal Activity 4 (2012),2014,/wiki/Paranormal_Activity_4_(2012),paranormal activity 4
1083,Paranormal Activity: The Ghost Dimension (2015),2015,/wiki/Paranormal_Activity:_The_Ghost_Dimension_(2015),paranormal activity ghost dimension
1060,Paranormal Activity: The Marked Ones (2014),2014,/wiki/Paranormal_Activity:_The_Marked_Ones_(2014),paranormal activity marked ones
1180,Patient Zero,2018,/wiki/Patient_Zero,patient zero
125,Patrick (1978),1978,/wiki/Patrick_(1978),patrick
175,Patrick vive ancora,1980,/wiki/Patrick_vive_ancora,patrick vive ancora
466,The People Under the Stairs,1991,/wiki/The_People_Under_the_Stairs,people under stairs
1212,Pet Sematary (2019),2019,/wiki/Pet_Sematary_(2019),pet sematary
411,Pet Sematary (1989),1989,/wiki/Pet_Sematary_(1989),pet sematary
488,Pet Sematary II,1992,/wiki/Pet_Sematary_II,pet sematary ii
141,Phantasm,1979,/wiki/Phantasm,phantasm
412,Phantasm II,1989,/wiki/Phantasm_II,phantasm ii
510,Phantasm III: Lord of the Dead,1994,/wiki/Phantasm_III:_Lord_of_the_Dead,phantasm iii lord of dead
581,Phantasm IV: Oblivion,1998,/wiki/Phantasm_IV:_Oblivion,phantasm iv oblivion
1114,Phantasm: Ravager,2016,/wiki/Phantasm:_Ravager,phantasm ravager
1124,The Phantom Hour,2016,/wiki/The_Phantom_Hour,phantom hour
413,The Phantom of the Opera (1989),1989,/wiki/The_Phantom_of_the_Opera_(1989),phantom of opera
582,Phantoms,1998,/wiki/Phantoms,phantoms
290,Phenomena,1985,/wiki/Phenomena,phenomena
232,Pieces,1982,/wiki/Pieces,pieces
539,Pinocchio's Revenge,1996,/wiki/Pinocchio%27s_Revenge,pinocchios revenge
126,Piranha (1978),1978,/wiki/Piranha_(1978),piranha
524,Piranha (1995),1995,/wiki/Piranha_(1995),piranha
923,Piranha 3D,2010,/wiki/Piranha_3D,piranha 3d
990,Piranha 3DD,2012,/wiki/Piranha_3DD,piranha 3dd
208,Piranha II: The Spawning,1981,/wiki/Piranha_II:_The_Spawning,piranha ii spawning
217,The Pit,1981,/wiki/The_Pit,pit
1148,Playing with Dolls: Havoc,2017,/wiki/Playing_with_Dolls:_Havoc,playing with dolls havoc
1084,Poltergeist (2015),2015,/wiki/Poltergeist_(2015),poltergeist
233,Poltergeist (1982),1982,/wiki/Poltergeist_(1982),poltergeist
384,Poltergeist III,1988,/wiki/Poltergeist_III,poltergeist iii
467,Popcorn (1991),1991,/wiki/Popcorn_(1991),popcorn
991,The Possession,2012,/wiki/The_Possession,possession
1191,The Possession of Hannah Grace,2018,/wiki/The_Possession_of_Hannah_Grace,possession of hannah grace
29,The Possession of Joel Delaney,1972,/wiki/The_Possession_of_Joel_Delaney,possession of joel delaney
828,The Poughkeepsie Tapes,2007,/wiki/The_Poughkeepsie_Tapes,poughkeepsie tapes
345,Predator (1987),1987,/wiki/Predator_(1987),predator
445,Predator 2,1990,/wiki/Predator_2,predator 2
924,Predators (2010),2010,/wiki/Predators_(2010),predators
1115,Pride and Prejudice and Zombies (2016),2016,/wiki/Pride_and_Prejudice_and_Zombies_(2016),pride and prejudice and zombies
346,Prince of Darkness (1987),1987,/wiki/Prince_of_Darkness_(1987),prince of darkness
766,Pro-Life,2006,/wiki/Pro-Life,pro life
176,Prom Night (1980),1980,/wiki/Prom_Night_(1980),prom night
851,Prom Night (2008),2008,/wiki/Prom_Night_(2008),prom night
414,Prom Night III: The Last Kiss,1989,/wiki/Prom_Night_III:_The_Last_Kiss,prom night iii last kiss
992,Prometheus,2012,/wiki/Prometheus,prometheus
142,Prophecy,1979,/wiki/Prophecy,prophecy
925,Prowl,2010,/wiki/Prowl,prowl
209,The Prowler,1981,/wiki/The_Prowler,prowler
415,Psycho Cop,1989,/wiki/Psycho_Cop,psycho cop
253,Psycho II,1983,/wiki/Psycho_II,psycho ii
314,Psycho III,1986,/wiki/Psycho_III,psycho iii
767,Pumpkinhead: Ashes to Ashes,2006,/wiki/Pumpkinhead:_Ashes_to_Ashes,pumpkinhead ashes to ashes
385,Pumpkinhead (film),1988,/wiki/Pumpkinhead_(film),pumpkinhead film
511,Pumpkinhead II: Blood Wings,1994,/wiki/Pumpkinhead_II:_Blood_Wings,pumpkinhead ii blood wings
512,Puppet Master 5,1994,/wiki/Puppet_Master_5,puppet master 5
1149,Puppet Master: Axis Termination,2017,/wiki/Puppet_Master:_Axis_Termination,puppet master axis termination
676,Puppet Master: The Legacy,2003,/wiki/Puppet_Master:_The_Legacy,puppet master legacy
1181,Puppet Master: The Littlest Reich,2018,/wiki/Puppet_Master:_The_Littlest_Reich,puppet master littlest reich
696,Puppet Master vs. Demonic Toys,2004,/wiki/Puppet_Master_vs._Demonic_Toys,puppet master vs demonic toys
993,Puppet Master X: Axis Rising,2012,/wiki/Puppet_Master_X:_Axis_Rising,puppet master x axis rising
1036,The Purge,2013,/wiki/The_Purge,purge
1116,The Purge: Election Year,2016,/wiki/The_Purge:_Election_Year,purge election year
1061,The Pyramid,2014,/wiki/The_Pyramid,pyramid
622,Python,2000,/wiki/Python,python
234,Q (1982),1982,/wiki/Q_(1982),q
852,Quarantine,2008,/wiki/Quarantine,quarantine
562,Quicksilver Highway,1997,/wiki/Quicksilver_Highway,quicksilver highway
1062,The Quiet Ones,2014,/wiki/The_Quiet_Ones,quiet ones
598,The Rage: Carrie 2,1999,/wiki/The_Rage:_Carrie_2,rage carrie 2
635,Raptor (2001),2001,/wiki/Raptor_(2001),raptor
926,Rare Exports: A Christmas Tale,2010,/wiki/Rare_Exports:_A_Christmas_Tale,rare exports a christmas tale
386,Ratman,1988,/wiki/Ratman,ratman
270,Rats: Night of Terror,1984,/wiki/Rats:_Night_of_Terror,rats night of terror
994,The Raven (2012),2012,/wiki/The_Raven_(2012),raven
1117,Raw,2016,/wiki/Raw,raw
315,Rawhead Rex,1986,/wiki/Rawhead_Rex,rawhead rex
271,Razorback,1984,/wiki/Razorback,razorback
291,Re-Animator,1985,/wiki/Re-Animator,re animator
1213,Ready Or Not (film),2019,/wiki/Ready_Or_Not_(film),ready or not film
829,The Reaping,2007,/wiki/The_Reaping,reaping
815,REC,2007,/wiki/REC,rec
893,REC 2,2009,/wiki/REC_2,rec 2
995,REC 3: Genesis,2012,/wiki/REC_3:_Genesis,rec 3 genesis
1063,REC 4,2014,/wiki/REC_4,rec 4
1118,Red Christmas,2016,/wiki/Red_Christmas,red christmas
952,Red Riding Hood,2011,/wiki/Red_Riding_Hood,red riding hood
1182,Redcon-1,2018,/wiki/Redcon-1,redcon 1
733,Reeker,2005,/wiki/Reeker,reeker
348,Reflections,1987,/wiki/Reflections,reflections
563,The Relic,1997,/wiki/The_Relic,relic
853,Repo! The Genetic Opera,2008,/wiki/Repo!_The_Genetic_Opera,repo genetic opera
661,Resident Evil,2002,/wiki/Resident_Evil,resident evil
927,Resident Evil: Afterlife,2010,/wiki/Resident_Evil:_Afterlife,resident evil afterlife
697,Resident Evil: Apocalypse,2004,/wiki/Resident_Evil:_Apocalypse,resident evil apocalypse
996,Resident Evil: Damnation,2012,/wiki/Resident_Evil:_Damnation,resident evil damnation
816,Resident Evil: Extinction,2007,/wiki/Resident_Evil:_Extinction,resident evil extinction
1119,Resident Evil: The Final Chapter,2016,/wiki/Resident_Evil:_The_Final_Chapter,resident evil final chapter
997,Resident Evil: Retribution,2012,/wiki/Resident_Evil:_Retribution,resident evil retribution
1150,Resident Evil: Vendetta,2017,/wiki/Resident_Evil:_Vendetta,resident evil vendetta
768,Rest Stop,2006,/wiki/Rest_Stop,rest stop
1151,Restroom,2017,/wiki/Restroom,restroom
599,Retro Puppet Master,1999,/wiki/Retro_Puppet_Master,retro puppet master
513,Return of the Boogeyman,1994,/wiki/Return_of_the_Boogeyman,return of boogeyman
1183,The Return of the Killer Klowns from Outer Space in 3-D,2018,/wiki/The_Return_of_the_Killer_Klowns_from_Outer_Space_in_3-D,return of killer klowns from outer space in 3 d
292,The Return of the Living Dead (1985),1985,/wiki/The_Return_of_the_Living_Dead_(1985),return of living dead
422,The Return of Swamp Thing,1989,/wiki/The_Return_of_Swamp_Thing,return of swamp thing
817,Return to House on Haunted Hill,2007,/wiki/Return_to_House_on_Haunted_Hill,return to house on haunted hill
998,The Revenant,2012,/wiki/The_Revenant,revenant
454,The Rift,1990,/wiki/The_Rift,rift
665,The Ring (2002),2002,/wiki/The_Ring_(2002),ring
1152,Rings,2017,/wiki/Rings,rings
636,Ripper,2001,/wiki/Ripper,ripper
1159,The Ritual,2017,/wiki/The_Ritual,ritual
854,Rock Monster,2008,/wiki/Rock_Monster,rock monster
349,Rock 'n' Roll Nightmare,1987,/wiki/Rock_%27n%27_Roll_Nightmare,rock n roll nightmare
78,The Rocky Horror Picture Show,1975,/wiki/The_Rocky_Horror_Picture_Show,rocky horror picture show
818,Rogue,2007,/wiki/Rogue,rogue
662,Rose Red,2002,/wiki/Rose_Red,rose red
698,Rottweiler,2004,/wiki/Rottweiler,rottweiler
637,Route 666 (2001),2001,/wiki/Route_666_(2001),route 666
104,Ruby,1977,/wiki/Ruby,ruby
855,The Ruins (2008),2008,/wiki/The_Ruins_(2008),ruins
525,Rumpelstiltskin,1995,/wiki/Rumpelstiltskin,rumpelstiltskin
999,Sadako 3D,2012,/wiki/Sadako_3D,sadako 3d
1120,Sadako vs. Kayako,2016,/wiki/Sadako_vs._Kayako,sadako vs kayako
1234,Samhain (Movie),2020,/wiki/Samhain_(Movie),samhain movie
1091,The Sand,2015,/wiki/The_Sand,sand
540,Santa Claws (film),1996,/wiki/Santa_Claws_(film),santa claws film
734,Santa's Slay,2005,/wiki/Santa%27s_Slay,santas slay
210,Saturday the 14th,1981,/wiki/Saturday_the_14th,saturday 14th
177,Saturn 3,1980,/wiki/Saturn_3,saturn 3
93,The Savage Bees,1976,/wiki/The_Savage_Bees,savage bees
699,Saw,2004,/wiki/Saw,saw
928,Saw 3D: The Final Chapter,2010,/wiki/Saw_3D:_The_Final_Chapter,saw 3d final chapter
735,Saw II,2005,/wiki/Saw_II,saw ii
769,Saw III,2006,/wiki/Saw_III,saw iii
819,Saw IV,2007,/wiki/Saw_IV,saw iv
856,Saw V,2008,/wiki/Saw_V,saw v
894,Saw VI,2009,/wiki/Saw_VI,saw vi
514,Scanner Cop,1994,/wiki/Scanner_Cop,scanner cop
211,Scanners,1981,/wiki/Scanners,scanners
468,Scanners II: The New Order,1991,/wiki/Scanners_II:_The_New_Order,scanners ii new order
469,Scanners III: The Takeover,1991,/wiki/Scanners_III:_The_Takeover,scanners iii takeover
387,Scarecrows,1988,/wiki/Scarecrows,scarecrows
212,Scared to Death,1981,/wiki/Scared_to_Death,scared to death
5,Scars of Dracula,1970,/wiki/Scars_of_Dracula,scars of dracula
623,Scary Movie (2000),2000,/wiki/Scary_Movie_(2000),scary movie
638,Scary Movie 2 (2001),2001,/wiki/Scary_Movie_2_(2001),scary movie 2
677,Scary Movie 3 (2003),2003,/wiki/Scary_Movie_3_(2003),scary movie 3
770,Scary Movie 4 (2006),2006,/wiki/Scary_Movie_4_(2006),scary movie 4
1031,Scary Movie 5,2013,/wiki/Scary_Movie_5,scary movie 5
541,Scream (1996),1996,/wiki/Scream_(1996),scream
564,Scream 2 (1997),1997,/wiki/Scream_2_(1997),scream 2
624,Scream 3 (2000),2000,/wiki/Scream_3_(2000),scream 3
953,Scream 4 (2011),2011,/wiki/Scream_4_(2011),scream 4
272,Scream for Help,1984,/wiki/Scream_for_Help,scream for help
954,Scream of the Banshee,2011,/wiki/Scream_of_the_Banshee,scream of banshee
526,Screamers,1995,/wiki/Screamers,screamers
527,Se7en,1995,/wiki/Se7en,se7en
700,Secret Window (2004),2004,/wiki/Secret_Window_(2004),secret window
820,Seed,2007,/wiki/Seed,seed
701,Seed of Chucky (2004),2004,/wiki/Seed_of_Chucky_(2004),seed of chucky
105,The Sentinel,1977,/wiki/The_Sentinel,sentinel
639,Session 9,2001,/wiki/Session_9,session 9
857,Seventh Moon,2008,/wiki/Seventh_Moon,seventh moon
273,"Shake, Rattle and Roll",1984,"/wiki/Shake,_Rattle_and_Roll",shake rattle and roll
446,Shakma,1990,/wiki/Shakma,shakma
736,Shapeshifter (2005),2005,/wiki/Shapeshifter_(2005),shapeshifter
600,Shark Attack,1999,/wiki/Shark_Attack,shark attack
640,Shark Attack 2,2001,/wiki/Shark_Attack_2,shark attack 2
663,Shark Attack 3: Megalodon,2002,/wiki/Shark_Attack_3:_Megalodon,shark attack 3 megalodon
858,Shark in Venice,2008,/wiki/Shark_in_Venice,shark in venice
90,Shark Kill (1976),1976,/wiki/Shark_Kill_(1976),shark kill
955,Shark Night,2011,/wiki/Shark_Night,shark night
1032,Sharknado,2013,/wiki/Sharknado,sharknado
1064,Sharknado 2: The Second One,2014,/wiki/Sharknado_2:_The_Second_One,sharknado 2 second one
1085,Sharknado 3: Oh Hell No!,2015,/wiki/Sharknado_3:_Oh_Hell_No!,sharknado 3 oh hell no
1121,Sharknado: The 4th Awakens,2016,/wiki/Sharknado:_The_4th_Awakens,sharknado 4th awakens
1153,Sharknado 5: Global Swarming,2017,/wiki/Sharknado_5:_Global_Swarming,sharknado 5 global swarming
929,Sharktopus,2010,/wiki/Sharktopus,sharktopus
702,Shaun of the Dead,2004,/wiki/Shaun_of_the_Dead,shaun of dead
1235,She Dies Tomorrow,2020,/wiki/She_Dies_Tomorrow,she dies tomorrow
1184,"She, Formidable",2018,"/wiki/She,_Formidable",she formidable
1214,Shed Of The Dead,2019,/wiki/Shed_Of_The_Dead,shed of dead
178,The Shining,1980,/wiki/The_Shining,shining
75,Shivers,1975,/wiki/Shivers,shivers
106,Shock,1977,/wiki/Shock,shock
107,Shock Waves,1977,/wiki/Shock_Waves,shock waves
416,Shocker,1989,/wiki/Shocker,shocker
678,Shredder,2003,/wiki/Shredder,shredder
933,The Shrine,2010,/wiki/The_Shrine,shrine
821,Shrooms,2007,/wiki/Shrooms,shrooms
1223,The Silence,2019,/wiki/The_Silence,silence
472,The Silence of the Lambs (1991),1991,/wiki/The_Silence_of_the_Lambs_(1991),silence of lambs
771,Silent Hill (2006),2006,/wiki/Silent_Hill_(2006),silent hill
1000,Silent Hill: Revelation (2012),2012,/wiki/Silent_Hill:_Revelation_(2012),silent hill revelation
1001,Silent House,2012,/wiki/Silent_House,silent house
1002,Silent Night,2012,/wiki/Silent_Night,silent night
274,"Silent Night, Deadly Night",1984,"/wiki/Silent_Night,_Deadly_Night",silent night deadly night
417,"Silent Night, Deadly Night 3: Better Watch Out!",1989,"/wiki/Silent_Night,_Deadly_Night_3:_Better_Watch_Out!",silent night deadly night 3 better watch out
447,"Silent Night, Deadly Night 4: Initiation",1990,"/wiki/Silent_Night,_Deadly_Night_4:_Initiation",silent night deadly night 4 initiation
470,"Silent Night, Deadly Night 5: The Toy Maker",1991,"/wiki/Silent_Night,_Deadly_Night_5:_The_Toy_Maker",silent night deadly night 5 toy maker
350,"Silent Night, Deadly Night Part 2",1987,"/wiki/Silent_Night,_Deadly_Night_Part_2",silent night deadly night part 2
143,The Silent Scream,1979,/wiki/The_Silent_Scream,silent scream
293,Silver Bullet,1985,/wiki/Silver_Bullet,silver bullet
1003,Sinister,2012,/wiki/Sinister,sinister
1086,Sinister 2,2015,/wiki/Sinister_2,sinister 2
930,Sint (2010),2010,/wiki/Sint_(2010),sint
41,Sisters (1973),1973,/wiki/Sisters_(1973),sisters
606,The Sixth Sense (1999),1999,/wiki/The_Sixth_Sense_(1999),sixth sense
500,Skeeter,1993,/wiki/Skeeter,skeeter
1033,Skinwalker Ranch,2013,/wiki/Skinwalker_Ranch,skinwalker ranch
316,Slaughter High,1986,/wiki/Slaughter_High,slaughter high
1185,Slaughterhouse Rulez,2018,/wiki/Slaughterhouse_Rulez,slaughterhouse rulez
254,Sleepaway Camp,1983,/wiki/Sleepaway_Camp,sleepaway camp
388,Sleepaway Camp II: Unhappy Campers,1988,/wiki/Sleepaway_Camp_II:_Unhappy_Campers,sleepaway camp ii unhappy campers
418,Sleepaway Camp III: Teenage Wasteland,1989,/wiki/Sleepaway_Camp_III:_Teenage_Wasteland,sleepaway camp iii teenage wasteland
489,Sleepwalkers,1992,/wiki/Sleepwalkers,sleepwalkers
601,Sleepy Hollow,1999,/wiki/Sleepy_Hollow,sleepy hollow
1186,Slender Man (film),2018,/wiki/Slender_Man_(film),slender man film
772,Slither,2006,/wiki/Slither,slither
389,Slugs (1988),1988,/wiki/Slugs_(1988),slugs
235,The Slumber Party Massacre,1982,/wiki/The_Slumber_Party_Massacre,slumber party massacre
895,Smash Cut,2009,/wiki/Smash_Cut,smash cut
1004,Smiley,2012,/wiki/Smiley,smiley
773,Snakes on a Plane,2006,/wiki/Snakes_on_a_Plane,snakes on a plane
956,Snow Beast (2011),2011,/wiki/Snow_Beast_(2011),snow beast
108,Snowbeast,1977,/wiki/Snowbeast,snowbeast
91,Snuff,1976,/wiki/Snuff,snuff
419,Society,1989,/wiki/Society,society
317,Something in the Basement,1986,/wiki/Something_in_the_Basement,something in basement
255,Something Wicked This Way Comes (1983),1983,/wiki/Something_Wicked_This_Way_Comes_(1983),something wicked this way comes
318,Sorority House Massacre (1986),1986,/wiki/Sorority_House_Massacre_(1986),sorority house massacre
448,Sorority House Massacre 2 (1990),1990,/wiki/Sorority_House_Massacre_2_(1990),sorority house massacre 2
896,Sorority Row (2009),2009,/wiki/Sorority_Row_(2009),sorority row
774,Sounds Like,2006,/wiki/Sounds_Like,sounds like
256,Spasms,1983,/wiki/Spasms,spasms
565,Spawn (film),1997,/wiki/Spawn_(film),spawn film
528,Species (1995),1995,/wiki/Species_(1995),species
822,Species: The Awakening,2007,/wiki/Species:_The_Awakening,species awakening
583,Species II,1998,/wiki/Species_II,species ii
703,Species III,2004,/wiki/Species_III,species iii
275,Splatter University,1984,/wiki/Splatter_University,splatter university
1122,Split (2016),2016,/wiki/Split_(2016),split
490,Split Second,1992,/wiki/Split_Second,split second
