Horror Wiki Index,char index,Stripped Title,Year,character,stripped character
372,12,friday 13th part vii new blood,1988,Robin,robin
372,13,friday 13th part vii new blood,1988,Amanda Shepard,amanda shepard
372,14,friday 13th part vii new blood,1988,Dr. Crews,dr crews
372,15,friday 13th part vii new blood,1988,Melissa,melissa
372,16,friday 13th part vii new blood,1988,Mark Shepard,mark shepard
372,17,friday 13th part vii new blood,1988,Luis Ham,luis ham
372,18,friday 13th part vii new blood,1988,Jason Voorhees,jason voorhees
372,19,friday 13th part vii new blood,1988,Fisherman,fisherman
403,0,friday 13th part viii jason takes manhattan,1989,Jim Miller,jim miller
403,1,friday 13th part viii jason takes manhattan,1989,Suzy Donaldson,suzy donaldson
403,2,friday 13th part viii jason takes manhattan,1989,J.J. Jarrett,jj jarrett
403,3,friday 13th part viii jason takes manhattan,1989,Boxer,boxer
403,4,friday 13th part viii jason takes manhattan,1989,Tamara Mason,tamara mason
403,5,friday 13th part viii jason takes manhattan,1989,Jim Carlson,jim carlson
403,6,friday 13th part viii jason takes manhattan,1989,Admiral Robertson,admiral robertson
403,7,friday 13th part viii jason takes manhattan,1989,Eva Watanabe,eva watanabe
403,8,friday 13th part viii jason takes manhattan,1989,Crew Member,crew member
403,9,friday 13th part viii jason takes manhattan,1989,Wayne Webber,wayne webber
403,10,friday 13th part viii jason takes manhattan,1989,Miles Wolfe,miles wolfe
403,11,friday 13th part viii jason takes manhattan,1989,Unnamed Deck Hand,unnamed deck hand
403,12,friday 13th part viii jason takes manhattan,1989,Homes,homes
403,13,friday 13th part viii jason takes manhattan,1989,Jojo,jojo
403,14,friday 13th part viii jason takes manhattan,1989,Julius Gaw,julius gaw
403,15,friday 13th part viii jason takes manhattan,1989,Irish Cop,irish cop
403,16,friday 13th part viii jason takes manhattan,1989,Colleen Van Deusen,colleen van deusen
403,17,friday 13th part viii jason takes manhattan,1989,Charles McCullough,charles mccullough
403,18,friday 13th part viii jason takes manhattan,1989,Unnamed New York Cook,unnamed new york cook
403,19,friday 13th part viii jason takes manhattan,1989,Unnamed Sanitation Worker,unnamed sanitation worker
655,0,ghost ship,2002,Captain,captain
655,1,ghost ship,2002,Katie,katie
655,2,ghost ship,2002,Greer,greer
655,3,ghost ship,2002,Francesca Rettondini,francesca rettondini
655,4,ghost ship,2002,Sean Murphy,sean murphy
655,5,ghost ship,2002,Santos,santos
655,6,ghost ship,2002,Munder,munder
945,0,grave encounters,2011,Dr. Arthur Friedkin,dr arthur friedkin
945,1,grave encounters,2011,Houston Grey,houston grey
945,2,grave encounters,2011,T.C. Gibson,tc gibson
945,3,grave encounters,2011,Matt White,matt white
945,4,grave encounters,2011,Sasha Parker,sasha parker
981,0,grave encounters 2,2012,Jared Lee,jared lee
981,1,grave encounters 2,2012,Tessa Books,tessa books
981,2,grave encounters 2,2012,Asylum Security Guard,asylum security guard
981,3,grave encounters 2,2012,Trevor Thompson,trevor thompson
981,4,grave encounters 2,2012,Sean Rogerston/Lance Preston,sean rogerston lance preston
981,5,grave encounters 2,2012,Jennifer Parker,jennifer parker
705,0,grudge,2004,Kayako Saeki,kayako saeki
705,1,grudge,2004,Mar,mar
705,2,grudge,2004,Toshio Saeki,toshio saeki
705,3,grudge,2004,Takeo Saeki,takeo saeki
705,4,grudge,2004,Peter Kirk,peter kirk
705,5,grudge,2004,Jennifer Williams,jennifer williams
705,6,grudge,2004,Matthew Williams,matthew williams
705,7,grudge,2004,Yoko,yoko
705,8,grudge,2004,Emma Williams,emma williams
705,9,grudge,2004,Susan Williams,susan williams
705,10,grudge,2004,Alex,alex
705,11,grudge,2004,Detective Nakagawa,detective nakagawa
705,12,grudge,2004,Doug,doug
1171,0,halloween,2018,Dr. Samuel Loomis,dr samuel loomis
1171,1,halloween,2018,Officer Warden Kuneman,officer warden kuneman
1171,2,halloween,2018,Kevin's Father,kevins father
1171,3,halloween,2018,Kevin,kevin
1171,4,halloween,2018,Mechanic,mechanic
1171,5,halloween,2018,Cashier,cashier
1171,6,halloween,2018,Aaron Korey,aaron korey
1171,7,halloween,2018,Dana Haines,dana haines
1171,8,halloween,2018,Gina Panchella,gina panchella
1171,9,halloween,2018,Andrea Wagner,andrea wagner
1171,10,halloween,2018,Vicky,vicky
1171,11,halloween,2018,Dave,dave
1171,12,halloween,2018,Oscar,oscar
1171,13,halloween,2018,Deputy Frank Hawkins,deputy frank hawkins
1171,14,halloween,2018,Dr. Ranbir Sartain,dr ranbir sartain
1171,15,halloween,2018,Officer Richard,officer richard
1171,16,halloween,2018,Officer Francis,officer francis
1171,17,halloween,2018,Ray Nelson,ray nelson
115,0,halloween,1978,Judith Margaret Myers,judith margaret myers
115,1,halloween,1978,Christopher Joseph Hastings,christopher joseph hastings
115,2,halloween,1978,Dog,dog
115,3,halloween,1978,Lester the Dog,lester dog
115,4,halloween,1978,"Anne Marie ""Annie"" Brackett",anne marie annie brackett
115,5,halloween,1978,"Robert David ""Bob"" Simms",robert david bob simms
115,6,halloween,1978,Lynda Van Der Klok,lynda van der klok
806,0,halloween,2007,Wesley Rhodes,wesley rhodes
806,1,halloween,2007,Ronnie White,ronnie white
806,2,halloween,2007,Steve Haley,steve haley
806,3,halloween,2007,Judith Myers,judith myers
806,4,halloween,2007,Nurse Wynn,nurse wynn
806,5,halloween,2007,Deborah Myers,deborah myers
806,6,halloween,2007,Jack Kendall,jack kendall
806,7,halloween,2007,Noel Kluggs,noel kluggs
806,8,halloween,2007,Zach Garrett,zach garrett
806,9,halloween,2007,Larry Redgrave,larry redgrave
806,10,halloween,2007,Stan Payne,stan payne
806,11,halloween,2007,Patty Frost,patty frost
806,12,halloween,2007,Gloria,gloria
806,13,halloween,2007,Ismael Cruz,ismael cruz
806,14,halloween,2007,Joe Grizzly,joe grizzly
806,15,halloween,2007,Bob Simms,bob simms
806,16,halloween,2007,Lynda Van Der Klok,lynda van der klok
806,17,halloween,2007,Mason Strode,mason strode
806,18,halloween,2007,Cynthia Strode,cynthia strode
806,19,halloween,2007,Paul Freedman,paul freedman
806,20,halloween,2007,Officer Lowery,officer lowery
806,21,halloween,2007,Deputy Charles,deputy charles
806,22,halloween,2007,Michael Myers,michael myers
374,0,halloween 4 return of michael myers,1988,Attendant J.Black,attendant jblack
374,1,halloween 4 return of michael myers,1988,Attendant L.Evans,attendant levans
374,2,halloween 4 return of michael myers,1988,2 Paramedics,2 paramedics
374,3,halloween 4 return of michael myers,1988,Mechanic,mechanic
374,4,halloween 4 return of michael myers,1988,Shelly Matthews,shelly matthews
374,5,halloween 4 return of michael myers,1988,Sundae the Dog,sundae dog
374,6,halloween 4 return of michael myers,1988,Bucky,bucky
374,7,halloween 4 return of michael myers,1988,Deputy Pierce,deputy pierce
374,8,halloween 4 return of michael myers,1988,2 Police Officers,2 police officers
374,9,halloween 4 return of michael myers,1988,Ted Hollister,ted hollister
374,10,halloween 4 return of michael myers,1988,Deputy Logan,deputy logan
374,11,halloween 4 return of michael myers,1988,Kelly Meeker,kelly meeker
374,12,halloween 4 return of michael myers,1988,Brady,brady
374,13,halloween 4 return of michael myers,1988,Orrin Gateway,orrin gateway
374,14,halloween 4 return of michael myers,1988,Big Al Gateway,big al gateway
374,15,halloween 4 return of michael myers,1988,Unger,unger
374,16,halloween 4 return of michael myers,1988,Earl Ford,earl ford
404,0,halloween 5 revenge of michael myers,1989,Mountain Man,mountain man
404,1,halloween 5 revenge of michael myers,1989,Rachel Carruthers,rachel carruthers
404,2,halloween 5 revenge of michael myers,1989,Mike,mike
404,3,halloween 5 revenge of michael myers,1989,Spitz,spitz
404,4,halloween 5 revenge of michael myers,1989,Samantha Thomas,samantha thomas
404,5,halloween 5 revenge of michael myers,1989,Deputy Nick Ross,deputy nick ross
404,6,halloween 5 revenge of michael myers,1989,Deputy Tom Farrah,deputy tom farrah
404,7,halloween 5 revenge of michael myers,1989,Tina Williams,tina williams
404,8,halloween 5 revenge of michael myers,1989,Deputy Eddy Grey,deputy eddy grey
404,9,halloween 5 revenge of michael myers,1989,Deputy Charlie Bloch,deputy charlie bloch
404,10,halloween 5 revenge of michael myers,1989,Dr. Max Hart,dr max hart
404,11,halloween 5 revenge of michael myers,1989,Nurse Patsey West,nurse patsey west
404,12,halloween 5 revenge of michael myers,1989,Max the Dog,max dog
404,13,halloween 5 revenge of michael myers,1989,Sheriff Ben Meeker,sheriff ben meeker
404,14,halloween 5 revenge of michael myers,1989,6 Police Officers,6 police officers
404,15,halloween 5 revenge of michael myers,1989,Deputy Tony,deputy tony
522,0,halloween curse of michael myers,1995,Nurse Mary,nurse mary
522,1,halloween curse of michael myers,1995,Motorist,motorist
522,2,halloween curse of michael myers,1995,Jamie Lloyd,jamie lloyd
522,3,halloween curse of michael myers,1995,Debra Strode,debra strode
522,4,halloween curse of michael myers,1995,John Strode,john strode
522,5,halloween curse of michael myers,1995,Barry Simms,barry simms
522,6,halloween curse of michael myers,1995,Tim Strode,tim strode
522,7,halloween curse of michael myers,1995,Beth,beth
522,8,halloween curse of michael myers,1995,Sanitarium Patient,sanitarium patient
522,9,halloween curse of michael myers,1995,Dr. Bonham,dr bonham
522,10,halloween curse of michael myers,1995,Dawn Thompson,dawn thompson
522,11,halloween curse of michael myers,1995,Mrs. Blankenship,mrs blankenship
522,12,halloween curse of michael myers,1995,4 Cult Doctors,4 cult doctors
522,13,halloween curse of michael myers,1995,The Entire Thorn Cult,entire thorn cult
522,14,halloween curse of michael myers,1995,Dr. Terence Wynn,dr terence wynn
522,15,halloween curse of michael myers,1995,Cult Doctor,cult doctor
577,0,halloween h20 20 years later,1998,Dr. Samuel Loomis,dr samuel loomis
577,1,halloween h20 20 years later,1998,Jimmy Howell,jimmy howell
577,2,halloween h20 20 years later,1998,Tony Allegre,tony allegre
577,3,halloween h20 20 years later,1998,Marion Whittington,marion whittington
577,4,halloween h20 20 years later,1998,Charles Deveraux,charles deveraux
577,5,halloween h20 20 years later,1998,Sarah Wainthrope,sarah wainthrope
577,6,halloween h20 20 years later,1998,Will Brennan,will brennan
577,7,halloween h20 20 years later,1998,Paramedic,paramedic
883,0,halloween ii,2009,Kristen Parker,kristen parker
883,1,halloween ii,2009,Coroner Alan Hooks,coroner alan hooks
883,2,halloween ii,2009,Coroner Gary Scott,coroner gary scott
883,3,halloween ii,2009,Nurse Octavia Daniels,nurse octavia daniels
883,4,halloween ii,2009,Nurse,nurse
883,5,halloween ii,2009,Multiple Hospital Staff Patients,multiple hospital staff patients
883,6,halloween ii,2009,Buddy,buddy
883,7,halloween ii,2009,Floyd Benny,floyd benny
883,8,halloween ii,2009,Sherman Benny,sherman benny
883,9,halloween ii,2009,Jazlean Benny,jazlean benny
883,10,halloween ii,2009,Ivan (Dog),ivan dog
883,11,halloween ii,2009,Howard Boggs,howard boggs
883,12,halloween ii,2009,Lou Martini,lou martini
883,13,halloween ii,2009,Misty Dawn,misty dawn
883,14,halloween ii,2009,Wolfie,wolfie
883,15,halloween ii,2009,Harley David,harley david
883,16,halloween ii,2009,Deputy Andy Neale,deputy andy neale
883,17,halloween ii,2009,Annie Brackett,annie brackett
883,18,halloween ii,2009,Mya Rockwell,mya rockwell
883,19,halloween ii,2009,Becks,becks
883,20,halloween ii,2009,Dr.Samuel Loomis,drsamuel loomis
883,21,halloween ii,2009,,nan
883,22,halloween ii,2009,Angel Myers/Laurie Strode,angel myers laurie strode
198,0,halloween ii,1981,Alice Martin,alice martin
198,1,halloween ii,1981,Ben Tramer,ben tramer
198,2,halloween ii,1981,Bernard Garrett,bernard garrett
198,3,halloween ii,1981,Budd Scarlotti,budd scarlotti
198,4,halloween ii,1981,Nurse Karen Bailey,nurse karen bailey
198,5,halloween ii,1981,Dr. Frederick Mixter,dr frederick mixter
198,6,halloween ii,1981,Nurse Janet Marshall,nurse janet marshall
198,7,halloween ii,1981,Nurse Virginia Alves,nurse virginia alves
198,8,halloween ii,1981,Nurse Jill Franco,nurse jill franco
198,9,halloween ii,1981,Terrence Gummell,terrence gummell
227,0,halloween iii season of witch,1982,Silver Shamrock Henchman,silver shamrock henchman
227,1,halloween iii season of witch,1982,Harry Grimbridge,harry grimbridge
227,2,halloween iii season of witch,1982,Silver Shamrock Hecnchman,silver shamrock hecnchman
227,3,halloween iii season of witch,1982,Starker,starker
227,4,halloween iii season of witch,1982,Marge Guttman,marge guttman
227,5,halloween iii season of witch,1982,Silver Shamrock Henchman,silver shamrock henchman
227,6,halloween iii season of witch,1982,Buddy Kupfer Jr.,buddy kupfer jr
227,7,halloween iii season of witch,1982,Betty Kupfer,betty kupfer
227,8,halloween iii season of witch,1982,Buddy Kupfer,buddy kupfer
227,9,halloween iii season of witch,1982,Coroner Teddy,coroner teddy
227,10,halloween iii season of witch,1982,16 Silver Shamrock Henchmens,16 silver shamrock henchmens
227,11,halloween iii season of witch,1982,Conal Cochran,conal cochran
227,12,halloween iii season of witch,1982,Ellie Grimbridge,ellie grimbridge
227,13,halloween iii season of witch,1982,Ellie Grimbridge Android,ellie grimbridge android
656,0,halloween resurrection,2002,Franklin Munroe,franklin munroe
656,1,halloween resurrection,2002,Willie Haines,willie haines
656,2,halloween resurrection,2002,Laurie Strode,laurie strode
656,3,halloween resurrection,2002,Charley Albans,charley albans
656,4,halloween resurrection,2002,Bill Woodlake,bill woodlake
656,5,halloween resurrection,2002,Donna Chang,donna chang
656,6,halloween resurrection,2002,Jenna Danzig,jenna danzig
656,7,halloween resurrection,2002,Jim Morgan,jim morgan
656,8,halloween resurrection,2002,Rudy Grimms,rudy grimms
656,9,halloween resurrection,2002,Nora Winston,nora winston
656,10,halloween resurrection,2002,Nurse,nurse
306,0,henry portrait of a serial killer,1986,Women #1,women 1
306,1,henry portrait of a serial killer,1986,Store Clerk,store clerk
306,2,henry portrait of a serial killer,1986,Store Clerk,store clerk
306,3,henry portrait of a serial killer,1986,Women #2,women 2
306,4,henry portrait of a serial killer,1986,Women #3,women 3
306,5,henry portrait of a serial killer,1986,Women #4,women 4
306,6,henry portrait of a serial killer,1986,Hooker #1,hooker 1
306,7,henry portrait of a serial killer,1986,Hooker #2,hooker 2
306,8,henry portrait of a serial killer,1986,TV salesman,tv salesman
306,9,henry portrait of a serial killer,1986,Murdered Family - Son,murdered family son
306,10,henry portrait of a serial killer,1986,Murdered Family - Wife,murdered family wife
306,11,henry portrait of a serial killer,1986,Murdered Family - Husband,murdered family husband
306,12,henry portrait of a serial killer,1986,Shooting Victim,shooting victim
306,13,henry portrait of a serial killer,1986,Otis,otis
306,14,henry portrait of a serial killer,1986,Becky,becky
760,0,hills have eyes,2006,Beauty (Dog),beauty dog
760,1,hills have eyes,2006,Fred,fred
760,2,hills have eyes,2006,Bob Carter,bob carter
760,3,hills have eyes,2006,Ethel Carter,ethel carter
760,4,hills have eyes,2006,Lynn Carter-Bukowski,lynn carter bukowski
760,5,hills have eyes,2006,Goggle,goggle
760,6,hills have eyes,2006,Pluto,pluto
760,7,hills have eyes,2006,Cyst,cyst
760,8,hills have eyes,2006,Big Brain,big brain
760,9,hills have eyes,2006,Lizard,lizard
760,10,hills have eyes,2006,Ruby,ruby
760,11,hills have eyes,2006,Papa Jupiter,papa jupiter
825,0,hills have eyes 2,2007,Mutant Baby,mutant baby
825,1,hills have eyes 2,2007,Pregnant Woman,pregnant woman
825,2,hills have eyes 2,2007,Doctor Han,doctor han
825,3,hills have eyes 2,2007,Doctor Paul Foster,doctor paul foster
825,4,hills have eyes 2,2007,Doctor Wilson,doctor wilson
825,5,hills have eyes 2,2007,Private Mickey Elrod,private mickey elrod
825,6,hills have eyes 2,2007,Sergeant Jeffrey Millstone,sergeant jeffrey millstone
825,7,hills have eyes 2,2007,"Corporal ""Spitter"" Cole",corporal spitter cole
825,8,hills have eyes 2,2007,Colonel Lincoln Redding,colonel lincoln redding
825,9,hills have eyes 2,2007,Stabber,stabber
825,10,hills have eyes 2,2007,"Private ""Stump"" Locke",private stump locke
825,11,hills have eyes 2,2007,Chameleon,chameleon
825,12,hills have eyes 2,2007,Grabber,grabber
825,13,hills have eyes 2,2007,Private Delmar Reed,private delmar reed
825,14,hills have eyes 2,2007,"Private ""Crank"" Medina",private crank medina
825,15,hills have eyes 2,2007,Letch,letch
825,16,hills have eyes 2,2007,Papa Hades,papa hades
307,0,hitcher,1986,Four family members,four family members
307,1,hitcher,1986,Man and Woman,man and woman
307,2,hitcher,1986,Sergeant Starr,sergeant starr
307,3,hitcher,1986,Trooper Donner,trooper donner
307,4,hitcher,1986,Trooper Hapscomb,trooper hapscomb
307,5,hitcher,1986,Trooper Prestone,trooper prestone
307,6,hitcher,1986,Trooper Conners,trooper conners
307,7,hitcher,1986,3 Cops,3 cops
307,8,hitcher,1986,Deputy sheriffs,deputy sheriffs
307,9,hitcher,1986,The Pilot and Gunman,pilot and gunman
307,10,hitcher,1986,3 cops,3 cops
307,11,hitcher,1986,Nash,nash
307,12,hitcher,1986,State Trooper,state trooper
307,13,hitcher,1986,Bus driver,bus driver
307,14,hitcher,1986,John Ryder,john ryder
808,0,hostel part ii,2007,Paxton,paxton
808,1,hostel part ii,2007,Lorna,lorna
808,2,hostel part ii,2007,Bubblegum gang member,bubblegum gang member
808,3,hostel part ii,2007,Several escapees of the EHC,several escapees of ehc
808,4,hostel part ii,2007,Todd,todd
808,5,hostel part ii,2007,EHC Victim,ehc victim
808,6,hostel part ii,2007,Miroslav,miroslav
808,7,hostel part ii,2007,Whitney Swerling,whitney swerling
808,8,hostel part ii,2007,Stuart,stuart
808,9,hostel part ii,2007,Axelle,axelle
730,0,house of wax,2005,Alternate Opening Victim Woman,alternate opening victim woman
730,1,house of wax,2005,Wade,wade
730,2,house of wax,2005,Dalton,dalton
730,3,house of wax,2005,Blake,blake
730,4,house of wax,2005,Paige,paige
730,5,house of wax,2005,Bo Sinclair,bo sinclair
730,6,house of wax,2005,Vincent Sinclair,vincent sinclair
915,0,i spit on your grave,2010,Earl,earl
915,1,i spit on your grave,2010,Andy,andy
915,2,i spit on your grave,2010,Stanley,stanley
915,3,i spit on your grave,2010,Johnny,johnny
915,4,i spit on your grave,2010,Sheriff Storch,sheriff storch
915,5,i spit on your grave,2010,Matthew,matthew
916,0,insidious,2010,Elise Rainier,elise rainier
557,0,jack frost,1997,"Harv, the Guard",harv guard
557,1,jack frost,1997,Second Driver,second driver
557,2,jack frost,1997,Tanker Driver,tanker driver
557,3,jack frost,1997,Jack Frost,jack frost
557,4,jack frost,1997,Old Man Harper,old man harper
557,5,jack frost,1997,Billy Metzner,billy metzner
557,6,jack frost,1997,Jake Metzner,jake metzner
557,7,jack frost,1997,Sally,sally
557,8,jack frost,1997,Deputy Pullman,deputy pullman
557,9,jack frost,1997,Tommy,tommy
557,10,jack frost,1997,Jill Metzner,jill metzner
557,11,jack frost,1997,Stone,stone
495,0,jason goes to hell final friday,1993,Coroner Phil,coroner phil
495,1,jason goes to hell final friday,1993,Coroner 2,coroner 2
495,2,jason goes to hell final friday,1993,FBI Agent 1,fbi agent 1
495,3,jason goes to hell final friday,1993,FBI Agent 2,fbi agent 2
495,4,jason goes to hell final friday,1993,Alexis Peterson,alexis peterson
495,5,jason goes to hell final friday,1993,Deborah Caldwell,deborah caldwell
495,6,jason goes to hell final friday,1993,Luke McCabey,luke mccabey
495,7,jason goes to hell final friday,1993,Edna,edna
495,8,jason goes to hell final friday,1993,Deputy Josh,deputy josh
495,9,jason goes to hell final friday,1993,Diana Kimble,diana kimble
495,10,jason goes to hell final friday,1993,Robert Campbell,robert campbell
495,11,jason goes to hell final friday,1993,Officer Ryan,officer ryan
495,12,jason goes to hell final friday,1993,"Officer Mark, Officer Brian",officer mark officer brian
495,13,jason goes to hell final friday,1993,Ward,ward
495,14,jason goes to hell final friday,1993,Diner Patron (Plaid),diner patron plaid
495,15,jason goes to hell final friday,1993,Diner Patron (Blue),diner patron blue
495,16,jason goes to hell final friday,1993,Shelby,shelby
495,17,jason goes to hell final friday,1993,Joey B.,joey b
495,18,jason goes to hell final friday,1993,Vicki,vicki
495,19,jason goes to hell final friday,1993,Officer Randy,officer randy
495,20,jason goes to hell final friday,1993,Sheriff Landis,sheriff landis
495,21,jason goes to hell final friday,1993,Jason Voorhees,jason voorhees
632,0,jason x,2001,Private Johnson,private johnson
632,1,jason x,2001,Guard 1,guard 1
632,2,jason x,2001,Guard 2,guard 2
632,3,jason x,2001,Guard 3,guard 3
632,4,jason x,2001,Guard 4,guard 4
632,5,jason x,2001,Dr.Whimmer,drwhimmer
632,6,jason x,2001,Sgt.Marcus,sgtmarcus
632,7,jason x,2001,Adrienne,adrienne
632,8,jason x,2001,Stoney,stoney
632,9,jason x,2001,Azrael,azrael
632,10,jason x,2001,Dallas,dallas
632,11,jason x,2001,Sven,sven
632,12,jason x,2001,Condor,condor
632,13,jason x,2001,Geko,geko
632,14,jason x,2001,Kicker,kicker
632,15,jason x,2001,Briggs,briggs
632,16,jason x,2001,Fat Lou,fat lou
632,17,jason x,2001,Professor Lowe,professor lowe
632,18,jason x,2001,Crutch,crutch
632,19,jason x,2001,Kinsa,kinsa
632,20,jason x,2001,Waylander,waylander
632,21,jason x,2001,Janessa,janessa
632,22,jason x,2001,Sgt.Brodski,sgtbrodski
632,23,jason x,2001,Jason Voorhees,jason voorhees
119,0,jaws 2,1978,Unnamed Scuba Diver,unnamed scuba diver
119,1,jaws 2,1978,Unnamed Scuba Diver,unnamed scuba diver
119,2,jaws 2,1978,Terry,terry
119,3,jaws 2,1978,Diane,diane
119,4,jaws 2,1978,Orca (Killer Whale),orca killer whale
119,5,jaws 2,1978,"Eddie ""Edward"" Marchand",eddie edward marchand
119,6,jaws 2,1978,Harbor Patrol Pilot,harbor patrol pilot
119,7,jaws 2,1978,Marge,marge
119,8,jaws 2,1978,Brucette (Shark),brucette shark
250,0,jaws 3 d,1983,Fish,fish
250,1,jaws 3 d,1983,Shelby Overman,shelby overman
250,2,jaws 3 d,1983,Randy,randy
250,3,jaws 3 d,1983,Ed,ed
250,4,jaws 3 d,1983,Danny,danny
250,5,jaws 3 d,1983,"Philip ""Phil"" FitzRoyce",philip phil fitzroyce
250,6,jaws 3 d,1983,Fred,fred
250,7,jaws 3 d,1983,Brucetta (Shark),brucetta shark
340,0,jaws revenge,1987,Martin Brody,martin brody
340,1,jaws revenge,1987,Sean Brody,sean brody
340,2,jaws revenge,1987,Mrs. Ferguson,mrs ferguson
340,3,jaws revenge,1987,Jake,jake
340,4,jaws revenge,1987,Vengeance (Shark),vengeance shark
378,0,killer klowns from outer space,1988,Pooh Bear,pooh bear
378,1,killer klowns from outer space,1988,Farmer Gene Green,farmer gene green
378,2,killer klowns from outer space,1988,Joe Lombardo,joe lombardo
378,3,killer klowns from outer space,1988,Bob McReed,bob mcreed
378,4,killer klowns from outer space,1988,Mom #1,mom 1
378,5,killer klowns from outer space,1988,Mom #2,mom 2
378,6,killer klowns from outer space,1988,Little Girl,little girl
378,7,killer klowns from outer space,1988,Mrs. Franco,mrs franco
378,8,killer klowns from outer space,1988,Slug,slug
378,9,killer klowns from outer space,1988,Mr. Myers,mr myers
378,10,killer klowns from outer space,1988,Motorist,motorist
378,11,killer klowns from outer space,1988,Janitor,janitor
378,12,killer klowns from outer space,1988,5 unnamed people,5 unnamed people
378,13,killer klowns from outer space,1988,Deputy Curtis Mooney,deputy curtis mooney
378,14,killer klowns from outer space,1988,Punk #1 and Punk #2,punk 1 and punk 2
378,15,killer klowns from outer space,1988,Jumbo,jumbo
378,16,killer klowns from outer space,1988,Many unnamed people,many unnamed people
378,17,killer klowns from outer space,1988,Unnamed Person,unnamed person
378,18,killer klowns from outer space,1988,Amusement Park Security Guard,amusement park security guard
378,19,killer klowns from outer space,1988,8 unnamed people,8 unnamed people
378,20,killer klowns from outer space,1988,Boco,boco
378,21,killer klowns from outer space,1988,Female Killer Klown,female killer klown
378,22,killer klowns from outer space,1988,Fatso,fatso
378,23,killer klowns from outer space,1988,Jojo the Klownzilla,jojo klownzilla
378,24,killer klowns from outer space,1988,"Mojo, Joe, Bibbo, Spikey, Magori, Chubby, Rudy, Shorty, Slam, Frank, Tiny",mojo joe bibbo spikey magori chubby rudy shorty slam frank tiny
1089,0,lazarus effect,2015,Zoe,zoe
1089,1,lazarus effect,2015,Niko,niko
1089,2,lazarus effect,2015,Clay,clay
1089,3,lazarus effect,2015,Frank,frank
1089,4,lazarus effect,2015,Eva,eva
1144,0,leatherface film,2017,Blake,blake
1144,1,leatherface film,2017,Betty Hartman,betty hartman
1144,2,leatherface film,2017,Nurse,nurse
1144,3,leatherface film,2017,Orderly,orderly
1144,4,leatherface film,2017,Orderly,orderly
1144,5,leatherface film,2017,Female Patient,female patient
1144,6,leatherface film,2017,Dr. Lang,dr lang
1144,7,leatherface film,2017,Nurse,nurse
1144,8,leatherface film,2017,Insane Asylum Patient,insane asylum patient
1144,9,leatherface film,2017,Orderly,orderly
1144,10,leatherface film,2017,Male Diner Customer,male diner customer
1144,11,leatherface film,2017,Male Diner Customer,male diner customer
1144,12,leatherface film,2017,Male Diner Customer,male diner customer
1144,13,leatherface film,2017,Tammy,tammy
1144,14,leatherface film,2017,"Isaac ""Ike""",isaac ike
1144,15,leatherface film,2017,Clarice,clarice
1144,16,leatherface film,2017,Bud,bud
1144,17,leatherface film,2017,Deputy,deputy
1144,18,leatherface film,2017,Deputy Sorells,deputy sorells
1144,19,leatherface film,2017,Texas Ranger Hal Hartman,texas ranger hal hartman
1144,20,leatherface film,2017,"Nurse Elizabeth ""Lizzy"" White",nurse elizabeth lizzy white
438,0,leatherface texas chainsaw massacre iii,1990,W.E. Sawyer,we sawyer
438,1,leatherface texas chainsaw massacre iii,1990,Sally Hardesty Enright,sally hardesty enright
438,2,leatherface texas chainsaw massacre iii,1990,Gina,gina
438,3,leatherface texas chainsaw massacre iii,1990,Sara,sara
438,4,leatherface texas chainsaw massacre iii,1990,Ryan McArther,ryan mcarther
438,5,leatherface texas chainsaw massacre iii,1990,Mamma Sawyer,mamma sawyer
438,6,leatherface texas chainsaw massacre iii,1990,"""Tech/Tinker"" Sawyer",tech tinker sawyer
438,7,leatherface texas chainsaw massacre iii,1990,"Eddie ""Tex"" Sawyer",eddie tex sawyer
438,8,leatherface texas chainsaw massacre iii,1990,Benny,benny
438,9,leatherface texas chainsaw massacre iii,1990,Alfredo Sawyer,alfredo sawyer
169,0,maniac,1980,Beach girl,beach girl
169,1,maniac,1980,Beach boy,beach boy
169,2,maniac,1980,Hooker,hooker
169,3,maniac,1980,Disco boy,disco boy
169,4,maniac,1980,Disco girl,disco girl
169,5,maniac,1980,Rita,rita
169,6,maniac,1980,Frank Zito,frank zito
169,7,maniac,1980,Carmen Zito,carmen zito
660,0,may,2002,Lupe,lupe
660,1,may,2002,Blank,blank
660,2,may,2002,Polly,polly
660,3,may,2002,Ambrosia,ambrosia
660,4,may,2002,Hoop,hoop
660,5,may,2002,Adam Stubbs,adam stubbs
634,0,mermaid chronicles part 1 she creature,2001,Old Woman,old woman
634,1,mermaid chronicles part 1 she creature,2001,Mr. Woolrich,mr woolrich
634,2,mermaid chronicles part 1 she creature,2001,Bailey,bailey
634,3,mermaid chronicles part 1 she creature,2001,Russian Eddie,russian eddie
634,4,mermaid chronicles part 1 she creature,2001,Miles,miles
634,5,mermaid chronicles part 1 she creature,2001,Sailor,sailor
634,6,mermaid chronicles part 1 she creature,2001,Unnamed Person,unnamed person
634,7,mermaid chronicles part 1 she creature,2001,Unnamed Person,unnamed person
634,8,mermaid chronicles part 1 she creature,2001,Unnamed Person,unnamed person
634,9,mermaid chronicles part 1 she creature,2001,Unnamed Person,unnamed person
634,10,mermaid chronicles part 1 she creature,2001,Unnamed Person,unnamed person
634,11,mermaid chronicles part 1 she creature,2001,Gifford,gifford
634,12,mermaid chronicles part 1 she creature,2001,Angus,angus
