Horror Wiki Index,char index,Stripped Title,Year,character,stripped character
15,0,night of dark shadows,1971,Films  •  Characters  •  Cast  •  Images,films characters cast images
382,0,night of demons,1988,Suzanne,suzanne
382,1,night of demons,1988,Stooge,stooge
382,2,night of demons,1988,Helen,helen
382,3,night of demons,1988,Jay Jansen,jay jansen
382,4,night of demons,1988,Frannie,frannie
382,5,night of demons,1988,Max,max
382,6,night of demons,1988,Sal Romero,sal romero
382,7,night of demons,1988,Angela Franklin,angela franklin
382,8,night of demons,1988,Old Man,old man
921,0,paranormal activity 2,2010,Daniel Rey,daniel rey
921,1,paranormal activity 2,2010,Kristi Rey,kristi rey
951,0,paranormal activity 3,2011,Julie,julie
951,1,paranormal activity 3,2011,Dennis,dennis
1060,0,paranormal activity marked ones,2014,Anna,anna
1060,1,paranormal activity marked ones,2014,Oscar,oscar
1060,2,paranormal activity marked ones,2014,Irma Arista,irma arista
1060,3,paranormal activity marked ones,2014,Santo,santo
1060,4,paranormal activity marked ones,2014,Arturo Lopez,arturo lopez
1060,5,paranormal activity marked ones,2014,Marisol,marisol
1060,6,paranormal activity marked ones,2014,Hector Estrella,hector estrella
598,0,rage carrie 2,1999,Lisa Parker,lisa parker
598,1,rage carrie 2,1999,Chuck Potter,chuck potter
598,2,rage carrie 2,1999,Unknown Guy,unknown guy
598,3,rage carrie 2,1999,Various people,various people
598,4,rage carrie 2,1999,Brad Winters,brad winters
598,5,rage carrie 2,1999,Sue Snell,sue snell
598,6,rage carrie 2,1999,Debra Meschan,debra meschan
598,7,rage carrie 2,1999,Various People,various people
598,8,rage carrie 2,1999,Monica Jones,monica jones
598,9,rage carrie 2,1999,Eric Stark,eric stark
598,10,rage carrie 2,1999,Mark Bing,mark bing
598,11,rage carrie 2,1999,Tracy Campbell,tracy campbell
598,12,rage carrie 2,1999,Rachel Lang,rachel lang
817,0,return to house on haunted hill,2007,Sara Wolfe,sara wolfe
817,1,return to house on haunted hill,2007,Warren Jackson,warren jackson
817,2,return to house on haunted hill,2007,Harue,harue
817,3,return to house on haunted hill,2007,Norris Boz,norris boz
817,4,return to house on haunted hill,2007,Samuel,samuel
817,5,return to house on haunted hill,2007,Kyle,kyle
817,6,return to house on haunted hill,2007,Michelle,michelle
817,7,return to house on haunted hill,2007,Desmond Niles,desmond niles
817,8,return to house on haunted hill,2007,Dr. Richard Hammer,dr richard hammer
817,9,return to house on haunted hill,2007,Ghost Dr. Richard B. Vannacutt & The Ghosts,ghost dr richard b vannacutt ghosts
662,0,rose red,2002,Kevin Bollinger,kevin bollinger
662,1,rose red,2002,Pam Asbury,pam asbury
662,2,rose red,2002,"Victor ""Vic"" Kandinsky",victor vic kandinsky
662,3,rose red,2002,Nick Hardaway,nick hardaway
662,4,rose red,2002,Dr. Carl Miller,dr carl miller
662,5,rose red,2002,Kay Waterman,kay waterman
662,6,rose red,2002,Dr. Joyce Reardon,dr joyce reardon
637,0,route 666,2001,"John La Roca, Miles Hackman, Steve Pikowski, and Frank Slater",john la roca miles hackman steve pikowski and frank slater
637,1,route 666,2001,Benny,benny
637,2,route 666,2001,Joe,joe
637,3,route 666,2001,Nick,nick
637,4,route 666,2001,Mary,mary
637,5,route 666,2001,Deputy Gil Conaway,deputy gil conaway
637,6,route 666,2001,PT,pt
637,7,route 666,2001,Deputy Tim Conaway,deputy tim conaway
637,8,route 666,2001,Sheriff Bob Conaway,sheriff bob conaway
855,0,ruins,2008,Henreich and his colleague,henreich and his colleague
855,1,ruins,2008,Mayan Child,mayan child
855,2,ruins,2008,Mathias,mathias
855,3,ruins,2008,Eric,eric
855,4,ruins,2008,Stacy,stacy
855,5,ruins,2008,Jeff,jeff
855,6,ruins,2008,Amy (Implied in original cut/confirmed in alternative cut),amy implied in original cut confirmed in alternative cut
623,0,scary movie,2000,David Keegan,david keegan
623,1,scary movie,2000,Drew Decker,drew decker
623,2,scary movie,2000,Annoying Guy,annoying guy
623,3,scary movie,2000,Greg Phillipe,greg phillipe
623,4,scary movie,2000,Cindy's Grandma,cindys grandma
623,5,scary movie,2000,Buffy Gilmore,buffy gilmore
623,6,scary movie,2000,Teacher,teacher
623,7,scary movie,2000,Heather's Boyfriend,heathers boyfriend
623,8,scary movie,2000,Heather,heather
623,9,scary movie,2000,Kenny,kenny
623,10,scary movie,2000,Brenda Meeks,brenda meeks
623,11,scary movie,2000,Tina,tina
623,12,scary movie,2000,Dookie,dookie
623,13,scary movie,2000,5 Stoners,5 stoners
623,14,scary movie,2000,Shorty Meeks,shorty meeks
623,15,scary movie,2000,Bobby Prinze,bobby prinze
623,16,scary movie,2000,Ray Wilkins,ray wilkins
638,0,scary movie 2,2001,Megan Voorhees,megan voorhees
638,1,scary movie 2,2001,Male and Female Student,male and female student
638,2,scary movie 2,2001,Professor Oldman,professor oldman
638,3,scary movie 2,2001,Alex Monday,alex monday
638,4,scary movie 2,2001,Hugh Kane's Ghost,hugh kanes ghost
638,5,scary movie 2,2001,Hanson,hanson
677,0,scary movie 3,2003,Tabitha,tabitha
677,1,scary movie 3,2003,Tabitha's Mother,tabithas mother
677,2,scary movie 3,2003,Annie Logan,annie logan
677,3,scary movie 3,2003,Katie,katie
677,4,scary movie 3,2003,Becca,becca
677,5,scary movie 3,2003,Simon Cowell,simon cowell
677,6,scary movie 3,2003,Brenda Meeks,brenda meeks
677,7,scary movie 3,2003,Michael Jackson,michael jackson
677,8,scary movie 3,2003,Gangsters,gangsters
677,9,scary movie 3,2003,Tabitha (Ghost),tabitha ghost
677,10,scary movie 3,2003,Cody Keller,cody keller
678,0,shredder,2003,Chad Charnley,chad charnley
678,1,shredder,2003,Shelly's Sister,shellys sister
678,2,shredder,2003,Sheriff Toney,sheriff toney
678,3,shredder,2003,Kirk Armstrong,kirk armstrong
678,4,shredder,2003,Robyn Van Arx,robyn van arx
678,5,shredder,2003,Shelly's Mother,shellys mother
678,6,shredder,2003,Christophe 'Chris' Ramos,christophe chris ramos
678,7,shredder,2003,Skyler,skyler
678,8,shredder,2003,Christophe's Friend,christophes friend
678,9,shredder,2003,Christophe's Friend,christophes friend
678,10,shredder,2003,Christophe's Friend,christophes friend
678,11,shredder,2003,Kimberly Van Arx,kimberly van arx
678,12,shredder,2003,Buddy 'Bud' Williams,buddy bud williams
678,13,shredder,2003,Snow Blower Driver,snow blower driver
678,14,shredder,2003,Evil Skier / Shelly Williams,evil skier shelly williams
771,0,silent hill,2006,Alessa Gillespie,alessa gillespie
771,1,silent hill,2006,Nurse Garland,nurse garland
771,2,silent hill,2006,Collin the janitor,collin janitor
771,3,silent hill,2006,Armless Man,armless man
771,4,silent hill,2006,Older Soldier,older soldier
771,5,silent hill,2006,Older Soldier,older soldier
771,6,silent hill,2006,Anna,anna
771,7,silent hill,2006,Dark Nurse,dark nurse
771,8,silent hill,2006,Dark Nurse,dark nurse
771,9,silent hill,2006,Dark Nurse,dark nurse
771,10,silent hill,2006,Cybil Bennet,cybil bennet
771,11,silent hill,2006,Cristabella,cristabella
771,12,silent hill,2006,Adam,adam
771,13,silent hill,2006,Cultist,cultist
1000,0,silent hill revelation,2012,Douglas Cartland,douglas cartland
1000,1,silent hill revelation,2012,Man,man
1000,2,silent hill revelation,2012,Mannequin,mannequin
1000,3,silent hill revelation,2012,Girl,girl
1000,4,silent hill revelation,2012,Suki Marks,suki marks
1000,5,silent hill revelation,2012,Zombie Monster,zombie monster
1000,6,silent hill revelation,2012,Leonard Wolf,leonard wolf
1000,7,silent hill revelation,2012,Asylum Inmate,asylum inmate
1000,8,silent hill revelation,2012,Asylum Inmate,asylum inmate
1000,9,silent hill revelation,2012,Asylum Inmate,asylum inmate
1000,10,silent hill revelation,2012,Asylum Inmate,asylum inmate
1000,11,silent hill revelation,2012,Brethren Member,brethren member
1000,12,silent hill revelation,2012,Brethren Member,brethren member
1000,13,silent hill revelation,2012,Brethren Member,brethren member
1000,14,silent hill revelation,2012,Brethren Members,brethren members
1000,15,silent hill revelation,2012,Alessa Gillespie,alessa gillespie
1000,16,silent hill revelation,2012,Claudia Wolf,claudia wolf
601,0,sleepy hollow,1999,Hessian,hessian
601,1,sleepy hollow,1999,Dirk Van Garrett,dirk van garrett
601,2,sleepy hollow,1999,Van Ripper,van ripper
601,3,sleepy hollow,1999,Hessian,hessian
601,4,sleepy hollow,1999,Hessian,hessian
601,5,sleepy hollow,1999,Hessian,hessian
601,6,sleepy hollow,1999,Hessian,hessian
601,7,sleepy hollow,1999,Hessian,hessian
601,8,sleepy hollow,1999,Hessian,hessian
601,9,sleepy hollow,1999,Hessian,hessian
601,10,sleepy hollow,1999,Hessian,hessian
601,11,sleepy hollow,1999,Hessian,hessian
601,12,sleepy hollow,1999,Hessian,hessian
601,13,sleepy hollow,1999,Hessian,hessian
601,14,sleepy hollow,1999,Hessian Horseman,hessian horseman
601,15,sleepy hollow,1999,Jonathan Masbath,jonathan masbath
601,16,sleepy hollow,1999,Lady Crane,lady crane
601,17,sleepy hollow,1999,Magistrate Philipse,magistrate philipse
601,18,sleepy hollow,1999,Witch,witch
601,19,sleepy hollow,1999,Killian,killian
601,20,sleepy hollow,1999,Beth Killian,beth killian
601,21,sleepy hollow,1999,Thomas Killian,thomas killian
601,22,sleepy hollow,1999,Brom Van Brunt,brom van brunt
601,23,sleepy hollow,1999,Doctor´s Wife,doctor s wife
601,24,sleepy hollow,1999,Doctor Lancaster,doctor lancaster
601,25,sleepy hollow,1999,Reverend Steenwyck,reverend steenwyck
601,26,sleepy hollow,1999,Baltus Van Tassel,baltus van tassel
601,27,sleepy hollow,1999,Sarah,sarah
601,28,sleepy hollow,1999,Witch,witch
601,29,sleepy hollow,1999,Lady Van Tassel,lady van tassel
318,0,sorority house massacre,1986,Beth's Father,beths father
318,1,sorority house massacre,1986,Beth's Mother,beths mother
318,2,sorority house massacre,1986,Hospital Orderly,hospital orderly
318,3,sorority house massacre,1986,Hardware shop Owner,hardware shop owner
318,4,sorority house massacre,1986,Andy,andy
318,5,sorority house massacre,1986,Tracy,tracy
318,6,sorority house massacre,1986,John,john
318,7,sorority house massacre,1986,Craig,craig
318,8,sorority house massacre,1986,Sara,sara
318,9,sorority house massacre,1986,Linda,linda
318,10,sorority house massacre,1986,Bobby,bobby
448,0,sorority house massacre 2,1990,Janey,janey
448,1,sorority house massacre 2,1990,Suzanne,suzanne
448,2,sorority house massacre 2,1990,Kimberly,kimberly
448,3,sorority house massacre 2,1990,Jessica,jessica
448,4,sorority house massacre 2,1990,Linda,linda
448,5,sorority house massacre 2,1990,Orville Ketchum,orville ketchum
896,0,sorority row,2009,Megan Blaire,megan blaire
896,1,sorority row,2009,Dr.Rosenberg,drrosenberg
896,2,sorority row,2009,"Charlene ""Chugs"" Bradley",charlene chugs bradley
896,3,sorority row,2009,Joanna,joanna
896,4,sorority row,2009,Mickey Donaldson,mickey donaldson
896,5,sorority row,2009,Claire Wen,claire wen
896,6,sorority row,2009,Mrs. Crenshaw,mrs crenshaw
896,7,sorority row,2009,Kyle Tyson,kyle tyson
896,8,sorority row,2009,Jessica Pierson,jessica pierson
896,9,sorority row,2009,Andy Richards,andy richards
450,0,stephen kings it,1990,Laurie Ann,laurie ann
450,1,stephen kings it,1990,Georgie Denbrough,georgie denbrough
450,2,stephen kings it,1990,"Victor ""Vic"" Criss",victor vic criss
450,3,stephen kings it,1990,"Reginald ""Belch"" Higgins",reginald belch higgins
450,4,stephen kings it,1990,Stanley Uris,stanley uris
450,5,stephen kings it,1990,Alvin Marsh,alvin marsh
450,6,stephen kings it,1990,Koontz,koontz
450,7,stephen kings it,1990,Henry Bowers,henry bowers
450,8,stephen kings it,1990,"Edward ""Eddie"" Kaspbrak",edward eddie kaspbrak
450,9,stephen kings it,1990,Pennywise,pennywise
179,0,terror train,1980,Ed,ed
179,1,terror train,1980,Jackson,jackson
179,2,terror train,1980,Mitchy,mitchy
179,3,terror train,1980,Mo,mo
179,4,terror train,1980,Doc Manley,doc manley
179,5,terror train,1980,Magician,magician
179,6,terror train,1980,Guard,guard
179,7,terror train,1980,Kenny Hampson,kenny hampson
68,0,texas chain saw massacre,1974,Mr Hardesty Enright,mr hardesty enright
68,1,texas chain saw massacre,1974,Mrs Hardesty Enright,mrs hardesty enright
68,2,texas chain saw massacre,1974,"Kirkland ""Kirk""",kirkland kirk
68,3,texas chain saw massacre,1974,"Pamela ""Pam""",pamela pam
68,4,texas chain saw massacre,1974,Police 10,police 10
68,5,texas chain saw massacre,1974,Jerry,jerry
68,6,texas chain saw massacre,1974,Franklin Hardesty Enright,franklin hardesty enright
68,7,texas chain saw massacre,1974,"Nubbins ""Hitchhiker"" Sawyer",nubbins hitchhiker sawyer
1034,0,texas chainsaw 3d,2013,Female Sawyer Relative,female sawyer relative
1034,1,texas chainsaw 3d,2013,Male Sawyer Relative,male sawyer relative
1034,2,texas chainsaw 3d,2013,Male Sawyer Relative,male sawyer relative
1034,3,texas chainsaw 3d,2013,Boss Sawyer,boss sawyer
1034,4,texas chainsaw 3d,2013,Bear Sawyer,bear sawyer
1034,5,texas chainsaw 3d,2013,"Drayton ""Cook"" Sawyer",drayton cook sawyer
1034,6,texas chainsaw 3d,2013,Male Sawyer Relative,male sawyer relative
1034,7,texas chainsaw 3d,2013,"""Grandpa"" Sawyer",grandpa sawyer
1034,8,texas chainsaw 3d,2013,Loretta Sawyer,loretta sawyer
1034,9,texas chainsaw 3d,2013,Verna Sawyer-Carson,verna sawyer carson
1034,10,texas chainsaw 3d,2013,Darryl,darryl
1034,11,texas chainsaw 3d,2013,Kenny,kenny
1034,12,texas chainsaw 3d,2013,Ryan,ryan
1034,13,texas chainsaw 3d,2013,Nikki,nikki
1034,14,texas chainsaw 3d,2013,Officer Marvin,officer marvin
1034,15,texas chainsaw 3d,2013,Ollie Brown,ollie brown
1034,16,texas chainsaw 3d,2013,Mayor Burt Hartman,mayor burt hartman
1034,17,texas chainsaw 3d,2013,"Gavin Miller, Arlene Miller",gavin miller arlene miller
680,0,texas chainsaw massacre,2003,Hitchhiker,hitchhiker
680,1,texas chainsaw massacre,2003,Kemper,kemper
680,2,texas chainsaw massacre,2003,Pepper,pepper
680,3,texas chainsaw massacre,2003,Andy,andy
680,4,texas chainsaw massacre,2003,Morgan,morgan
680,5,texas chainsaw massacre,2003,"Charlton ""Charlie"" Hewitt Jr., ""Sheriff Winston Hoyt""",charlton charlie hewitt jr sheriff winston hoyt
680,6,texas chainsaw massacre,2003,"Detective Wallace, Detective Adams",detective wallace detective adams
321,0,texas chainsaw massacre 2,1986,One Willie Buzz,one willie buzz
321,1,texas chainsaw massacre 2,1986,"Rick ""The Prick""",rick prick
321,2,texas chainsaw massacre 2,1986,L.G MrPeters,lg mrpeters
321,3,texas chainsaw massacre 2,1986,"Drayton ""Cook"" Sawyer",drayton cook sawyer
321,4,texas chainsaw massacre 2,1986,"Bubba ""Leatherface"" Sawyer",bubba leatherface sawyer
321,5,texas chainsaw massacre 2,1986,Mr McPeters,mr mcpeters
321,6,texas chainsaw massacre 2,1986,Mrs McPeters,mrs mcpeters
321,7,texas chainsaw massacre 2,1986,Demon Mr McPeters,demon mr mcpeters
321,8,texas chainsaw massacre 2,1986,Demon Mrs McPeters,demon mrs mcpeters
321,9,texas chainsaw massacre 2,1986,Demon Mrs Hardesty Enright,demon mrs hardesty enright
321,10,texas chainsaw massacre 2,1986,Demon Mr Hardesty Enright,demon mr hardesty enright
321,11,texas chainsaw massacre 2,1986,Lieutenant Boude Enright,lieutenant boude enright
321,12,texas chainsaw massacre 2,1986,Hitchhiker,hitchhiker
321,13,texas chainsaw massacre 2,1986,"""Grandpa"" Sawyer",grandpa sawyer
321,14,texas chainsaw massacre 2,1986,"""Chop-Top"" Sawyer",chop top sawyer
779,0,texas chainsaw massacre beginning,2006,Sloane Murphy,sloane murphy
779,1,texas chainsaw massacre beginning,2006,Meat Plant Owner,meat plant owner
779,2,texas chainsaw massacre beginning,2006,Sheriff Winston Hoyt,sheriff winston hoyt
779,3,texas chainsaw massacre beginning,2006,Alex,alex
779,4,texas chainsaw massacre beginning,2006,Holden,holden
779,5,texas chainsaw massacre beginning,2006,Eric,eric
779,6,texas chainsaw massacre beginning,2006,Bailey,bailey
779,7,texas chainsaw massacre beginning,2006,Dean,dean
779,8,texas chainsaw massacre beginning,2006,Chrissie,chrissie
779,9,texas chainsaw massacre beginning,2006,Police Officer and Motorist,police officer and motorist
515,0,texas chainsaw massacre next generation,1994,"""I'm not hurt"" boy",im not hurt boy
515,1,texas chainsaw massacre next generation,1994,Sean Kingsley,sean kingsley
515,2,texas chainsaw massacre next generation,1994,Barry Rochester,barry rochester
515,3,texas chainsaw massacre next generation,1994,W.E. Slaughter,we slaughter
515,4,texas chainsaw massacre next generation,1994,Heather Hutchins,heather hutchins
515,5,texas chainsaw massacre next generation,1994,"Mr. Spottish, Mrs. Spottish",mr spottish mrs spottish
515,6,texas chainsaw massacre next generation,1994,Vilmer Slaughter,vilmer slaughter
1194,0,unfriended dark web,2018,Kelly,kelly
1194,1,unfriended dark web,2018,DJ Lexx,dj lexx
1194,2,unfriended dark web,2018,A.j.,aj
1194,3,unfriended dark web,2018,Serena's mother,serenas mother
1194,4,unfriended dark web,2018,Nari,nari
1194,5,unfriended dark web,2018,a Charon,a charon
1194,6,unfriended dark web,2018,Serena,serena
1194,7,unfriended dark web,2018,Damon,damon
1194,8,unfriended dark web,2018,Amaya DeSoto,amaya desoto
1194,9,unfriended dark web,2018,Erica,erica
1194,10,unfriended dark web,2018,Matias O'Brien,matias obrien
1011,0,v h s,2012,Shane,shane
1011,1,v h s,2012,Patrick,patrick
1011,2,v h s,2012,Sam,sam
1011,3,v h s,2012,Samantha,samantha
1011,4,v h s,2012,Spider,spider
1011,5,v h s,2012,Joey,joey
1011,6,v h s,2012,Wendy,wendy
1011,7,v h s,2012,4 of the gang members,4 of gang members
1011,8,v h s,2012,Gang leader,gang leader
1011,9,v h s,2012,Cult Members,cult members
1011,10,v h s,2012,"Chad, Matt, Paul and Tyler",chad matt paul and tyler
1037,0,v h s 2,2013,Clarissa,clarissa
1037,1,v h s 2,2013,Herman,herman
1037,2,v h s 2,2013,Large group of people,large group of people
1037,3,v h s 2,2013,"""Screaming woman"" and her boyfriend",screaming woman and her boyfriend
1037,4,v h s 2,2013,"Zombified ""Screaming woman""",zombified screaming woman
1037,5,v h s 2,2013,Mike,mike
1037,6,v h s 2,2013,Couple of cyclers,couple of cyclers
1037,7,v h s 2,2013,Several attendees to a children's birthday party,several attendees to a childrens birthday party
1037,8,v h s 2,2013,Several Zombies,several zombies
1037,9,v h s 2,2013,Zombified Mike,zombified mike
1037,10,v h s 2,2013,Female Cultist,female cultist
1037,11,v h s 2,2013,Joni,joni
1037,12,v h s 2,2013,Cult Members,cult members
1037,13,v h s 2,2013,Male Cultist,male cultist
1037,14,v h s 2,2013,Malik and several other cultist members,malik and several other cultist members
1037,15,v h s 2,2013,Male Cultist,male cultist
1037,16,v h s 2,2013,Father,father
1037,17,v h s 2,2013,Ibu Sri,ibu sri
1037,18,v h s 2,2013,Zombified Female Cultists,zombified female cultists
1037,19,v h s 2,2013,Lena,lena
1037,20,v h s 2,2013,Zombified Male Cultist,zombified male cultist
1037,21,v h s 2,2013,Zombified Male Cultist,zombified male cultist
1037,22,v h s 2,2013,Adam,adam
1037,23,v h s 2,2013,Zack,zack
1037,24,v h s 2,2013,Danny and Shawn,danny and shawn
1037,25,v h s 2,2013,Randy,randy
1037,26,v h s 2,2013,Jen,jen
1037,27,v h s 2,2013,Gary,gary
1037,28,v h s 2,2013,Tank,tank
1037,29,v h s 2,2013,Ayesha,ayesha
1037,30,v h s 2,2013,Zombified Ayesha,zombified ayesha
1037,31,v h s 2,2013,Larry,larry
517,0,wes cravens new nightmare,1994,Chuck Wilson,chuck wilson
517,1,wes cravens new nightmare,1994,Terry Feinstein,terry feinstein
517,2,wes cravens new nightmare,1994,Chase Porter,chase porter
517,3,wes cravens new nightmare,1994,"Julianna Peyton ""Julie"" McKenna",julianna peyton julie mckenna
517,4,wes cravens new nightmare,1994,"Frederick Charles ""Freddy"" Krueger Entity",frederick charles freddy krueger entity
